"The Make of Commodities by Industries, Before Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Commodities,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other,
 331,Primary metals,...,...,...,...,...,...,61,...,93,131357,1655,424,91,367,...,...,11,...,...,84,...,54,...,54,639,126,802,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,75,406,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,526,...,136826
 332,Fabricated metal products,...,...,...,...,...,...,940,313,239,4165,224025,3683,624,303,1166,342,283,474,...,12,0,35,63,...,446,1592,2395,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,279,1027,...,...,...,...,...,...,...,...,...,...,...,...,57,...,...,...,...,...,650,...,243114
 333,Machinery,...,...,...,...,...,...,349,...,121,491,2941,232761,915,1927,2098,610,108,456,122,...,...,30,...,...,631,431,4397,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,13,...,976,3753,...,...,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,208,...,253339
 334,Computer and electronic products,...,...,...,...,...,...,21,32,155,274,318,2601,331379,1387,482,1997,248,917,...,173,...,143,45,...,886,456,5316,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7447,23650,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,377927
 335,"Electrical equipment, appliances, and components",...,...,...,...,...,...,20,...,94,761,819,1368,1323,89631,600,69,19,123,...,...,...,39,...,33,238,80,1197,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,144,1489,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,...,98046
 3361MV,"Motor vehicles, bodies and trailers, and parts",...,...,...,...,...,...,178,...,20,205,1090,1875,3629,354,470438,178,74,56,...,16,...,...,...,...,163,446,1222,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,136,9017,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,443,...,489538
 3364OT,Other transportation equipment,...,...,...,...,...,...,176,...,...,8,778,3440,1255,755,471,144598,...,...,...,57,...,...,...,...,203,279,517,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1355,15944,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,108,...,169944
 337,Furniture and related products,...,...,...,...,...,...,112,621,224,10,458,232,1,92,58,...,70735,151,...,50,2,131,1,...,138,319,1036,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,68,237,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,74676
 339,Miscellaneous manufacturing,...,...,...,...,...,...,448,129,113,162,472,547,549,67,24,138,452,114053,...,130,4,108,234,82,1202,709,2174,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,318,5112,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,127227
 311FT,Food and beverage and tobacco products,...,...,...,...,...,...,29,...,...,...,...,...,...,...,...,...,...,...,588274,23,20,26,...,...,3303,29,5041,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,181,1554,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,...,598483
 313TT,Textile mills and textile product mills,...,...,...,...,...,...,16,...,...,83,163,...,...,...,241,1,518,222,...,63975,266,144,97,...,5680,532,679,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,45,195,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,19,...,72876
 315AL,Apparel and leather and allied products,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,1736,39337,...,...,...,...,...,2366,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,26,138,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,43602
 322,Paper products,...,...,...,...,...,...,42,90,65,97,176,...,3,...,...,0,93,316,...,324,...,143191,387,...,833,1603,662,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,57,520,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,285,...,148743
 323,Printing and related support activities,...,...,...,...,...,...,3,...,...,...,30,...,77,...,...,...,...,257,...,67,15,685,68942,...,...,226,1070,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,222,23137,...,822,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,170,...,95723
 324,Petroleum and coal products,...,...,...,167,...,...,41,...,79,535,...,9,...,...,...,...,...,...,...,25,...,10,...,229104,12727,27,182,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7,885,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,243797
 325,Chemical products,...,...,...,23,...,...,49,18,58,112,79,554,1358,137,46,1,...,295,1518,...,...,122,5,4649,451029,2384,6750,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,637,20488,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,490309
 326,Plastics and rubber products,...,...,...,...,...,...,27,269,229,101,906,1340,227,273,628,66,170,623,...,254,...,1275,116,4,1708,163828,1705,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,124,1088,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,134,...,175094
 42,Wholesale trade,...,440,...,...,...,...,2600,...,...,...,4,326,53,...,41,17,18,1457,1843,...,...,...,...,...,...,...,862595,...,...,...,...,...,...,...,...,...,33,422,103,...,...,...,...,...,...,...,...,...,...,7634,...,12757,1094,...,89,...,17,...,...,...,...,...,...,...,...,34239,...,...,...,...,...,...,...,925784
 441,Motor vehicle and parts dealers,...,...,...,...,...,...,9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,134730,...,...,...,...,...,...,7,...,...,520,189,...,...,...,...,3085,...,68,...,...,...,956,...,21,31,...,...,...,57,...,...,...,...,...,163,...,...,71164,...,...,...,...,...,...,...,211001
 445,Food and beverage stores,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,6907,...,...,...,...,...,...,...,...,...,140024,...,...,...,...,...,...,...,...,...,13,...,...,...,...,148,...,...,...,...,...,964,...,5,16,...,62,...,...,...,...,...,...,...,51,...,9853,298,...,...,...,...,...,...,...,158343
 452,General merchandise stores,...,...,...,...,...,...,1191,...,...,...,...,...,...,...,...,...,...,...,1804,...,9,...,...,...,...,...,...,...,...,147553,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,118,...,0,74,...,8,...,...,...,...,...,...,...,...,...,2189,3002,...,...,...,...,...,...,...,155948
 4A0,Other retail,161,...,...,...,...,...,1511,...,...,...,...,...,...,...,...,...,...,1325,...,...,323,...,7,...,...,...,...,...,...,...,543623,...,...,...,...,...,...,1632,13,...,...,...,...,60,...,14,...,27,...,5967,...,1320,925,...,1345,...,125,309,...,...,...,...,166,...,8238,12222,...,...,...,...,...,...,...,579311
 481,Air transportation,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,109832,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,28,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,109861
 482,Rail transportation,...,...,...,...,...,...,76,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42007,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,160,...,64,15,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42322
 483,Water transportation,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,30517,...,...,...,663,...,...,...,...,...,...,...,...,...,...,...,31,...,0,2,...,...,...,...,...,...,...,...,...,47,...,...,...,...,...,...,...,...,...,...,31262
 484,Truck transportation,...,...,...,...,...,...,17,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,47,...,...,...,...,...,...,...,207597,...,...,1359,2362,...,...,...,...,...,...,...,...,...,...,27,...,52,164,...,...,243,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,211869
 485,Transit and ground passenger transportation,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,...,...,...,10,...,...,...,...,27676,...,202,...,...,...,...,...,...,...,...,...,...,1,...,...,3,49,...,...,...,...,11,...,...,...,...,...,...,...,16,...,...,...,...,...,...,...,27971
 486,Pipeline transportation,...,...,...,...,...,271,24,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22145,...,...,...,...,...,...,...,...,...,...,...,...,...,...,35,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22483
 487OS,Other transportation and support activities,...,4,...,...,...,...,23,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,178,...,...,...,41,171,...,245,231,51,...,122728,4111,...,...,...,...,...,...,5,...,...,...,85,...,125,1353,...,14,0,35,13,...,...,...,...,2,...,86,174,...,...,...,...,...,...,...,129677
 493,Warehousing and storage,...,...,...,...,...,...,72,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,336,...,...,...,869,...,...,704,43093,...,...,...,...,...,...,...,...,...,...,1,...,78,85,...,...,1,...,...,...,...,...,...,...,...,...,8,...,...,...,...,...,...,...,45246
 511,"Publishing industries, except internet (includes software)",...,...,...,...,...,...,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1541,...,...,...,474,...,...,...,259,...,...,...,...,...,...,...,...,167985,...,...,5158,...,...,...,...,...,...,21,...,13018,68726,...,668,...,891,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,258746
 512,Motion picture and sound recording industries,...,...,...,...,...,...,4,...,...,...,...,...,93,...,...,...,...,...,...,...,...,...,...,...,...,...,220,...,...,...,165,...,...,...,...,...,...,...,...,...,126336,...,...,...,...,...,...,...,71,54,...,105,167,...,...,...,...,...,...,...,...,...,35,...,...,...,...,...,...,...,...,...,...,127250
 513,Broadcasting and telecommunications,...,...,...,...,...,...,1095,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2553,...,...,...,481,...,...,...,...,...,...,...,...,0,191,493458,345,...,...,...,...,...,...,2109,...,5479,67417,...,...,...,2,...,...,...,...,...,...,...,...,1404,...,...,...,...,...,...,...,574533
 514,"Data processing, internet publishing, and other information services",...,...,...,...,...,...,19,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,143,...,...,...,118,...,...,...,...,...,...,...,...,3454,...,162,58079,...,...,...,...,...,...,58,...,14933,7394,...,120,...,164,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,84644
 521CI,"Federal Reserve banks, credit intermediation, and related activities",...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,620,...,...,...,...,...,...,...,...,...,...,...,...,564414,47724,119,...,...,...,47144,...,3204,141,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,663368
 523,"Securities, commodity contracts, and investments",...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6959,299158,1025,...,...,...,...,...,1946,93,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,309183
 524,Insurance carriers and related activities,...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,720,512373,...,...,436,...,266,4425,187,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,518413
 525,"Funds, trusts, and other financial vehicles",...,...,...,...,...,...,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,71104,...,...,...,...,78,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,71194
HS,Housing Services,...,...,...,...,...,...,25290,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1165295,...,...,...,16,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1190604
ORE,Other Real Estate,...,...,...,...,...,...,227,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,40,...,...,641030,...,...,56,30,...,...,...,...,...,...,...,...,...,3,53,...,61,...,...,...,...,...,...,...,641500
 532RL,Rental and leasing services and lessors of intangible assets,...,...,...,...,...,...,58,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,121,...,...,...,2277,...,...,...,309,20,...,...,...,...,...,...,...,...,11,97,...,...,856,212959,...,68,7,...,...,...,0,...,...,...,...,...,...,...,...,637,...,...,...,...,...,...,...,217419
 5411,Legal services,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,239235,210,103,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,239548
 5415,Computer systems design and related services,...,...,...,...,...,...,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4990,...,...,...,385,...,...,...,...,...,...,...,...,1292,...,136,11084,...,...,...,...,...,...,...,...,165742,3562,...,2437,...,562,...,...,...,...,...,...,...,...,2041,...,...,...,...,...,...,...,192235
 5412OP,"Miscellaneous professional, scientific, and technical services",...,...,...,...,...,...,385,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,134,...,...,...,1,...,...,...,2497,...,...,...,...,...,...,...,...,...,...,...,28,...,...,...,...,...,...,4,...,13183,722875,...,1187,...,...,...,...,...,...,1,...,...,...,1041,...,...,...,...,...,...,...,741337
 55,Management of companies and enterprises,...,...,...,...,...,...,90,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5155,2939,273009,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,281193
 561,Administrative and support services,...,...,...,...,...,...,511,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1560,...,...,...,...,...,...,...,1268,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42,...,...,78,4,...,3843,4699,...,422111,243,1,4,...,...,18,...,...,...,...,1,...,...,...,...,...,...,...,434382
 562,Waste management and remediation services,...,...,70,...,...,...,16,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,79,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,57,...,6,101,...,...,55780,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,578,...,56686
 61,Educational services,...,...,...,...,...,...,585,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,676,...,...,...,...,...,...,...,...,...,...,...,...,...,...,21,...,...,53,18,...,2369,16329,...,...,...,145370,...,...,...,...,374,...,5213,5067,15,...,...,...,...,...,...,...,176090
 621,Ambulatory health care services,...,...,...,...,...,...,284,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5989,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1767,...,245,122,...,...,...,...,559656,...,361,...,...,...,...,217,...,...,...,...,...,...,...,...,568641
 622,Hospitals,...,...,...,...,...,...,672,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1148,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,465,...,1067,3325,...,...,...,...,6386,394626,729,...,...,...,...,1484,...,...,...,...,...,...,...,...,409902
 623,Nursing and residential care facilities,...,...,...,...,...,...,26,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,54,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,31,262,...,20,18,...,...,...,...,755,...,134522,70,...,...,...,283,...,...,...,...,...,...,...,...,136041
 624,Social assistance,...,...,...,...,...,...,92,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,331,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,54,18,...,...,...,...,155,...,509,105923,...,...,...,107,...,...,...,...,...,...,...,...,107188
 711AS,"Performing arts, spectator sports, museums, and related activities",...,...,...,...,...,...,189,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1340,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3627,...,46,3670,...,...,...,42,...,...,...,...,85080,1794,1,1068,178,...,...,...,...,...,...,...,97036
 713,"Amusements, gambling, and recreation industries",...,...,...,...,...,...,188,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1785,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,129,...,9,108,...,...,...,1616,...,...,...,...,147,65390,262,11116,611,...,...,...,...,...,...,...,81360
 721,Accommodation,...,...,...,...,...,...,458,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1578,...,...,...,...,...,...,...,...,...,...,32,...,...,...,...,...,6230,97,109,...,7,3,...,0,...,...,...,...,...,...,150,26954,94516,23832,111,...,...,...,...,...,...,...,154077
 722,Food services and drinking places,...,...,...,...,...,...,647,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1702,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,0,1,...,...,...,...,...,...,...,...,...,1367,526,413896,...,...,...,...,...,...,72,...,418213
 81,"Other services, except government",...,...,...,...,...,...,746,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,367,...,...,...,2340,...,...,...,...,...,...,...,...,...,...,...,62,...,...,...,...,...,60,324,...,548,1351,...,30,...,8,...,...,...,5,...,...,...,3220,459051,...,...,...,...,...,...,...,468111
GFGD,Federal general government (defense),...,...,...,...,...,...,8,...,...,...,...,2,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,29,...,10,...,...,...,...,...,...,...,...,2106,13785,...,...,...,159,...,1011,...,...,14,...,...,...,...,408923,...,...,...,...,...,...,426047
GFGN,Federal general government (nondefense),...,106,...,...,...,54,314,...,...,1,...,...,...,...,...,...,...,63,...,...,...,...,8,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,186,...,...,...,...,...,...,83,...,...,...,...,1977,11017,...,...,...,...,...,1315,...,...,...,...,...,...,...,...,219531,461,...,...,...,773,235896
 GFE,Federal government enterprises,...,...,...,...,...,9943,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1934,...,...,...,...,...,...,...,...,...,106,...,...,...,...,648,...,...,615,...,...,35,...,...,...,...,...,...,...,...,...,...,...,...,1932,1,...,...,68462,...,...,...,...,83676
 GSLG,State and local general government,374,2183,...,287,...,800,13854,141,...,...,...,...,...,...,...,...,...,774,1109,...,859,389,1006,...,64,...,...,...,...,...,...,...,...,...,...,...,...,...,...,331,1,...,1521,...,...,...,16006,...,...,...,...,3329,34833,...,5885,10656,60340,17006,104047,...,2643,2278,1996,6469,12319,846,...,...,...,1127138,...,3051,...,1432533
 GSLE,State and local government enterprises,...,...,...,...,...,63964,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1630,...,91,172,...,9364,...,7365,...,...,...,...,...,57,...,2,...,4653,11159,...,...,...,...,...,...,...,...,...,...,...,...,458,16917,...,...,1520,...,...,...,...,53616,...,...,170969
