"The Make of Commodities by Industries, Before Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Commodities,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other,
 332,Fabricated metal products,...,...,...,...,...,...,2319,440,422,5048,218522,3645,718,215,2406,507,377,507,...,2,4,99,104,...,172,1427,2328,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,162,1071,...,...,...,...,...,...,...,...,...,...,...,...,46,...,...,...,...,...,1075,...,241616
 333,Machinery,...,...,...,...,...,...,589,...,85,498,3970,246077,1141,1826,2332,296,260,566,325,...,...,49,...,...,754,278,4166,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,591,3813,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,...,...,...,393,...,268012
 334,Computer and electronic products,...,...,...,...,...,...,65,105,393,164,306,1619,406249,1617,540,2673,604,1543,...,323,...,604,284,...,1241,833,6533,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2958,22365,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,29,...,451047
 335,"Electrical equipment, appliances, and components",...,...,...,...,...,...,85,...,223,1772,1413,1463,2245,98697,989,199,24,277,...,...,...,71,...,51,243,141,1309,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,100,1503,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14,...,110818
 3361MV,"Motor vehicles, bodies and trailers, and parts",...,...,...,...,...,...,451,...,57,234,897,1487,3095,288,410242,206,16,3,...,3,...,...,...,...,102,287,946,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,70,9814,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,685,...,428883
 3364OT,Other transportation equipment,...,...,...,...,...,...,413,...,...,2,722,2789,985,274,267,137887,...,...,...,189,...,...,...,...,32,195,373,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,431,11476,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,33,...,156066
 337,Furniture and related products,...,...,...,...,...,...,326,571,88,5,367,112,0,26,107,...,61033,34,...,75,1,146,0,...,60,170,771,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,40,235,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,64166
 339,Miscellaneous manufacturing,...,...,...,...,...,...,547,101,164,160,481,420,209,35,18,90,384,87365,...,229,578,113,213,33,901,522,1964,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,165,5132,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,55,...,99877
 311FT,Food and beverage and tobacco products,...,...,...,...,...,...,114,...,...,...,...,...,...,...,...,...,...,...,510355,4,1,1,...,...,1789,3,5804,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,85,1583,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,519740
 313TT,Textile mills and textile product mills,...,...,...,...,...,...,52,...,...,57,146,...,...,...,642,0,378,109,...,81713,399,110,46,...,4719,338,706,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,38,191,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,114,...,89760
 315AL,Apparel and leather and allied products,...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,...,1535,76574,...,...,...,...,...,2708,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,34,140,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9,...,81007
 322,Paper products,...,...,...,...,...,...,157,169,5,69,131,...,137,...,...,0,47,244,...,304,...,144101,604,...,412,1048,575,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,53,575,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,336,...,148968
 323,Printing and related support activities,...,...,...,...,...,...,53,...,...,...,12,...,31,...,...,...,...,232,...,77,40,403,69571,...,...,67,1136,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,121,25503,...,711,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,70,...,98025
 324,Petroleum and coal products,...,...,...,186,...,...,71,...,127,410,...,46,...,...,...,...,...,...,...,40,...,34,...,163214,10036,47,169,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,902,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,175287
 325,Chemical products,...,...,...,87,...,...,251,64,93,112,235,499,1593,75,75,0,...,370,2142,...,...,216,9,2921,383778,3102,6743,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,356,12228,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,414950
 326,Plastics and rubber products,...,...,...,...,...,...,93,344,155,280,777,1393,258,190,1161,99,311,779,...,490,...,1616,267,0,1114,146142,1484,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,76,1164,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,121,...,158313
 42,Wholesale trade,...,383,...,...,...,...,2121,...,...,...,6,348,38,...,119,16,17,1733,5840,...,...,...,...,...,...,...,683146,...,...,...,...,...,...,...,...,...,14,791,77,...,...,...,...,...,...,...,...,...,...,9877,...,8111,1175,...,139,...,19,...,...,...,...,...,...,...,...,34485,...,...,...,...,...,...,...,748455
 441,Motor vehicle and parts dealers,...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,114735,...,...,...,...,...,...,1,...,...,157,108,...,...,...,...,2133,...,14,...,...,...,1050,...,16,34,...,...,...,20,...,...,...,...,...,131,...,...,55452,...,...,...,...,...,...,...,173858
 445,Food and beverage stores,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,5413,...,...,...,...,...,...,...,...,...,117399,...,...,...,...,...,...,...,...,...,9,...,...,...,...,29,...,...,...,...,...,1046,...,6,17,...,80,...,...,...,...,...,...,...,56,...,4524,285,...,...,...,...,...,...,...,128866
 452,General merchandise stores,...,...,...,...,...,...,912,...,...,...,...,...,...,...,...,...,...,...,462,...,6,...,...,...,...,...,...,...,...,107685,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,186,...,48,580,...,66,...,...,...,...,...,...,...,...,...,1845,3600,...,...,...,...,...,...,...,115390
 4A0,Other retail,167,...,...,...,...,...,914,...,...,...,...,...,...,...,...,...,...,973,...,...,280,...,115,...,...,...,...,...,...,...,406590,...,...,...,...,...,...,1069,9,...,...,...,...,323,...,12,...,49,...,4196,...,800,894,...,1614,...,95,270,...,...,...,...,209,...,5861,9598,...,...,...,...,...,...,...,434038
 481,Air transportation,...,...,...,...,...,...,32,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,114196,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,48,33,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,114308
 482,Rail transportation,...,...,...,...,...,...,526,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,38199,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,238,...,12,18,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,38993
 483,Water transportation,...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,24189,...,...,...,331,...,...,...,...,...,...,...,...,...,...,...,31,...,6,3,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,24569
 484,Truck transportation,...,...,...,...,...,...,16,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,40,...,...,...,...,...,...,...,160698,...,...,1057,2246,...,...,...,...,...,...,...,...,...,...,0,...,31,135,...,...,16,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,164239
 485,Transit and ground passenger transportation,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,...,4,...,...,...,...,23920,...,182,...,...,...,...,...,...,...,...,...,...,0,...,...,1,45,...,...,...,...,7,...,...,...,...,...,...,...,19,...,...,...,...,...,...,...,24181
 486,Pipeline transportation,...,...,...,...,...,2777,18,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,21442,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7,9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,24253
 487OS,Other transportation and support activities,...,4,...,...,...,...,82,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,144,...,...,...,54,109,...,39,65,42,...,77599,2671,...,...,...,...,...,...,0,...,...,...,62,...,56,2622,...,8,0,31,11,...,...,...,...,2,...,93,62,...,...,...,...,...,...,...,83755
 493,Warehousing and storage,...,...,...,...,...,...,36,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,280,...,...,...,538,...,...,577,24786,...,...,...,...,...,...,...,...,...,...,0,...,34,80,...,...,1,...,...,...,...,...,...,...,...,...,6,...,...,...,...,...,...,...,26337
 511,"Publishing industries, except internet (includes software)",...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1513,...,...,...,445,...,...,...,244,...,...,...,...,...,...,...,...,126425,...,...,3719,...,...,...,...,...,...,18,...,4998,51704,...,562,...,1260,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,190896
 512,Motion picture and sound recording industries,...,...,...,...,...,...,4,...,...,...,...,...,96,...,...,...,...,...,...,...,...,...,...,...,...,...,168,...,...,...,72,...,...,...,...,...,...,...,...,...,85732,...,...,...,...,...,...,...,27,29,...,79,38,...,...,...,...,...,...,...,...,...,8,...,...,...,...,...,...,...,...,...,...,86253
 513,Broadcasting and telecommunications,...,...,...,...,...,...,913,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1527,...,...,...,180,...,...,...,...,...,...,...,...,0,350,347605,23,...,...,...,...,...,...,2046,...,3082,44972,...,...,...,3,...,...,...,...,...,...,...,...,2969,...,...,...,...,...,...,...,403671
 514,"Data processing, internet publishing, and other information services",...,...,...,...,...,...,24,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,100,...,...,...,78,...,...,...,...,...,...,...,...,1121,...,82,36395,...,...,...,...,...,...,48,...,4860,3940,...,99,...,69,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,46816
 521CI,"Federal Reserve banks, credit intermediation, and related activities",...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,321,...,...,...,...,...,...,...,...,...,...,...,...,350648,23471,0,...,...,...,52297,...,1610,171,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,428524
 523,"Securities, commodity contracts, and investments",...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5761,197495,530,...,...,...,...,...,956,112,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,204855
 524,Insurance carriers and related activities,...,...,...,...,...,...,10,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,321,355282,...,...,467,...,91,2328,227,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,358726
 525,"Funds, trusts, and other financial vehicles",...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,56327,...,...,...,...,30,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,56370
HS,Housing Services,...,...,...,...,...,...,23140,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,829175,...,...,...,9,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,852327
ORE,Other Real Estate,...,...,...,...,...,...,106,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,...,382350,...,...,40,17,...,...,...,...,...,...,...,...,...,4,52,...,1743,...,...,...,...,...,...,...,384313
 532RL,Rental and leasing services and lessors of intangible assets,...,...,...,...,...,...,36,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,103,...,...,...,1714,...,...,...,75,15,...,...,...,...,...,...,...,...,4,0,...,...,536,144506,...,56,8,...,...,...,0,...,...,...,...,...,...,...,...,1058,...,...,...,...,...,...,...,148112
 5411,Legal services,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,158206,114,85,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,158405
 5415,Computer systems design and related services,...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5515,...,...,...,565,...,...,...,...,...,...,...,...,806,...,105,6890,...,...,...,...,...,...,...,...,100979,1657,...,1635,...,390,...,...,...,...,...,...,...,...,2735,...,...,...,...,...,...,...,121284
 5412OP,"Miscellaneous professional, scientific, and technical services",...,...,...,...,...,...,547,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11,...,...,...,63,...,...,...,2510,...,...,...,...,...,...,...,...,...,...,...,24,...,...,...,...,...,...,0,...,5847,515276,...,804,...,...,...,...,...,...,0,...,...,...,800,...,...,...,...,...,...,...,525883
 55,Management of companies and enterprises,...,...,...,...,...,...,134,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2400,4543,189058,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,196136
 561,Administrative and support services,...,...,...,...,...,...,664,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1816,...,...,...,...,...,...,...,863,...,...,...,...,...,...,...,...,...,...,...,...,...,...,35,...,...,0,0,...,2057,3754,...,300417,183,0,3,...,...,11,...,...,...,...,0,...,...,...,...,...,...,...,309803
 562,Waste management and remediation services,...,...,240,...,...,...,27,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,102,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,43,...,5,100,...,...,39486,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1766,...,41769
 61,Educational services,...,...,...,...,...,...,370,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,501,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15,...,...,15,0,...,766,11435,...,...,...,93243,...,...,...,...,406,...,4031,4683,10,...,...,...,...,...,...,...,115475
 621,Ambulatory health care services,...,...,...,...,...,...,206,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3753,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,652,...,94,125,...,...,...,...,383767,...,374,...,...,...,...,80,...,...,...,...,...,...,...,...,389051
 622,Hospitals,...,...,...,...,...,...,498,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,734,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,158,...,533,1618,...,...,...,...,3649,262968,601,...,...,...,...,1118,...,...,...,...,...,...,...,...,271877
 623,Nursing and residential care facilities,...,...,...,...,...,...,28,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,35,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,17,151,...,16,18,...,...,...,...,542,...,93076,9,...,...,...,182,...,...,...,...,...,...,...,...,94072
 624,Social assistance,...,...,...,...,...,...,138,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,223,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,29,20,...,...,...,...,89,...,80,61612,...,...,...,182,...,...,...,...,...,...,...,...,62373
 711AS,"Performing arts, spectator sports, museums, and related activities",...,...,...,...,...,...,253,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,946,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2877,...,34,2442,...,...,...,37,...,...,...,...,51111,554,1,619,118,...,...,...,...,...,...,...,58994
 713,"Amusements, gambling, and recreation industries",...,...,...,...,...,...,216,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1279,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,95,...,5,99,...,...,...,2406,...,...,...,...,128,51790,318,10314,411,...,...,...,...,...,...,...,67060
 721,Accommodation,...,...,...,...,...,...,890,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1037,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,5263,0,0,...,3,3,...,0,...,...,...,...,...,...,0,13561,76960,20226,0,...,...,...,...,...,...,...,117943
 722,Food services and drinking places,...,...,...,...,...,...,642,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,976,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,1,1,...,...,...,...,...,...,...,...,...,777,472,301148,...,...,...,...,...,...,100,...,304120
 81,"Other services, except government",...,...,...,...,...,...,668,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,245,...,...,...,2038,...,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,0,378,...,275,1186,...,24,...,7,...,...,...,0,...,...,...,336,346147,...,...,...,...,...,...,...,351304
GFGD,Federal general government (defense),...,...,...,...,...,...,8,...,...,...,...,1,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,23,...,8,...,...,...,...,...,...,...,...,1458,9387,...,...,...,130,...,826,...,...,12,...,...,...,...,292468,...,...,...,...,...,...,304322
GFGN,Federal general government (nondefense),...,90,...,...,...,46,160,...,...,1,...,...,...,...,...,...,...,53,...,...,...,...,7,...,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,157,...,...,...,...,...,...,70,...,...,...,...,2353,8098,...,...,...,...,...,1165,...,...,...,...,...,...,...,...,146228,390,...,...,...,1115,159937
 GFE,Federal government enterprises,...,...,...,...,...,8308,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1547,...,...,...,...,...,...,...,...,...,97,...,...,...,...,-314,...,...,839,...,...,23,...,...,...,...,...,...,...,...,...,...,...,...,1883,2,...,...,60455,...,...,...,...,72840
 GSLG,State and local general government,264,1540,...,202,...,565,9468,99,...,...,...,...,...,...,...,...,...,546,782,...,606,274,710,...,45,...,...,...,...,...,...,...,...,...,...,...,...,...,...,233,0,...,1073,...,...,...,11291,...,...,...,...,2729,22137,...,4151,7517,42563,11996,73138,...,1864,1607,1408,4563,8690,596,...,...,...,785931,...,2152,...,998740
 GSLE,State and local government enterprises,...,...,...,...,...,53882,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1163,...,83,38,...,7505,...,5279,...,...,...,...,...,77,...,16,...,3906,7376,...,...,...,...,...,...,...,...,...,...,...,...,423,6876,...,...,1191,...,...,...,...,42331,...,...,130147
