"The Make of Commodities by Industries, Before Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Commodities,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other,
339,Miscellaneous manufacturing,...,...,...,...,...,...,746,88,26,1238,217,1128,104,30,48,50,183,133303,...,1667,1015,84,115,4,1490,602,4252,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,407,7407,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,154202
311FT,Food and beverage and tobacco products,...,...,...,...,...,...,345,...,...,...,...,...,...,...,...,...,...,...,876841,491,290,535,...,...,18596,842,5931,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,98,2171,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,906142
313TT,Textile mills and textile product mills,...,...,...,...,...,...,109,...,...,1,2,...,...,...,6,0,73,92,...,41069,9233,5,3,...,340,89,524,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25,159,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15,...,51747
315AL,Apparel and leather and allied products,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,0,30947,...,...,...,...,...,1029,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,32,120,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,32129
322,Paper products,...,...,...,...,...,...,205,84,396,1860,96,...,6,...,...,0,6,446,...,2081,...,165803,2164,...,717,3947,616,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,66,534,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,553,...,179580
323,Printing and related support activities,...,...,...,...,...,...,18,...,...,...,17,...,22,...,...,...,...,415,...,980,4602,50,55559,...,...,108,875,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,208,19903,...,791,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,177,...,83724
324,Petroleum and coal products,...,...,...,317,...,...,383,...,355,3960,...,106,...,...,...,...,...,...,...,38,...,153,...,789204,32582,358,932,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,177,480,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,829045
325,Chemical products,...,...,...,8,...,...,321,62,26,3555,439,5296,4131,1187,14,6,...,1020,1608,...,...,116,21,1598,733792,8018,14339,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,563,29099,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,805218
326,Plastics and rubber products,...,...,...,...,...,...,213,210,122,2250,1338,4057,377,1191,5102,90,133,1610,...,1747,...,1093,749,0,552,190103,2189,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,118,1740,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,176,...,215159
42,Wholesale trade,...,838,...,...,...,...,3999,...,...,...,2,435,178,...,81,20,3,1397,4370,...,...,...,...,...,...,...,1343493,...,...,...,...,...,...,...,...,...,105,988,169,...,...,...,...,...,...,...,...,...,...,10136,...,18423,1062,...,34,...,0,...,...,...,...,...,...,...,...,57501,...,...,...,...,...,...,...,1443236
441,Motor vehicle and parts dealers,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,164668,...,...,...,...,...,...,46,...,...,382,365,...,...,...,...,3229,...,248,...,...,...,1310,...,6,23,...,...,...,48,...,...,...,...,...,259,...,...,69377,...,...,...,...,...,...,...,239964
445,Food and beverage stores,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,9619,...,...,...,...,...,...,...,...,...,184542,...,...,...,...,...,...,...,...,...,27,...,...,...,...,721,...,...,...,...,...,1196,...,0,12,...,81,...,...,...,...,...,...,...,18,...,15142,37,...,...,...,...,...,...,...,211396
452,General merchandise stores,...,...,...,...,...,...,1765,...,...,...,...,...,...,...,...,...,...,...,3452,...,11,...,...,...,...,...,...,...,...,202627,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,147,...,0,106,...,8,...,...,...,...,...,...,...,...,...,3321,3227,...,...,...,...,...,...,...,214665
4A0,Other retail,126,...,...,...,...,...,2804,...,...,...,...,...,...,...,...,...,...,2413,...,...,248,...,24,...,...,...,...,...,...,...,736904,...,...,...,...,...,...,3018,21,...,...,...,...,84,...,2,...,0,...,4029,...,1701,827,...,1697,...,221,462,...,...,...,...,134,...,14238,14265,...,...,...,...,...,...,...,783218
481,Air transportation,...,...,...,...,...,...,57,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,177670,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,349,14,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,178090
482,Rail transportation,...,...,...,...,...,...,1089,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,77772,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,279,...,123,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,79272
483,Water transportation,...,...,...,...,...,...,12,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,57682,...,...,...,1297,...,...,...,...,...,...,...,...,...,...,...,0,...,11,1,...,...,...,...,...,...,...,...,...,278,...,...,...,...,...,...,...,...,...,...,59281
484,Truck transportation,...,...,...,...,...,...,177,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,292387,...,...,2216,4101,...,...,...,...,...,...,...,...,...,...,192,...,62,108,...,...,1534,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,300778
485,Transit and ground passenger transportation,...,...,...,...,...,...,27,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,13,...,...,...,32,...,...,...,...,51482,...,326,...,...,...,...,...,...,...,...,...,...,5,...,...,0,27,...,...,...,...,21,...,...,...,...,...,...,...,3,...,...,...,...,...,...,...,51936
486,Pipeline transportation,...,...,...,...,...,660,31,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,26751,...,...,...,...,...,...,...,...,...,...,...,...,...,...,37,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,27483
487OS,Other transportation and support activities,...,0,...,...,...,...,236,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,87,...,...,...,14,288,...,1319,426,151,...,184414,5364,...,...,...,...,...,...,39,...,...,...,94,...,148,155,...,27,2,0,6,...,...,...,...,0,...,102,197,...,...,...,...,...,...,...,193070
493,Warehousing and storage,...,...,...,...,...,...,31,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9,...,...,...,1616,...,...,163,82573,...,...,...,...,...,...,...,...,...,...,7,...,87,38,...,...,0,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,84525
511,"Publishing industries, except internet (includes software)",...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,978,...,...,...,766,...,...,...,163,...,...,...,...,...,...,...,...,217186,...,...,7988,...,...,...,...,...,...,17,...,16984,55418,...,547,...,1047,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,301097
512,Motion picture and sound recording industries,...,...,...,...,...,...,70,...,...,...,...,...,73,...,...,...,...,...,...,...,...,...,...,...,...,...,11,...,...,...,532,...,...,...,...,...,...,...,...,...,142442,...,...,...,...,...,...,...,112,97,...,483,253,...,...,...,...,...,...,...,...,...,71,...,...,...,...,...,...,...,...,...,...,144144
513,Broadcasting and telecommunications,...,...,...,...,...,...,1359,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4130,...,...,...,1354,...,...,...,...,...,...,...,...,0,387,638700,0,...,...,...,...,...,...,3567,...,3288,93146,...,...,...,0,...,...,...,...,...,...,...,...,1759,...,...,...,...,...,...,...,747689
514,"Data processing, internet publishing, and other information services",...,...,...,...,...,...,42,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,281,...,...,...,126,...,...,...,...,...,...,...,...,6580,...,110,112942,...,...,...,...,...,...,63,...,15741,37514,...,128,...,195,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,173722
521CI,"Federal Reserve banks, credit intermediation, and related activities",...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,390,...,...,...,...,...,...,...,...,...,...,...,...,568943,44998,757,...,...,...,46321,...,4872,191,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,666474
523,"Securities, commodity contracts, and investments",...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14178,405366,2514,...,...,...,...,...,2972,126,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,425158
524,Insurance carriers and related activities,...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1667,746128,...,...,0,...,434,6617,254,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,755106
525,"Funds, trusts, and other financial vehicles",...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,115822,...,...,...,...,251,9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,116084
HS,Housing,...,...,...,...,...,...,11692,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1689598,...,...,...,11,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1701304
ORE,Other real estate,...,...,...,...,...,...,960,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,257,...,...,831434,...,...,75,118,...,...,...,...,...,...,...,...,...,0,60,...,81,...,...,...,...,...,...,...,832985
532RL,Rental and leasing services and lessors of intangible assets,...,...,...,...,...,...,82,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,79,...,...,...,1634,...,...,...,526,14,...,...,...,...,...,...,...,...,23,559,...,...,1617,293879,...,166,9,...,...,...,3,...,...,...,...,...,...,...,...,1612,...,...,...,...,...,...,...,300202
5411,Legal services,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,297368,225,133,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,297727
5415,Computer systems design and related services,...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6073,...,...,...,2395,...,...,...,...,...,...,...,...,1628,...,146,26239,...,...,...,...,...,...,...,...,287239,2749,...,3348,...,1271,...,...,...,...,...,...,...,...,112,...,...,...,...,...,...,...,331204
5412OP,"Miscellaneous professional, scientific, and technical services",...,...,...,...,...,...,813,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,551,...,...,...,0,...,...,...,3517,...,...,...,...,...,...,...,...,...,...,...,27,...,...,...,...,...,...,28,...,19308,1107005,...,1710,...,...,...,...,...,...,7,...,...,...,1044,...,...,...,...,...,...,...,1134011
55,Management of companies and enterprises,...,...,...,...,...,...,173,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9113,4733,517011,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,531030
561,Administrative and support services,...,...,...,...,...,...,532,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1972,...,...,...,...,...,...,...,1018,...,...,...,...,...,...,...,...,...,...,...,...,...,...,68,...,...,702,28,...,5805,6151,...,645163,41,8,7,...,...,71,...,...,...,...,6,...,...,...,...,...,...,...,661569
562,Waste management and remediation services,...,...,177,...,...,...,71,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,145,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,70,...,66,96,...,...,83780,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1297,...,85701
61,Educational services,...,...,...,...,...,...,784,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,669,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5,...,...,254,135,...,3821,24396,...,...,...,252390,...,...,...,...,1128,...,11441,3985,11,...,...,...,...,...,...,...,299020
621,Ambulatory health care services,...,...,...,...,...,...,219,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8752,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4700,...,671,110,...,...,...,...,856363,...,268,...,...,...,...,221,...,...,...,...,...,...,...,...,871304
622,Hospitals,...,...,...,...,...,...,1184,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2348,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1058,...,1923,4118,...,...,...,...,2718,677454,86,...,...,...,...,3142,...,...,...,...,...,...,...,...,694031
623,Nursing and residential care facilities,...,...,...,...,...,...,66,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,27,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,100,0,...,13,16,...,...,...,...,925,...,206329,353,...,...,...,597,...,...,...,...,...,...,...,...,208426
624,Social assistance,...,...,...,...,...,...,292,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,153,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,69,10,...,...,...,...,132,...,2574,158807,...,...,...,0,...,...,...,...,...,...,...,...,162036
711AS,"Performing arts, spectator sports, museums, and related activities",...,...,...,...,...,...,517,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1108,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3487,...,31,5950,...,...,...,31,...,...,...,...,127664,2758,4,2559,282,...,...,...,...,...,...,...,144391
713,"Amusements, gambling, and recreation industries",...,...,...,...,...,...,356,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2527,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,315,...,12,181,...,...,...,1490,...,...,...,...,205,103579,453,14881,912,...,...,...,...,...,...,...,124910
721,Accommodation,...,...,...,...,...,...,886,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2167,...,...,...,...,...,...,...,...,...,...,268,...,...,...,...,...,7656,773,915,...,18,2,...,1,...,...,...,...,...,...,1085,25680,129654,33301,933,...,...,...,...,...,...,...,203338
722,Food services and drinking places,...,...,...,...,...,...,692,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2907,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,0,1,...,...,...,...,...,...,...,...,...,1017,164,598711,...,...,...,...,...,...,117,...,603610
81,"Other services, except government",...,...,...,...,...,...,406,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,567,...,...,...,4817,...,...,...,...,...,...,...,...,...,...,...,327,...,...,...,...,...,319,306,...,459,994,...,0,...,4,...,...,...,38,...,...,...,4686,572376,...,...,...,...,...,...,...,585298
GFGD,Federal general government (defense),...,...,...,...,...,...,4,...,...,...,...,2,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41,...,14,...,...,...,...,...,...,...,...,2312,21748,...,...,...,226,...,1437,...,...,20,...,...,...,...,653921,...,...,...,...,...,...,679726
GFGN,Federal general government (nondefense),...,109,...,...,...,55,384,...,...,1,...,...,...,...,...,...,...,65,...,...,...,...,9,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,191,...,...,...,...,...,...,85,...,...,...,...,2556,12841,...,...,...,...,...,1415,...,...,...,...,...,...,...,...,353913,473,...,...,...,2906,375010
GFE,Federal government enterprises,...,...,...,...,...,13925,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3760,...,...,...,...,...,...,...,...,...,124,...,...,...,...,1442,...,...,870,...,...,39,...,...,...,...,...,...,...,...,...,...,...,...,2530,1,...,...,75305,...,...,...,...,97995
GSLG,State and local general government,558,3257,...,428,...,1195,16761,210,...,...,...,...,...,...,...,...,...,1155,1654,...,1282,580,1501,...,96,...,...,...,...,...,...,...,...,...,...,...,...,...,...,494,1,...,2270,...,...,...,23887,...,...,...,...,4739,47070,...,8782,15902,90047,17629,162362,...,3944,3400,2979,9653,18034,1262,...,...,...,1536316,...,4553,...,1982000
GSLE,State and local government enterprises,...,...,...,...,...,96745,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2504,...,152,229,...,13955,...,11110,...,...,...,...,...,28,...,0,...,5771,21278,...,...,...,...,...,...,...,...,...,...,...,...,459,26934,...,...,2818,...,...,...,...,82544,...,...,264528
