"The Make of Commodities by Industries, Before Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Commodities,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other,
331,Primary metals,...,...,...,...,...,...,180,...,137,258133,1129,411,0,210,...,...,4,...,...,0,...,0,...,0,39,0,1764,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,48,381,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,926,...,263363
332,Fabricated metal products,...,...,...,...,...,...,1381,120,253,10320,313794,14178,542,155,4309,2006,151,5128,...,13,40,2,13,...,1061,703,3470,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,248,1352,...,...,...,...,...,...,...,...,...,...,...,...,52,...,...,...,...,...,1424,...,360714
333,Machinery,...,...,...,...,...,...,537,...,26,1453,4026,334310,846,961,33231,1442,5,438,0,...,...,0,...,...,5,72,5509,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,86,...,1207,6047,...,...,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,176,...,390378
334,Computer and electronic products,...,...,...,...,...,...,19,4,0,4087,758,4015,295274,2703,87,5626,21,6862,...,33,...,78,3,...,907,84,4387,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10673,33383,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,369003
335,"Electrical equipment, appliances, and components",...,...,...,...,...,...,60,...,1,2229,937,3468,2660,108070,821,253,0,40,...,...,...,2,...,0,6,18,1539,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,330,1760,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,122194
3361MV,"Motor vehicles, bodies and trailers, and parts",...,...,...,...,...,...,290,...,3,496,1615,2730,768,59,528750,594,15,347,...,147,...,...,...,...,1,130,1603,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,362,8345,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,695,...,546950
3364OT,Other transportation equipment,...,...,...,...,...,...,512,...,...,2,1660,9046,388,1877,10560,261142,...,...,...,574,...,...,...,...,0,431,902,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3331,15097,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,143,...,305666
337,Furniture and related products,...,...,...,...,...,...,198,400,78,50,859,1333,0,22,55,...,62843,415,...,375,188,2,4,...,7,490,1049,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,69,343,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,68777
339,Miscellaneous manufacturing,...,...,...,...,...,...,681,149,24,3005,529,2577,119,70,139,121,193,135926,...,713,1445,46,25,0,1527,802,4698,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,428,8477,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,161698
311FT,Food and beverage and tobacco products,...,...,...,...,...,...,109,...,...,...,...,...,...,...,...,...,...,...,889938,292,119,53,...,...,26823,1214,6117,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,117,2589,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,...,927375
313TT,Textile mills and textile product mills,...,...,...,...,...,...,35,...,...,10,11,...,...,...,25,0,268,228,...,42344,12317,8,3,...,438,198,496,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22,187,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,...,56593
315AL,Apparel and leather and allied products,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,0,36455,...,...,...,...,...,959,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,30,141,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,37586
322,Paper products,...,...,...,...,...,...,65,314,406,3454,409,...,55,...,...,0,24,982,...,3132,...,164077,698,...,811,8600,674,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,63,332,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,514,...,184610
323,Printing and related support activities,...,...,...,...,...,...,6,...,...,...,183,...,199,...,...,...,...,1482,...,1276,2682,171,55634,...,...,720,908,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,213,19904,...,543,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,121,...,84042
324,Petroleum and coal products,...,...,...,315,...,...,122,...,971,4310,...,1770,...,...,...,...,...,...,...,53,...,130,...,774434,48538,984,1283,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,116,203,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,833228
325,Chemical products,...,...,...,8,...,...,102,62,16,4578,1158,13587,10725,2367,198,4,...,1323,2345,...,...,66,4,821,715791,14469,10982,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,648,31652,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,810905
326,Plastics and rubber products,...,...,...,...,...,...,67,247,302,3052,2293,8120,847,1403,14673,361,103,2048,...,1692,...,1070,212,0,353,183583,1958,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,136,1725,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,311,...,224557
42,Wholesale trade,...,800,...,...,...,...,4339,...,...,...,2,464,222,...,88,20,3,1448,4488,...,...,...,...,...,...,...,1391935,...,...,...,...,...,...,...,...,...,106,1001,173,...,...,...,...,...,...,...,...,...,...,10860,...,18910,1020,...,35,...,0,...,...,...,...,...,...,...,...,59105,...,...,...,...,...,...,...,1495021
441,Motor vehicle and parts dealers,...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,169248,...,...,...,...,...,...,47,...,...,396,379,...,...,...,...,3537,...,272,...,...,...,1333,...,4,25,...,...,...,50,...,...,...,...,...,267,...,...,72582,...,...,...,...,...,...,...,248142
445,Food and beverage stores,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,9816,...,...,...,...,...,...,...,...,...,187859,...,...,...,...,...,...,...,...,...,27,...,...,...,...,737,...,...,...,...,...,1069,...,0,12,...,83,...,...,...,...,...,...,...,19,...,15822,37,...,...,...,...,...,...,...,215483
452,General merchandise stores,...,...,...,...,...,...,1857,...,...,...,...,...,...,...,...,...,...,...,3564,...,11,...,...,...,...,...,...,...,...,205434,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,142,...,0,107,...,8,...,...,...,...,...,...,...,...,...,3470,3306,...,...,...,...,...,...,...,217898
4A0,Other retail,132,...,...,...,...,...,2966,...,...,...,...,...,...,...,...,...,...,2459,...,...,253,...,23,...,...,...,...,...,...,...,782970,...,...,...,...,...,...,3176,22,...,...,...,...,86,...,2,...,0,...,4076,...,1627,880,...,1781,...,226,480,...,...,...,...,138,...,14877,14663,...,...,...,...,...,...,...,830837
481,Air transportation,...,...,...,...,...,...,14,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,181132,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,253,19,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,181418
482,Rail transportation,...,...,...,...,...,...,313,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,81041,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,251,...,116,10,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,81732
483,Water transportation,...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,58878,...,...,...,1362,...,...,...,...,...,...,...,...,...,...,...,0,...,17,2,...,...,...,...,...,...,...,...,...,288,...,...,...,...,...,...,...,...,...,...,60549
484,Truck transportation,...,...,...,...,...,...,51,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,301807,...,...,2291,4254,...,...,...,...,...,...,...,...,...,...,199,...,60,114,...,...,1581,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,310358
485,Transit and ground passenger transportation,...,...,...,...,...,...,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,13,...,...,...,33,...,...,...,...,53625,...,344,...,...,...,...,...,...,...,...,...,...,5,...,...,0,28,...,...,...,...,23,...,...,...,...,...,...,...,4,...,...,...,...,...,...,...,54083
486,Pipeline transportation,...,...,...,...,...,668,52,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,28457,...,...,...,...,...,...,...,...,...,...,...,...,...,...,33,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,29216
487OS,Other transportation and support activities,...,0,...,...,...,...,64,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,91,...,...,...,15,295,...,1383,448,152,...,192930,5504,...,...,...,...,...,...,41,...,...,...,100,...,189,174,...,29,2,0,6,...,...,...,...,0,...,111,210,...,...,...,...,...,...,...,201745
493,Warehousing and storage,...,...,...,...,...,...,36,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10,...,...,...,1669,...,...,169,85438,...,...,...,...,...,...,...,...,...,...,8,...,89,44,...,...,0,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,87462
511,"Publishing industries, except internet (includes software)",...,...,...,...,...,...,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,952,...,...,...,820,...,...,...,167,...,...,...,...,...,...,...,...,229621,...,...,8194,...,...,...,...,...,...,17,...,19293,52685,...,543,...,1120,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,313415
512,Motion picture and sound recording industries,...,...,...,...,...,...,93,...,...,...,...,...,73,...,...,...,...,...,...,...,...,...,...,...,...,...,12,...,...,...,555,...,...,...,...,...,...,...,...,...,147259,...,...,...,...,...,...,...,116,101,...,258,305,...,...,...,...,...,...,...,...,...,75,...,...,...,...,...,...,...,...,...,...,148847
513,Broadcasting and telecommunications,...,...,...,...,...,...,1504,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4263,...,...,...,1432,...,...,...,...,...,...,...,...,0,395,661569,0,...,...,...,...,...,...,3689,...,3125,97246,...,...,...,0,...,...,...,...,...,...,...,...,1812,...,...,...,...,...,...,...,775036
514,"Data processing, internet publishing, and other information services",...,...,...,...,...,...,44,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,299,...,...,...,135,...,...,...,...,...,...,...,...,7059,...,117,120792,...,...,...,...,...,...,67,...,18185,41723,...,137,...,207,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,188764
521CI,"Federal Reserve banks, credit intermediation, and related activities",...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,401,...,...,...,...,...,...,...,...,...,...,...,...,572065,44827,758,...,...,...,52681,...,5381,227,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,676343
523,"Securities, commodity contracts, and investments",...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14741,428504,2698,...,...,...,...,...,3022,149,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,449116
524,Insurance carriers and related activities,...,...,...,...,...,...,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1777,808226,...,...,0,...,462,6582,302,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,817356
525,"Funds, trusts, and other financial vehicles",...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,137216,...,...,...,...,74,10,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,137301
HS,Housing,...,...,...,...,...,...,10657,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1737735,...,...,...,13,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1748409
ORE,Other real estate,...,...,...,...,...,...,941,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,235,...,...,872332,...,...,90,115,...,...,...,...,...,...,...,...,...,0,56,...,72,...,...,...,...,...,...,...,873841
532RL,Rental and leasing services and lessors of intangible assets,...,...,...,...,...,...,107,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,87,...,...,...,1562,...,...,...,571,15,...,...,...,...,...,...,...,...,25,575,...,...,1778,311503,...,134,11,...,...,...,4,...,...,...,...,...,...,...,...,1705,...,...,...,...,...,...,...,318076
5411,Legal services,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,301736,246,141,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,302124
5415,Computer systems design and related services,...,...,...,...,...,...,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6261,...,...,...,2443,...,...,...,...,...,...,...,...,1692,...,148,26741,...,...,...,...,...,...,...,...,293756,2776,...,3446,...,1304,...,...,...,...,...,...,...,...,113,...,...,...,...,...,...,...,338689
5412OP,"Miscellaneous professional, scientific, and technical services",...,...,...,...,...,...,1076,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,551,...,...,...,0,...,...,...,3758,...,...,...,...,...,...,...,...,...,...,...,27,...,...,...,...,...,...,29,...,19430,1135454,...,1909,...,...,...,...,...,...,7,...,...,...,1101,...,...,...,...,...,...,...,1163343
55,Management of companies and enterprises,...,...,...,...,...,...,229,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9651,4993,544126,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,558999
561,Administrative and support services,...,...,...,...,...,...,704,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1966,...,...,...,...,...,...,...,998,...,...,...,...,...,...,...,...,...,...,...,...,...,...,71,...,...,717,29,...,6795,6261,...,670925,44,8,7,...,...,75,...,...,...,...,6,...,...,...,...,...,...,...,688605
562,Waste management and remediation services,...,...,176,...,...,...,34,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,158,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,71,...,65,96,...,...,85635,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1294,...,87529
61,Educational services,...,...,...,...,...,...,714,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,689,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5,...,...,267,141,...,3596,24305,...,...,...,259657,...,...,...,...,1166,...,12005,5230,11,...,...,...,...,...,...,...,307787
621,Ambulatory health care services,...,...,...,...,...,...,336,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8906,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4809,...,732,118,...,...,...,...,876473,...,279,...,...,...,...,224,...,...,...,...,...,...,...,...,891876
622,Hospitals,...,...,...,...,...,...,914,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2456,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1102,...,2157,4119,...,...,...,...,2835,704880,90,...,...,...,...,3290,...,...,...,...,...,...,...,...,721842
623,Nursing and residential care facilities,...,...,...,...,...,...,30,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,27,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,101,0,...,11,17,...,...,...,...,965,...,211959,361,...,...,...,612,...,...,...,...,...,...,...,...,214084
624,Social assistance,...,...,...,...,...,...,135,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,159,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,77,11,...,...,...,...,137,...,2579,162581,...,...,...,0,...,...,...,...,...,...,...,...,165677
711AS,"Performing arts, spectator sports, museums, and related activities",...,...,...,...,...,...,299,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1160,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3453,...,53,6315,...,...,...,33,...,...,...,...,131571,2531,3,2591,296,...,...,...,...,...,...,...,148304
713,"Amusements, gambling, and recreation industries",...,...,...,...,...,...,205,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2670,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,325,...,9,194,...,...,...,1617,...,...,...,...,214,109315,476,15591,955,...,...,...,...,...,...,...,131573
721,Accommodation,...,...,...,...,...,...,1210,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2264,...,...,...,...,...,...,...,...,...,...,280,...,...,...,...,...,7551,806,956,...,18,2,...,1,...,...,...,...,...,...,1121,26520,135585,34748,975,...,...,...,...,...,...,...,212037
722,Food services and drinking places,...,...,...,...,...,...,734,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3018,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,0,1,...,...,...,...,...,...,...,...,...,1050,170,621565,...,...,...,...,...,...,121,...,626659
81,"Other services, except government",...,...,...,...,...,...,385,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,575,...,...,...,5091,...,...,...,...,...,...,...,...,...,...,...,341,...,...,...,...,...,329,311,...,564,1022,...,0,...,4,...,...,...,40,...,...,...,4821,588589,...,...,...,...,...,...,...,602071
GFGD,Federal general government (defense),...,...,...,...,...,...,4,...,...,...,...,2,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41,...,14,...,...,...,...,...,...,...,...,2161,21315,...,...,...,229,...,1458,...,...,20,...,...,...,...,614409,...,...,...,...,...,...,639655
GFGN,Federal general government (nondefense),...,76,...,...,...,38,304,...,...,0,...,...,...,...,...,...,...,45,...,...,...,...,6,...,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,132,...,...,...,...,...,...,59,...,...,...,...,2455,13514,...,...,...,...,...,984,...,...,...,...,...,...,...,...,346870,329,...,...,...,3096,367914
GFE,Federal government enterprises,...,...,...,...,...,13856,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3500,...,...,...,...,...,...,...,...,...,113,...,...,...,...,-589,...,...,861,...,...,37,...,...,...,...,...,...,...,...,...,...,...,...,2353,0,...,...,70700,...,...,...,...,90830
GSLG,State and local general government,573,3344,...,439,...,1226,15978,216,...,...,...,...,...,...,...,...,...,1186,1699,...,1316,596,1541,...,99,...,...,...,...,...,...,...,...,...,...,...,...,...,...,507,1,...,2330,...,...,...,24525,...,...,...,...,4951,47010,...,9017,16327,92453,18925,167133,...,4050,3491,3059,9911,17260,1295,...,...,...,1560691,...,4674,...,2015823
GSLE,State and local government enterprises,...,...,...,...,...,98525,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2625,...,153,234,...,14040,...,11415,...,...,...,...,...,27,...,0,...,5464,21562,...,...,...,...,...,...,...,...,...,...,...,...,462,27199,...,...,2958,...,...,...,...,85614,...,...,270277
