"The Make of Commodities by Industries, Before Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Commodities,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other,
 339,Miscellaneous manufacturing,...,...,...,...,...,...,510,102,294,139,369,392,945,123,13,151,407,127818,...,189,5,167,686,93,1043,903,3121,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,212,5088,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,142768
 311FT,Food and beverage and tobacco products,...,...,...,...,...,...,52,...,...,...,...,...,...,...,...,...,...,...,648580,25,61,41,...,...,3262,19,5466,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,110,1908,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4,...,659527
 313TT,Textile mills and textile product mills,...,...,...,...,...,...,26,...,...,26,68,...,...,...,151,2,373,237,...,67510,258,112,66,...,5848,381,862,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41,281,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14,...,76255
 315AL,Apparel and leather and allied products,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,806,33718,...,...,...,...,...,1998,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,31,205,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,36759
 322,Paper products,...,...,...,...,...,...,61,71,64,56,108,...,20,...,...,0,45,275,...,322,...,154411,363,...,1046,1294,782,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,81,592,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,331,...,159920
 323,Printing and related support activities,...,...,...,...,...,...,4,...,...,...,50,...,129,...,...,...,...,271,...,126,19,951,69222,...,...,364,1155,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,198,25818,...,522,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,114,...,98944
 324,Petroleum and coal products,...,...,...,204,...,...,70,...,54,1118,...,6,...,...,...,...,...,...,...,20,...,21,...,432996,22235,20,740,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,38,859,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,458381
 325,Chemical products,...,...,...,20,...,...,69,10,41,241,106,310,1159,161,7,2,...,307,1659,...,...,180,6,10075,555808,2307,10118,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,639,26316,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,609540
 326,Plastics and rubber products,...,...,...,...,...,...,52,336,430,69,914,1165,302,257,507,65,234,680,...,446,...,1182,94,11,2537,184710,1653,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,79,1087,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,140,...,196950
 42,Wholesale trade,...,497,...,...,...,...,3302,...,...,...,3,371,72,...,21,18,12,729,944,...,...,...,...,...,...,...,1045168,...,...,...,...,...,...,...,...,...,53,569,127,...,...,...,...,...,...,...,...,...,...,8756,...,13598,1331,...,72,...,10,...,...,...,...,...,...,...,...,41145,...,...,...,...,...,...,...,1116798
 441,Motor vehicle and parts dealers,...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,135331,...,...,...,...,...,...,19,...,...,507,220,...,...,...,...,3271,...,164,...,...,...,1125,...,32,26,...,...,...,49,...,...,...,...,...,199,...,...,70442,...,...,...,...,...,...,...,211388
 445,Food and beverage stores,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,7636,...,...,...,...,...,...,...,...,...,153283,...,...,...,...,...,...,...,...,...,17,...,...,...,...,372,...,...,...,...,...,1477,...,10,13,...,66,...,...,...,...,...,...,...,35,...,11320,175,...,...,...,...,...,...,...,174404
 452,General merchandise stores,...,...,...,...,...,...,1504,...,...,...,...,...,...,...,...,...,...,...,2277,...,12,...,...,...,...,...,...,...,...,169969,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,147,...,0,94,...,10,...,...,...,...,...,...,...,...,...,2500,2944,...,...,...,...,...,...,...,179456
 4A0,Other retail,164,...,...,...,...,...,2633,...,...,...,...,...,...,...,...,...,...,1835,...,...,321,...,18,...,...,...,...,...,...,...,628906,...,...,...,...,...,...,2176,14,...,...,...,...,65,...,9,...,14,...,4788,...,1438,823,...,1476,...,145,343,...,...,...,...,145,...,10053,13084,...,...,...,...,...,...,...,668449
 481,Air transportation,...,...,...,...,...,...,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,133487,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,75,24,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,133590
 482,Rail transportation,...,...,...,...,...,...,578,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,51747,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,188,...,73,13,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,52599
 483,Water transportation,...,...,...,...,...,...,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,38203,...,...,...,879,...,...,...,...,...,...,...,...,...,...,...,18,...,0,2,...,...,...,...,...,...,...,...,...,146,...,...,...,...,...,...,...,...,...,...,39252
 484,Truck transportation,...,...,...,...,...,...,121,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,29,...,...,...,...,...,...,...,253260,...,...,1817,3326,...,...,...,...,...,...,...,...,...,...,99,...,94,148,...,...,768,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,259661
 485,Transit and ground passenger transportation,...,...,...,...,...,...,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6,...,...,...,22,...,...,...,...,36606,...,245,...,...,...,...,...,...,...,...,...,...,2,...,...,0,38,...,...,...,...,14,...,...,...,...,...,...,...,11,...,...,...,...,...,...,...,36949
 486,Pipeline transportation,...,...,...,...,...,457,17,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22442,...,...,...,...,...,...,...,...,...,...,...,...,...,...,30,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22953
 487OS,Other transportation and support activities,...,3,...,...,...,...,133,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,124,...,...,...,28,211,...,637,303,87,...,144213,4544,...,...,...,...,...,...,19,...,...,...,86,...,169,828,...,20,1,22,10,...,...,...,...,1,...,85,173,...,...,...,...,...,...,...,151696
 493,Warehousing and storage,...,...,...,...,...,...,18,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,184,...,...,...,1004,...,...,426,51410,...,...,...,...,...,...,...,...,...,...,3,...,52,62,...,...,0,...,...,...,...,...,...,...,...,...,4,...,...,...,...,...,...,...,53163
 511,"Publishing industries, except internet (includes software)",...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1484,...,...,...,548,...,...,...,208,...,...,...,...,...,...,...,...,184363,...,...,6707,...,...,...,...,...,...,21,...,13634,74635,...,667,...,894,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,283166
 512,Motion picture and sound recording industries,...,...,...,...,...,...,4,...,...,...,...,...,80,...,...,...,...,...,...,...,...,...,...,...,...,...,129,...,...,...,299,...,...,...,...,...,...,...,...,...,130511,...,...,...,...,...,...,...,81,70,...,134,155,...,...,...,...,...,...,...,...,...,46,...,...,...,...,...,...,...,...,...,...,131509
 513,Broadcasting and telecommunications,...,...,...,...,...,...,1208,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2993,...,...,...,801,...,...,...,...,...,...,...,...,0,257,521772,273,...,...,...,...,...,...,2572,...,5270,73666,...,...,...,1,...,...,...,...,...,...,...,...,1372,...,...,...,...,...,...,...,610185
 514,"Data processing, internet publishing, and other information services",...,...,...,...,...,...,39,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,171,...,...,...,105,...,...,...,...,...,...,...,...,3849,...,125,68369,...,...,...,...,...,...,52,...,13237,12156,...,107,...,153,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,98363
 521CI,"Federal Reserve banks, credit intermediation, and related activities",...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,548,...,...,...,...,...,...,...,...,...,...,...,...,608697,47754,398,...,...,...,47720,...,3407,327,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,708853
 523,"Securities, commodity contracts, and investments",...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,12780,365756,1913,...,...,...,...,...,2557,215,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,383229
 524,Insurance carriers and related activities,...,...,...,...,...,...,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1037,618708,...,...,240,...,295,5147,435,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,625869
 525,"Funds, trusts, and other financial vehicles",...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,89801,...,...,...,...,174,15,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,89995
HS,Housing Services,...,...,...,...,...,...,31830,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1319750,...,...,...,14,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1351601
ORE,Other Real Estate,...,...,...,...,...,...,597,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,136,...,...,893337,...,...,71,88,...,...,...,...,...,...,...,...,...,2,59,...,69,...,...,...,...,...,...,...,894360
 532RL,Rental and leasing services and lessors of intangible assets,...,...,...,...,...,...,70,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,102,...,...,...,2265,...,...,...,393,19,...,...,...,...,...,...,...,...,23,340,...,...,1132,242559,...,120,15,...,...,...,1,...,...,...,...,...,...,...,...,1105,...,...,...,...,...,...,...,248143
 5411,Legal services,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,268004,222,107,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,268332
 5415,Computer systems design and related services,...,...,...,...,...,...,11,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4632,...,...,...,272,...,...,...,...,...,...,...,...,1211,...,121,13406,...,...,...,...,...,...,...,...,180146,4689,...,2336,...,692,...,...,...,...,...,...,...,...,1121,...,...,...,...,...,...,...,208638
 5412OP,"Miscellaneous professional, scientific, and technical services",...,...,...,...,...,...,494,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,368,...,...,...,1,...,...,...,2400,...,...,...,...,...,...,...,...,...,...,...,31,...,...,...,...,...,...,12,...,17009,844299,...,1826,...,...,...,...,...,...,4,...,...,...,976,...,...,...,...,...,...,...,867422
 55,Management of companies and enterprises,...,...,...,...,...,...,150,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5617,3470,343967,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,353204
 561,Administrative and support services,...,...,...,...,...,...,622,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1888,...,...,...,...,...,...,...,1250,...,...,...,...,...,...,...,...,...,...,...,...,...,...,47,...,...,277,12,...,4633,5422,...,498854,146,4,5,...,...,37,...,...,...,...,3,...,...,...,...,...,...,...,513201
 562,Waste management and remediation services,...,...,102,...,...,...,21,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,122,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,58,...,11,100,...,...,64893,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,872,...,66178
 61,Educational services,...,...,...,...,...,...,399,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,597,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14,...,...,121,58,...,2644,18505,...,...,...,159265,...,...,...,...,593,...,6080,4713,12,...,...,...,...,...,...,...,193001
 621,Ambulatory health care services,...,...,...,...,...,...,481,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6454,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2724,...,301,171,...,...,...,...,634549,...,302,...,...,...,...,203,...,...,...,...,...,...,...,...,645185
 622,Hospitals,...,...,...,...,...,...,1038,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1475,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,635,...,1352,3545,...,...,...,...,5161,455236,444,...,...,...,...,1954,...,...,...,...,...,...,...,...,470840
 623,Nursing and residential care facilities,...,...,...,...,...,...,33,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,55,142,...,20,25,...,...,...,...,745,...,151894,195,...,...,...,373,...,...,...,...,...,...,...,...,153523
 624,Social assistance,...,...,...,...,...,...,77,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,237,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,54,20,...,...,...,...,129,...,1117,115804,...,...,...,56,...,...,...,...,...,...,...,...,117493
 711AS,"Performing arts, spectator sports, museums, and related activities",...,...,...,...,...,...,269,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1281,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3131,...,23,4107,...,...,...,35,...,...,...,...,93120,2279,2,1497,212,...,...,...,...,...,...,...,105956
 713,"Amusements, gambling, and recreation industries",...,...,...,...,...,...,285,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2040,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,205,...,6,130,...,...,...,1456,...,...,...,...,163,76043,331,12348,733,...,...,...,...,...,...,...,93741
 721,Accommodation,...,...,...,...,...,...,1063,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1811,...,...,...,...,...,...,...,...,...,...,124,...,...,...,...,...,6857,369,424,...,27,3,...,0,...,...,...,...,...,...,552,29657,109771,28211,433,...,...,...,...,...,...,...,179302
 722,Food services and drinking places,...,...,...,...,...,...,515,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2126,...,...,...,...,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,0,1,...,...,...,...,...,...,...,...,...,1160,359,462901,...,...,...,...,...,...,85,...,467147
 81,"Other services, except government",...,...,...,...,...,...,609,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,390,...,...,...,3336,...,...,...,...,...,...,...,...,...,...,...,187,...,...,...,...,...,175,290,...,505,1077,...,16,...,6,...,...,...,17,...,...,...,3547,486086,...,...,...,...,...,...,...,496240
GFGD,Federal general government (defense),...,...,...,...,...,...,5,...,...,...,...,2,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39,...,13,...,...,...,...,...,...,...,...,2050,15459,...,...,...,217,...,1379,...,...,19,...,...,...,...,475918,...,...,...,...,...,...,495103
GFGN,Federal general government (nondefense),...,212,...,...,...,108,232,...,...,1,...,...,...,...,...,...,...,126,...,...,...,...,17,...,14,...,...,...,...,...,...,...,...,...,...,...,...,...,...,372,...,...,...,...,...,...,165,...,...,...,...,2356,11635,...,...,...,...,...,2412,...,...,...,...,...,...,...,...,247523,923,...,...,...,1435,267532
 GFE,Federal government enterprises,...,...,...,...,...,10890,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2754,...,...,...,...,...,...,...,...,...,117,...,...,...,...,-343,...,...,674,...,...,38,...,...,...,...,...,...,...,...,...,...,...,...,2208,1,...,...,69567,...,...,...,...,85906
 GSLG,State and local general government,413,2409,...,316,...,883,15590,155,...,...,...,...,...,...,...,...,...,855,1224,...,948,429,1110,...,71,...,...,...,...,...,...,...,...,...,...,...,...,...,...,365,1,...,1679,...,...,...,17667,...,...,...,...,3623,39407,...,6495,11761,66600,18770,114096,...,2917,2515,2203,7140,13597,933,...,...,...,1256608,...,3367,...,1594146
 GSLE,State and local government enterprises,...,...,...,...,...,72543,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1814,...,108,192,...,10463,...,8493,...,...,...,...,...,36,...,3,...,4868,12653,...,...,...,...,...,...,...,...,...,...,...,...,459,22718,...,...,1694,...,...,...,...,60504,...,...,196548
