"The Make of Commodities by Industries, Before Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Commodities,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other,
 331,Primary metals,...,...,...,...,...,...,124,...,134,226130,1880,347,85,639,...,...,31,...,...,86,...,87,...,42,948,78,402,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,76,420,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,958,...,232465
 332,Fabricated metal products,...,...,...,...,...,...,911,316,167,3780,294894,4110,771,373,839,273,404,483,...,21,0,32,115,...,732,1892,2992,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,239,1235,...,...,...,...,...,...,...,...,...,...,...,...,39,...,...,...,...,...,889,...,315507
 333,Machinery,...,...,...,...,...,...,640,...,251,434,3542,300010,1529,1753,1287,471,109,794,112,...,...,50,...,...,931,741,4700,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,127,...,905,6120,...,...,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,483,...,324992
 334,Computer and electronic products,...,...,...,...,...,...,19,8,40,327,151,2031,358501,1006,109,2869,120,761,...,58,...,91,26,...,669,220,4708,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8850,32198,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,412762
 335,"Electrical equipment, appliances, and components",...,...,...,...,...,...,26,...,134,739,482,1892,1686,108550,135,36,6,148,...,...,...,31,...,13,135,58,1480,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,195,1439,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,117185
 3361MV,"Motor vehicles, bodies and trailers, and parts",...,...,...,...,...,...,340,...,54,796,1314,2679,1422,643,503618,358,59,37,...,51,...,...,...,...,274,645,1171,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,133,10048,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,812,...,524456
 3364OT,Other transportation equipment,...,...,...,...,...,...,365,...,...,9,948,3216,727,738,467,180062,...,...,...,30,...,...,...,...,526,399,916,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1892,22222,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,237,...,212753
 337,Furniture and related products,...,...,...,...,...,...,253,384,272,16,324,158,0,31,26,...,81390,261,...,130,8,54,3,...,96,310,1277,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,45,261,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,85302
 339,Miscellaneous manufacturing,...,...,...,...,...,...,626,78,70,131,334,394,949,169,13,177,447,134570,...,180,11,126,1237,60,995,922,3262,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,213,5412,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,150376
 311FT,Food and beverage and tobacco products,...,...,...,...,...,...,67,...,...,...,...,...,...,...,...,...,...,...,653712,11,81,52,...,...,3170,13,5499,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,118,1990,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5,...,664720
 313TT,Textile mills and textile product mills,...,...,...,...,...,...,33,...,...,14,38,...,...,...,100,2,196,252,...,63457,296,62,54,...,5236,251,718,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39,213,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14,...,70977
 315AL,Apparel and leather and allied products,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,448,31592,...,...,...,...,...,2313,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,31,157,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,34542
 322,Paper products,...,...,...,...,...,...,69,66,112,29,62,...,2,...,...,0,26,284,...,299,...,162112,382,...,970,1241,735,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,34,693,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,330,...,167444
 323,Printing and related support activities,...,...,...,...,...,...,4,...,...,...,35,...,194,...,...,...,...,268,...,160,37,846,69670,...,...,451,1335,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,217,27091,...,548,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,121,...,100978
 324,Petroleum and coal products,...,...,...,271,...,...,84,...,60,1169,...,5,...,...,...,...,...,...,...,14,...,26,...,502903,27230,16,759,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,37,887,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,533461
 325,Chemical products,...,...,...,16,...,...,88,8,38,235,72,242,1805,209,3,2,...,238,1770,...,...,153,7,8920,599712,2775,12381,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,629,29361,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,658662
 326,Plastics and rubber products,...,...,...,...,...,...,62,337,468,68,968,1087,343,239,418,55,271,699,...,576,...,1212,119,15,2000,196137,1676,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,144,1412,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,152,...,208457
 42,Wholesale trade,...,534,...,...,...,...,3984,...,...,...,3,385,83,...,10,18,8,365,493,...,...,...,...,...,...,...,1118180,...,...,...,...,...,...,...,...,...,61,702,146,...,...,...,...,...,...,...,...,...,...,9265,...,14076,1229,...,55,...,5,...,...,...,...,...,...,...,...,46936,...,...,...,...,...,...,...,1196537
 441,Motor vehicle and parts dealers,...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,139787,...,...,...,...,...,...,27,...,...,452,259,...,...,...,...,3315,...,211,...,...,...,1238,...,44,24,...,...,...,44,...,...,...,...,...,229,...,...,68344,...,...,...,...,...,...,...,213976
 445,Food and beverage stores,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,7998,...,...,...,...,...,...,...,...,...,161743,...,...,...,...,...,...,...,...,...,19,...,...,...,...,495,...,...,...,...,...,1811,...,13,12,...,68,...,...,...,...,...,...,...,26,...,11923,106,...,...,...,...,...,...,...,184214
 452,General merchandise stores,...,...,...,...,...,...,2293,...,...,...,...,...,...,...,...,...,...,...,2499,...,13,...,...,...,...,...,...,...,...,173752,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,170,...,0,102,...,11,...,...,...,...,...,...,...,...,...,2625,2866,...,...,...,...,...,...,...,184332
 4A0,Other retail,170,...,...,...,...,...,3367,...,...,...,...,...,...,...,...,...,...,2113,...,...,315,...,24,...,...,...,...,...,...,...,670845,...,...,...,...,...,...,2473,16,...,...,...,...,69,...,5,...,7,...,4522,...,1396,776,...,1540,...,159,355,...,...,...,...,141,...,10899,13416,...,...,...,...,...,...,...,712608
 481,Air transportation,...,...,...,...,...,...,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,144952,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,80,20,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,145059
 482,Rail transportation,...,...,...,...,...,...,887,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,58118,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,206,...,91,11,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,59312
 483,Water transportation,...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,40981,...,...,...,970,...,...,...,...,...,...,...,...,...,...,...,9,...,22,2,...,...,...,...,...,...,...,...,...,200,...,...,...,...,...,...,...,...,...,...,42190
 484,Truck transportation,...,...,...,...,...,...,203,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,16,...,...,...,...,...,...,...,269334,...,...,2009,3759,...,...,...,...,...,...,...,...,...,...,141,...,69,128,...,...,1087,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,276745
 485,Transit and ground passenger transportation,...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9,...,...,...,29,...,...,...,...,41871,...,275,...,...,...,...,...,...,...,...,...,...,3,...,...,0,32,...,...,...,...,16,...,...,...,...,...,...,...,7,...,...,...,...,...,...,...,42250
 486,Pipeline transportation,...,...,...,...,...,588,28,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,23729,...,...,...,...,...,...,...,...,...,...,...,...,...,...,24,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,24374
 487OS,Other transportation and support activities,...,2,...,...,...,...,176,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,94,...,...,...,20,234,...,889,355,108,...,158929,4702,...,...,...,...,...,...,27,...,...,...,86,...,150,520,...,23,2,12,8,...,...,...,...,0,...,81,174,...,...,...,...,...,...,...,166593
 493,Warehousing and storage,...,...,...,...,...,...,35,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,108,...,...,...,1165,...,...,296,59786,...,...,...,...,...,...,...,...,...,...,4,...,46,50,...,...,0,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,61491
 511,"Publishing industries, except internet (includes software)",...,...,...,...,...,...,12,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1422,...,...,...,595,...,...,...,186,...,...,...,...,...,...,...,...,192056,...,...,7423,...,...,...,...,...,...,21,...,13937,75429,...,667,...,897,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,292645
 512,Motion picture and sound recording industries,...,...,...,...,...,...,9,...,...,...,...,...,76,...,...,...,...,...,...,...,...,...,...,...,...,...,72,...,...,...,383,...,...,...,...,...,...,...,...,...,133163,...,...,...,...,...,...,...,94,79,...,162,167,...,...,...,...,...,...,...,...,...,54,...,...,...,...,...,...,...,...,...,...,134261
 513,Broadcasting and telecommunications,...,...,...,...,...,...,1683,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3237,...,...,...,986,...,...,...,...,...,...,...,...,0,297,534079,166,...,...,...,...,...,...,2874,...,5424,77172,...,...,...,1,...,...,...,...,...,...,...,...,1402,...,...,...,...,...,...,...,627320
 514,"Data processing, internet publishing, and other information services",...,...,...,...,...,...,52,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,197,...,...,...,101,...,...,...,...,...,...,...,...,4292,...,109,76915,...,...,...,...,...,...,51,...,12912,15928,...,105,...,154,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,110817
 521CI,"Federal Reserve banks, credit intermediation, and related activities",...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,532,...,...,...,...,...,...,...,...,...,...,...,...,622419,47233,564,...,...,...,53701,...,3903,141,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,728496
 523,"Securities, commodity contracts, and investments",...,...,...,...,...,...,14,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,18379,424399,2632,...,...,...,...,...,3015,93,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,448532
 524,Insurance carriers and related activities,...,...,...,...,...,...,9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1176,650547,...,...,125,...,289,5189,188,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,657522
 525,"Funds, trusts, and other financial vehicles",...,...,...,...,...,...,15,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,99691,...,...,...,...,164,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,99876
HS,Housing Services,...,...,...,...,...,...,35852,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1402521,...,...,...,20,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1438396
ORE,Other Real Estate,...,...,...,...,...,...,856,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,190,...,...,900154,...,...,90,90,...,...,...,...,...,...,...,...,...,1,60,...,71,...,...,...,...,...,...,...,901513
 532RL,Rental and leasing services and lessors of intangible assets,...,...,...,...,...,...,122,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,90,...,...,...,2375,...,...,...,452,17,...,...,...,...,...,...,...,...,26,468,...,...,1306,253149,...,77,7,...,...,...,2,...,...,...,...,...,...,...,...,1389,...,...,...,...,...,...,...,259479
 5411,Legal services,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,278775,228,118,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,279121
 5415,Computer systems design and related services,...,...,...,...,...,...,13,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4131,...,...,...,450,...,...,...,...,...,...,...,...,1164,...,114,15243,...,...,...,...,...,...,...,...,191812,5133,...,2306,...,783,...,...,...,...,...,...,...,...,643,...,...,...,...,...,...,...,221792
 5412OP,"Miscellaneous professional, scientific, and technical services",...,...,...,...,...,...,949,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,484,...,...,...,0,...,...,...,2340,...,...,...,...,...,...,...,...,...,...,...,30,...,...,...,...,...,...,16,...,18380,903774,...,2126,...,...,...,...,...,...,6,...,...,...,920,...,...,...,...,...,...,...,929024
 55,Management of companies and enterprises,...,...,...,...,...,...,217,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6272,3528,374441,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,384458
 561,Administrative and support services,...,...,...,...,...,...,1034,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1967,...,...,...,...,...,...,...,1234,...,...,...,...,...,...,...,...,...,...,...,...,...,...,48,...,...,390,17,...,4889,5581,...,533860,97,6,5,...,...,49,...,...,...,...,4,...,...,...,...,...,...,...,549182
 562,Waste management and remediation services,...,...,121,...,...,...,18,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,142,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,61,...,30,89,...,...,71294,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1043,...,72797
 61,Educational services,...,...,...,...,...,...,520,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,567,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9,...,...,162,83,...,2905,18965,...,...,...,174784,...,...,...,...,719,...,6265,4357,10,...,...,...,...,...,...,...,209346
 621,Ambulatory health care services,...,...,...,...,...,...,270,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6567,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3236,...,251,147,...,...,...,...,663393,...,247,...,...,...,...,192,...,...,...,...,...,...,...,...,674303
 622,Hospitals,...,...,...,...,...,...,772,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1664,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,733,...,1484,3442,...,...,...,...,3260,489248,269,...,...,...,...,2219,...,...,...,...,...,...,...,...,503090
 623,Nursing and residential care facilities,...,...,...,...,...,...,27,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,32,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,69,74,...,18,21,...,...,...,...,760,...,160273,268,...,...,...,428,...,...,...,...,...,...,...,...,161971
 624,Social assistance,...,...,...,...,...,...,65,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,173,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,56,14,...,...,...,...,118,...,1531,122807,...,...,...,30,...,...,...,...,...,...,...,...,124792
 711AS,"Performing arts, spectator sports, museums, and related activities",...,...,...,...,...,...,221,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1112,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3121,...,21,4678,...,...,...,31,...,...,...,...,102018,2607,2,1839,226,...,...,...,...,...,...,...,115876
 713,"Amusements, gambling, and recreation industries",...,...,...,...,...,...,198,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2160,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,246,...,14,137,...,...,...,1361,...,...,...,...,178,85554,372,12897,810,...,...,...,...,...,...,...,103926
 721,Accommodation,...,...,...,...,...,...,1785,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1916,...,...,...,...,...,...,...,...,...,...,185,...,...,...,...,...,7363,545,630,...,27,2,...,0,...,...,...,...,...,...,806,29406,116009,30115,643,...,...,...,...,...,...,...,189432
 722,Food services and drinking places,...,...,...,...,...,...,584,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2384,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,0,1,...,...,...,...,...,...,...,...,...,1039,260,488772,...,...,...,...,...,...,92,...,493132
 81,"Other services, except government",...,...,...,...,...,...,753,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,437,...,...,...,3903,...,...,...,...,...,...,...,...,...,...,...,251,...,...,...,...,...,242,287,...,475,989,...,8,...,5,...,...,...,25,...,...,...,3790,511091,...,...,...,...,...,...,...,522256
GFGD,Federal general government (defense),...,...,...,...,...,...,4,...,...,...,...,3,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,49,...,16,...,...,...,...,...,...,...,...,2101,17082,...,...,...,274,...,1741,...,...,24,...,...,...,...,500319,...,...,...,...,...,...,521615
GFGN,Federal general government (nondefense),...,151,...,...,...,77,246,...,...,1,...,...,...,...,...,...,...,90,...,...,...,...,12,...,10,...,...,...,...,...,...,...,...,...,...,...,...,...,...,265,...,...,...,...,...,...,118,...,...,...,...,2395,11687,...,...,...,...,...,1477,...,...,...,...,...,...,...,...,263621,658,...,...,...,1558,282367
 GFE,Federal government enterprises,...,...,...,...,...,12123,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3182,...,...,...,...,...,...,...,...,...,121,...,...,...,...,-187,...,...,688,...,...,43,...,...,...,...,...,...,...,...,...,...,...,...,2318,1,...,...,74304,...,...,...,...,92593
 GSLG,State and local general government,441,2573,...,338,...,944,16573,166,...,...,...,...,...,...,...,...,...,913,1307,...,1013,458,1186,...,76,...,...,...,...,...,...,...,...,...,...,...,...,...,...,390,1,...,1793,...,...,...,18872,...,...,...,...,3990,40494,...,6938,12564,71142,20050,121999,...,3116,2686,2354,7627,14524,997,...,...,...,1325906,...,3597,...,1685029
 GSLE,State and local government enterprises,...,...,...,...,...,79038,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1933,...,118,200,...,11158,...,9086,...,...,...,...,...,27,...,3,...,5203,13939,...,...,...,...,...,...,...,...,...,...,...,...,463,24740,...,...,1828,...,...,...,...,64270,...,...,212006
