"The Make of Commodities by Industries, Before Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Commodities,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other,
 335,"Electrical equipment, appliances, and components",...,...,...,...,...,...,22,...,115,738,565,981,1250,118742,115,88,4,106,...,...,...,12,...,1,23,49,1647,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,284,1699,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,126439
 3361MV,"Motor vehicles, bodies and trailers, and parts",...,...,...,...,...,...,259,...,23,49,715,1496,426,280,407197,301,18,20,...,29,...,...,...,...,19,131,1191,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,287,7785,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,917,...,421143
 3364OT,Other transportation equipment,...,...,...,...,...,...,354,...,...,4,923,3235,1426,725,869,231362,...,...,...,7,...,...,...,...,19,65,919,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2622,27901,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,273,...,270702
 337,Furniture and related products,...,...,...,...,...,...,235,460,201,6,413,151,0,8,16,...,73200,331,...,93,16,21,3,...,20,210,1441,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,58,315,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,77196
 339,Miscellaneous manufacturing,...,...,...,...,...,...,769,89,31,90,276,374,890,59,18,255,374,141826,...,183,55,144,168,4,589,570,3801,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,328,7401,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,158294
 311FT,Food and beverage and tobacco products,...,...,...,...,...,...,60,...,...,...,...,...,...,...,...,...,...,...,763772,0,127,687,...,...,2585,2,6506,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,97,1648,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,775486
 313TT,Textile mills and textile product mills,...,...,...,...,...,...,30,...,...,6,26,...,...,...,157,6,72,220,...,51917,614,23,81,...,3003,205,702,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,28,274,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5,...,57369
 315AL,Apparel and leather and allied products,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,17,18909,...,...,...,...,...,2494,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,32,199,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,21651
 322,Paper products,...,...,...,...,...,...,68,105,232,20,104,...,53,...,...,0,4,214,...,293,...,171355,686,...,564,1748,724,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,97,421,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,363,...,177053
 323,Printing and related support activities,...,...,...,...,...,...,3,...,...,...,17,...,108,...,...,...,...,420,...,166,589,310,68460,...,...,373,1151,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,208,26463,...,806,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,180,...,99255
 324,Petroleum and coal products,...,...,...,293,...,...,83,...,117,2298,...,62,...,...,...,...,...,...,...,0,...,16,...,683084,43323,4,1500,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,44,782,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,731606
 325,Chemical products,...,...,...,9,...,...,76,16,54,312,379,507,1205,322,1,7,...,368,5789,...,...,273,13,1010,666594,5472,15997,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,788,36415,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,735610
 326,Plastics and rubber products,...,...,...,...,...,...,52,422,256,56,1167,1028,356,206,1782,84,229,535,...,732,...,983,180,60,663,185373,1927,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,155,1102,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,68,...,197415
 42,Wholesale trade,...,763,...,...,...,...,4037,...,...,...,2,353,715,...,80,18,3,1658,3714,...,...,...,...,...,...,...,1217379,...,...,...,...,...,...,...,...,...,89,907,184,...,...,...,...,...,...,...,...,...,...,9754,...,16287,1290,...,40,...,0,...,...,...,...,...,...,...,...,54162,...,...,...,...,...,...,...,1311435
 441,Motor vehicle and parts dealers,...,...,...,...,...,...,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,117313,...,...,...,...,...,...,39,...,...,449,309,...,...,...,...,2816,...,217,...,...,...,1321,...,34,24,...,...,...,41,...,...,...,...,...,251,...,...,64369,...,...,...,...,...,...,...,187191
 445,Food and beverage stores,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,8706,...,...,...,...,...,...,...,...,...,169850,...,...,...,...,...,...,...,...,...,24,...,...,...,...,651,...,...,...,...,...,1950,...,5,12,...,73,...,...,...,...,...,...,...,16,...,12956,33,...,...,...,...,...,...,...,194278
 452,General merchandise stores,...,...,...,...,...,...,1898,...,...,...,...,...,...,...,...,...,...,...,2959,...,12,...,...,...,...,...,...,...,...,189152,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,182,...,0,117,...,11,...,...,...,...,...,...,...,...,...,2841,2915,...,...,...,...,...,...,...,200087
 4A0,Other retail,155,...,...,...,...,...,3364,...,...,...,...,...,...,...,...,...,...,2262,...,...,299,...,28,...,...,...,...,...,...,...,655933,...,...,...,...,...,...,2865,18,...,...,...,...,77,...,1,...,0,...,3988,...,1364,805,...,1641,...,187,407,...,...,...,...,125,...,12182,13466,...,...,...,...,...,...,...,699166
 481,Air transportation,...,...,...,...,...,...,17,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,164825,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,162,15,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,165019
 482,Rail transportation,...,...,...,...,...,...,1235,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,67841,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,326,...,93,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,69503
 483,Water transportation,...,...,...,...,...,...,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,53273,...,...,...,1185,...,...,...,...,...,...,...,...,...,...,...,0,...,7,1,...,...,...,...,...,...,...,...,...,263,...,...,...,...,...,...,...,...,...,...,54733
 484,Truck transportation,...,...,...,...,...,...,211,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,279384,...,...,2129,4063,...,...,...,...,...,...,...,...,...,...,183,...,86,103,...,...,1435,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,287597
 485,Transit and ground passenger transportation,...,...,...,...,...,...,10,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11,...,...,...,36,...,...,...,...,44923,...,309,...,...,...,...,...,...,...,...,...,...,4,...,...,0,24,...,...,...,...,18,...,...,...,...,...,...,...,3,...,...,...,...,...,...,...,45339
 486,Pipeline transportation,...,...,...,...,...,854,36,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,28470,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,29378
 487OS,Other transportation and support activities,...,0,...,...,...,...,210,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42,...,...,...,12,283,...,1181,407,144,...,175371,4913,...,...,...,...,...,...,36,...,...,...,87,...,148,149,...,26,2,0,5,...,...,...,...,0,...,86,178,...,...,...,...,...,...,...,183282
 493,Warehousing and storage,...,...,...,...,...,...,40,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8,...,...,...,1380,...,...,139,71307,...,...,...,...,...,...,...,...,...,...,6,...,118,35,...,...,0,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,73034
 511,"Publishing industries, except internet (includes software)",...,...,...,...,...,...,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1261,...,...,...,683,...,...,...,170,...,...,...,...,...,...,...,...,207900,...,...,8460,...,...,...,...,...,...,20,...,14829,73224,...,638,...,953,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,308145
 512,Motion picture and sound recording industries,...,...,...,...,...,...,18,...,...,...,...,...,69,...,...,...,...,...,...,...,...,...,...,...,...,...,10,...,...,...,463,...,...,...,...,...,...,...,...,...,131443,...,...,...,...,...,...,...,99,89,...,255,175,...,...,...,...,...,...,...,...,...,62,...,...,...,...,...,...,...,...,...,...,132683
 513,Broadcasting and telecommunications,...,...,...,...,...,...,2245,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3577,...,...,...,1163,...,...,...,...,...,...,...,...,0,346,572688,0,...,...,...,...,...,...,3381,...,4185,80092,...,...,...,0,...,...,...,...,...,...,...,...,1530,...,...,...,...,...,...,...,669207
 514,"Data processing, internet publishing, and other information services",...,...,...,...,...,...,74,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,225,...,...,...,95,...,...,...,...,...,...,...,...,5016,...,88,88426,...,...,...,...,...,...,50,...,13129,25316,...,103,...,156,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,132678
 521CI,"Federal Reserve banks, credit intermediation, and related activities",...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,484,...,...,...,...,...,...,...,...,...,...,...,...,614205,41732,667,...,...,...,55340,...,4163,120,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,716711
 523,"Securities, commodity contracts, and investments",...,...,...,...,...,...,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,12683,415130,1692,...,...,...,...,...,3088,79,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,432677
 524,Insurance carriers and related activities,...,...,...,...,...,...,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1375,702895,...,...,0,...,298,5623,159,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,710354
 525,"Funds, trusts, and other financial vehicles",...,...,...,...,...,...,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,119915,...,...,...,...,215,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,120140
HS,Housing Services,...,...,...,...,...,...,24457,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1528905,...,...,...,13,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1553377
ORE,Other Real Estate,...,...,...,...,...,...,953,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,251,...,...,792247,...,...,107,109,...,...,...,...,...,...,...,...,...,0,57,...,78,...,...,...,...,...,...,...,793803
 532RL,Rental and leasing services and lessors of intangible assets,...,...,...,...,...,...,62,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,70,...,...,...,2264,...,...,...,489,14,...,...,...,...,...,...,...,...,23,576,...,...,1450,281112,...,123,6,...,...,...,3,...,...,...,...,...,...,...,...,1585,...,...,...,...,...,...,...,287777
 5411,Legal services,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,287284,271,135,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,287690
 5415,Computer systems design and related services,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4404,...,...,...,1711,...,...,...,...,...,...,...,...,1258,...,121,20912,...,...,...,...,...,...,...,...,233470,5911,...,2601,...,1013,...,...,...,...,...,...,...,...,95,...,...,...,...,...,...,...,271499
 5412OP,"Miscellaneous professional, scientific, and technical services",...,...,...,...,...,...,552,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,594,...,...,...,0,...,...,...,2712,...,...,...,...,...,...,...,...,...,...,...,30,...,...,...,...,...,...,23,...,20772,1030152,...,1474,...,...,...,...,...,...,7,...,...,...,904,...,...,...,...,...,...,...,1057220
 55,Management of companies and enterprises,...,...,...,...,...,...,80,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7457,4050,427752,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,439339
 561,Administrative and support services,...,...,...,...,...,...,1985,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2101,...,...,...,...,...,...,...,1296,...,...,...,...,...,...,...,...,...,...,...,...,...,...,50,...,...,551,25,...,5564,5764,...,584995,40,8,6,...,...,62,...,...,...,...,6,...,...,...,...,...,...,...,602451
 562,Waste management and remediation services,...,...,164,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,146,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,65,...,39,77,...,...,77863,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1425,...,79782
 61,Educational services,...,...,...,...,...,...,886,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,568,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4,...,...,221,118,...,3194,20809,...,...,...,205434,...,...,...,...,919,...,7299,4960,9,...,...,...,...,...,...,...,244421
 621,Ambulatory health care services,...,...,...,...,...,...,590,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7166,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4057,...,479,171,...,...,...,...,738032,...,212,...,...,...,...,192,...,...,...,...,...,...,...,...,750899
 622,Hospitals,...,...,...,...,...,...,1612,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1946,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,879,...,1535,3757,...,...,...,...,2252,551609,71,...,...,...,...,2620,...,...,...,...,...,...,...,...,566280
 623,Nursing and residential care facilities,...,...,...,...,...,...,24,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,89,0,...,14,25,...,...,...,...,784,...,178916,339,...,...,...,527,...,...,...,...,...,...,...,...,180743
 624,Social assistance,...,...,...,...,...,...,201,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,136,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39,25,...,...,...,...,114,...,2165,140769,...,...,...,0,...,...,...,...,...,...,...,...,143448
 711AS,"Performing arts, spectator sports, museums, and related activities",...,...,...,...,...,...,469,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1016,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3066,...,21,5610,...,...,...,30,...,...,...,...,116495,2614,2,2257,259,...,...,...,...,...,...,...,131839
 713,"Amusements, gambling, and recreation industries",...,...,...,...,...,...,337,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2333,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,295,...,28,158,...,...,...,1345,...,...,...,...,186,95054,421,13808,877,...,...,...,...,...,...,...,114843
 721,Accommodation,...,...,...,...,...,...,1172,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2021,...,...,...,...,...,...,...,...,...,...,256,...,...,...,...,...,7884,743,870,...,26,4,...,0,...,...,...,...,...,...,1071,29100,121815,31796,889,...,...,...,...,...,...,...,197649
 722,Food services and drinking places,...,...,...,...,...,...,477,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2650,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,7,2,...,...,...,...,...,...,...,...,...,887,144,521034,...,...,...,...,...,...,101,...,525302
 81,"Other services, except government",...,...,...,...,...,...,802,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,521,...,...,...,4569,...,...,...,...,...,...,...,...,...,...,...,313,...,...,...,...,...,314,287,...,473,895,...,0,...,3,...,...,...,35,...,...,...,4268,539139,...,...,...,...,...,...,...,551619
GFGD,Federal general government (defense),...,...,...,...,...,...,4,...,...,...,...,2,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42,...,14,...,...,...,...,...,...,...,...,2159,19102,...,...,...,236,...,1500,...,...,21,...,...,...,...,582787,...,...,...,...,...,...,605869
GFGN,Federal general government (nondefense),...,177,...,...,...,90,382,...,...,1,...,...,...,...,...,...,...,105,...,...,...,...,14,...,12,...,...,...,...,...,...,...,...,...,...,...,...,...,...,310,...,...,...,...,...,...,138,...,...,...,...,2517,11797,...,...,...,...,...,1421,...,...,...,...,...,...,...,...,297035,770,...,...,...,1975,316744
 GFE,Federal government enterprises,...,...,...,...,...,13588,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3559,...,...,...,...,...,...,...,...,...,121,...,...,...,...,267,...,...,736,...,...,46,...,...,...,...,...,...,...,...,...,...,...,...,2402,1,...,...,77688,...,...,...,...,98408
 GSLG,State and local general government,483,2819,...,370,...,1034,18600,182,...,...,...,...,...,...,...,...,...,1000,1432,...,1110,502,1299,...,83,...,...,...,...,...,...,...,...,...,...,...,...,...,...,428,1,...,1965,...,...,...,20675,...,...,...,...,4358,41039,...,7601,13764,76840,21086,136076,...,3414,2943,2578,8355,15912,1092,...,...,...,1488743,...,3941,...,1879725
 GSLE,State and local government enterprises,...,...,...,...,...,87862,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2184,...,136,210,...,12501,...,10025,...,...,...,...,...,18,...,3,...,5637,17208,...,...,...,...,...,...,...,...,...,...,...,...,426,26129,...,...,2109,...,...,...,...,70719,...,...,235167
