"The Make of Commodities by Industries, Before Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Commodities,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other,
 334,Computer and electronic products,...,...,...,...,...,...,68,9,126,223,384,1375,477658,1985,607,1836,378,1358,...,309,...,322,248,...,1731,712,7783,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5366,25399,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6,...,527883
 335,"Electrical equipment, appliances, and components",...,...,...,...,...,...,81,...,90,2780,1240,1198,2423,109263,1037,214,20,149,...,...,...,80,...,132,529,115,1570,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,151,1484,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,17,...,122572
 3361MV,"Motor vehicles, bodies and trailers, and parts",...,...,...,...,...,...,454,...,53,406,1144,1618,3508,304,463004,195,17,3,...,4,...,...,...,...,168,453,1121,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,124,9105,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,461,...,482142
 3364OT,Other transportation equipment,...,...,...,...,...,...,502,...,...,2,586,3224,990,791,234,141606,...,...,...,124,...,...,...,...,231,218,463,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,823,12363,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,58,...,162215
 337,Furniture and related products,...,...,...,...,...,...,271,396,93,5,471,116,0,60,122,...,71026,39,...,113,2,158,0,...,426,402,907,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,62,229,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,74899
 339,Miscellaneous manufacturing,...,...,...,...,...,...,711,71,231,441,890,373,312,64,18,57,416,101860,...,323,123,135,106,175,955,872,2091,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,289,5832,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,18,...,116363
 311FT,Food and beverage and tobacco products,...,...,...,...,...,...,89,...,...,...,...,...,...,...,...,...,...,...,538850,121,389,24,...,...,4169,64,6725,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,141,1552,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,552124
 313TT,Textile mills and textile product mills,...,...,...,...,...,...,40,...,...,47,93,...,...,...,811,0,296,101,...,76415,583,94,24,...,5249,372,889,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42,185,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,43,...,85284
 315AL,Apparel and leather and allied products,...,...,...,...,...,...,4,...,...,...,...,...,...,...,...,...,...,...,...,1479,63040,...,...,...,...,...,3119,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,27,137,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,...,67809
 322,Paper products,...,...,...,...,...,...,109,76,11,106,182,...,24,...,...,0,65,302,...,836,...,156878,363,...,1271,1738,686,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,79,515,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,349,...,163590
 323,Printing and related support activities,...,...,...,...,...,...,25,...,...,...,22,...,124,...,...,...,...,343,...,85,134,797,74422,...,...,241,1115,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,221,29703,...,346,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,64,...,107642
 324,Petroleum and coal products,...,...,...,193,...,...,75,...,107,379,...,11,...,...,...,...,...,...,...,50,...,15,...,217438,11294,52,201,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6,884,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,230706
 325,Chemical products,...,...,...,227,...,...,158,30,29,116,421,313,1827,105,60,0,...,400,777,...,...,149,4,10044,409864,2665,7491,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,635,17422,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,452737
 326,Plastics and rubber products,...,...,...,...,...,...,104,102,68,1184,687,984,241,284,866,122,187,598,...,604,...,1136,83,0,3204,163128,1913,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,125,1078,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,328,...,177026
 42,Wholesale trade,...,402,...,...,...,...,2543,...,...,...,5,379,52,...,92,18,22,1614,3564,...,...,...,...,...,...,...,815188,...,...,...,...,...,...,...,...,...,25,522,80,...,...,...,...,...,...,...,...,...,...,11459,...,14295,1209,...,114,...,21,...,...,...,...,...,...,...,...,32680,...,...,...,...,...,...,...,884284
 441,Motor vehicle and parts dealers,...,...,...,...,...,...,11,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,121548,...,...,...,...,...,...,2,...,...,435,138,...,...,...,...,2786,...,20,...,...,...,1097,...,25,36,...,...,...,46,...,...,...,...,...,160,...,...,67975,...,...,...,...,...,...,...,194278
 445,Food and beverage stores,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,6165,...,...,...,...,...,...,...,...,...,125803,...,...,...,...,...,...,...,...,...,10,...,...,...,...,41,...,...,...,...,...,856,...,11,18,...,70,...,...,...,...,...,...,...,58,...,7348,330,...,...,...,...,...,...,...,140712
 452,General merchandise stores,...,...,...,...,...,...,1118,...,...,...,...,...,...,...,...,...,...,...,1013,...,6,...,...,...,...,...,...,...,...,126526,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,152,...,91,290,...,32,...,...,...,...,...,...,...,...,...,2036,3374,...,...,...,...,...,...,...,134638
 4A0,Other retail,188,...,...,...,...,...,1205,...,...,...,...,...,...,...,...,...,...,1156,...,...,283,...,62,...,...,...,...,...,...,...,489290,...,...,...,...,...,...,1320,11,...,...,...,...,467,...,14,...,38,...,5929,...,1486,971,...,1549,...,118,300,...,...,...,...,202,...,7011,11579,...,...,...,...,...,...,...,523178
 481,Air transportation,...,...,...,...,...,...,67,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,123477,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,91,33,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,123668
 482,Rail transportation,...,...,...,...,...,...,430,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39426,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,202,...,23,18,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,40099
 483,Water transportation,...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,27071,...,...,...,464,...,...,...,...,...,...,...,...,...,...,...,32,...,11,3,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,27590
 484,Truck transportation,...,...,...,...,...,...,81,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,53,...,...,...,...,...,...,...,197313,...,...,1260,2304,...,...,...,...,...,...,...,...,...,...,0,...,58,172,...,...,38,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,201280
 485,Transit and ground passenger transportation,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,...,4,...,...,...,...,25607,...,191,...,...,...,...,...,...,...,...,...,...,0,...,...,2,52,...,...,...,...,9,...,...,...,...,...,...,...,19,...,...,...,...,...,...,...,25888
 486,Pipeline transportation,...,...,...,...,...,1504,21,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,21668,...,...,...,...,...,...,...,...,...,...,...,...,...,...,13,9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,23215
 487OS,Other transportation and support activities,...,5,...,...,...,...,148,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,189,...,...,...,44,150,...,69,164,36,...,108247,3455,...,...,...,...,...,...,0,...,...,...,82,...,106,2306,...,11,0,40,14,...,...,...,...,2,...,99,98,...,...,...,...,...,...,...,115265
 493,Warehousing and storage,...,...,...,...,...,...,84,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,347,...,...,...,723,...,...,685,31847,...,...,...,...,...,...,...,...,...,...,0,...,64,88,...,...,1,...,...,...,...,...,...,...,...,...,8,...,...,...,...,...,...,...,33847
 511,"Publishing industries, except internet (includes software)",...,...,...,...,...,...,9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1737,...,...,...,513,...,...,...,308,...,...,...,...,...,...,...,...,166293,...,...,4577,...,...,...,...,...,...,23,...,11556,67180,...,715,...,1282,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,254194
 512,Motion picture and sound recording industries,...,...,...,...,...,...,7,...,...,...,...,...,106,...,...,...,...,...,...,...,...,...,...,...,...,...,222,...,...,...,100,...,...,...,...,...,...,...,...,...,109528,...,...,...,...,...,...,...,52,41,...,145,109,...,...,...,...,...,...,...,...,...,20,...,...,...,...,...,...,...,...,...,...,110329
 513,Broadcasting and telecommunications,...,...,...,...,...,...,1374,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2472,...,...,...,319,...,...,...,...,...,...,...,...,0,457,481928,315,...,...,...,...,...,...,2340,...,5489,65095,...,...,...,5,...,...,...,...,...,...,...,...,2929,...,...,...,...,...,...,...,562723
 514,"Data processing, internet publishing, and other information services",...,...,...,...,...,...,40,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,120,...,...,...,119,...,...,...,...,...,...,...,...,2335,...,137,51722,...,...,...,...,...,...,56,...,11384,7541,...,117,...,123,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,73694
 521CI,"Federal Reserve banks, credit intermediation, and related activities",...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,557,...,...,...,...,...,...,...,...,...,...,...,...,461064,34655,0,...,...,...,63296,...,3096,397,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,563071
 523,"Securities, commodity contracts, and investments",...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8729,345592,703,...,...,...,...,...,1822,261,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,357110
 524,Insurance carriers and related activities,...,...,...,...,...,...,11,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,425,432617,...,...,604,...,156,4481,528,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,438821
 525,"Funds, trusts, and other financial vehicles",...,...,...,...,...,...,11,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,91372,...,...,...,...,57,18,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,91458
HS,Housing Services,...,...,...,...,...,...,23150,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,999558,...,...,...,16,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1022733
ORE,Other Real Estate,...,...,...,...,...,...,205,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,...,482906,...,...,77,40,...,...,...,...,...,...,...,...,...,4,56,...,839,...,...,...,...,...,...,...,484127
 532RL,Rental and leasing services and lessors of intangible assets,...,...,...,...,...,...,145,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,136,...,...,...,2156,...,...,...,232,21,...,...,...,...,...,...,...,...,6,0,...,...,772,203705,...,107,18,...,...,...,0,...,...,...,...,...,...,...,...,890,...,...,...,...,...,...,...,208189
 5411,Legal services,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,191597,217,96,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,191910
 5415,Computer systems design and related services,...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7163,...,...,...,439,...,...,...,...,...,...,...,...,1496,...,169,10707,...,...,...,...,...,...,...,...,176398,3545,...,2937,...,620,...,...,...,...,...,...,...,...,3189,...,...,...,...,...,...,...,206670
 5412OP,"Miscellaneous professional, scientific, and technical services",...,...,...,...,...,...,848,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22,...,...,...,1,...,...,...,2027,...,...,...,...,...,...,...,...,...,...,...,27,...,...,...,...,...,...,0,...,11012,667804,...,865,...,...,...,...,...,...,0,...,...,...,988,...,...,...,...,...,...,...,683593
 55,Management of companies and enterprises,...,...,...,...,...,...,191,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4706,4038,251519,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,260454
 561,Administrative and support services,...,...,...,...,...,...,940,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1827,...,...,...,...,...,...,...,1208,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42,...,...,0,0,...,3722,4773,...,410412,236,0,4,...,...,14,...,...,...,...,0,...,...,...,...,...,...,...,423179
 562,Waste management and remediation services,...,...,140,...,...,...,30,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,82,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,57,...,9,104,...,...,50884,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1031,...,52337
 61,Educational services,...,...,...,...,...,...,491,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,632,...,...,...,...,...,...,...,...,...,...,...,...,...,...,20,...,...,20,0,...,1460,12982,...,...,...,118315,...,...,...,...,358,...,4175,5532,14,...,...,...,...,...,...,...,143999
 621,Ambulatory health care services,...,...,...,...,...,...,261,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4534,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,993,...,181,132,...,...,...,...,447138,...,347,...,...,...,...,143,...,...,...,...,...,...,...,...,453729
 622,Hospitals,...,...,...,...,...,...,509,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,856,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,302,...,1015,2490,...,...,...,...,5214,308671,687,...,...,...,...,1166,...,...,...,...,...,...,...,...,320908
 623,Nursing and residential care facilities,...,...,...,...,...,...,54,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,19,231,...,26,19,...,...,...,...,616,...,109965,10,...,...,...,220,...,...,...,...,...,...,...,...,111202
 624,Social assistance,...,...,...,...,...,...,150,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,310,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,56,20,...,...,...,...,129,...,154,82932,...,...,...,164,...,...,...,...,...,...,...,...,83915
 711AS,"Performing arts, spectator sports, museums, and related activities",...,...,...,...,...,...,212,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1256,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3128,...,55,2947,...,...,...,41,...,...,...,...,65259,1246,1,795,151,...,...,...,...,...,...,...,75091
 713,"Amusements, gambling, and recreation industries",...,...,...,...,...,...,271,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1579,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,104,...,10,105,...,...,...,2060,...,...,...,...,146,58581,287,10667,540,...,...,...,...,...,...,...,74350
 721,Accommodation,...,...,...,...,...,...,1125,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1433,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,5776,0,0,...,6,3,...,0,...,...,...,...,...,...,0,21690,96467,24421,0,...,...,...,...,...,...,...,150921
 722,Food services and drinking places,...,...,...,...,...,...,659,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1318,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,2,1,...,...,...,...,...,...,...,...,...,1165,566,358655,...,...,...,...,...,...,83,...,362453
 81,"Other services, except government",...,...,...,...,...,...,823,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,279,...,...,...,2052,...,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,0,360,...,514,1368,...,34,...,8,...,...,...,0,...,...,...,2574,415635,...,...,...,...,...,...,...,423648
GFGD,Federal general government (defense),...,...,...,...,...,...,8,...,...,...,...,1,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,23,...,8,...,...,...,...,...,...,...,...,1126,10314,...,...,...,126,...,800,...,...,11,...,...,...,...,308297,...,...,...,...,...,...,320714
GFGN,Federal general government (nondefense),...,177,...,...,...,90,200,...,...,1,...,...,...,...,...,...,...,106,...,...,...,...,14,...,12,...,...,...,...,...,...,...,...,...,...,...,...,...,...,310,...,...,...,...,...,...,138,...,...,...,...,1899,9115,...,...,...,...,...,2303,...,...,...,...,...,...,...,...,166760,771,...,...,...,691,182587
 GFE,Federal government enterprises,...,...,...,...,...,9514,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1629,...,...,...,...,...,...,...,...,...,103,...,...,...,...,423,...,...,757,...,...,24,...,...,...,...,...,...,...,...,...,...,...,...,1870,1,...,...,65951,...,...,...,...,80273
 GSLG,State and local general government,314,1833,...,241,...,672,12176,118,...,...,...,...,...,...,...,...,...,650,931,...,721,327,845,...,54,...,...,...,...,...,...,...,...,...,...,...,...,...,...,278,1,...,1278,...,...,...,13444,...,...,...,...,2688,28841,...,4943,8950,53680,14283,82434,...,2220,1914,1677,5433,10347,710,...,...,...,969117,...,2562,...,1223681
 GSLE,State and local government enterprises,...,...,...,...,...,58051,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1373,...,85,129,...,8438,...,6443,...,...,...,...,...,67,...,1,...,4187,9229,...,...,...,...,...,...,...,...,...,...,...,...,468,10796,...,...,1368,...,...,...,...,46305,...,...,146939
