IOCode,Name,Farms,"Forestry, fishing, and related activities",Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Housing Services,Other Real Estate,Rental and leasing services and lessors of intangible assets,Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and support services,Waste management and remediation services,Educational services,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation,Food services and drinking places,"Other services, except government",Federal general government (defense),Federal general government (nondefense),Federal government enterprises,State and local general government,State and local government enterprises,"Scrap, used and secondhand goods /1/",Noncomparable imports and rest-of-the-world adjustment /2/
 3364OT,Other transportation equipment,...,...,...,...,...,...,467,...,...,2,691,2654,1158,357,264,165700,...,...,...,613,...,...,...,...,24,154,445,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,471,11608,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,32,...
 337,Furniture and related products,...,...,...,...,...,...,342,505,76,5,350,111,0,43,104,...,66351,44,...,186,2,126,0,...,66,175,837,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,43,249,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
 339,Miscellaneous manufacturing,...,...,...,...,...,...,620,91,179,297,518,429,251,33,24,164,425,92760,...,340,350,117,124,32,612,618,2043,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,177,5401,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,57,...
 311FT,Food and beverage and tobacco products,...,...,...,...,...,...,119,...,...,...,...,...,...,...,...,...,...,...,519460,31,216,7,...,...,1984,20,6304,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,87,1640,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...
 313TT,Textile mills and textile product mills,...,...,...,...,...,...,55,...,...,30,112,...,...,...,534,0,202,54,...,81549,224,63,16,...,4272,257,866,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42,198,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,75,...
 315AL,Apparel and leather and allied products,...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,...,1060,69394,...,...,...,...,...,2965,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,32,148,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7,...
 322,Paper products,...,...,...,...,...,...,156,153,3,185,173,...,46,...,...,0,69,340,...,548,...,147585,516,...,368,1328,638,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,53,574,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,264,...
 323,Printing and related support activities,...,...,...,...,...,...,59,...,...,...,15,...,52,...,...,...,...,365,...,87,40,484,71543,...,...,108,1094,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,136,26975,...,610,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,66,...
 324,Petroleum and coal products,...,...,...,160,...,...,86,...,137,346,...,64,...,...,...,...,...,...,...,52,...,33,...,124632,8619,68,156,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,936,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
 325,Chemical products,...,...,...,120,...,...,235,105,216,121,328,977,1435,104,88,0,...,545,1574,...,...,314,9,1867,386655,3969,6726,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,374,14638,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
 326,Plastics and rubber products,...,...,...,...,...,...,103,255,76,1790,785,1283,290,283,1101,122,244,740,...,503,...,1484,217,0,804,149981,1525,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,82,1184,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,180,...
 42,Wholesale trade,...,406,...,...,...,...,2219,...,...,...,6,361,42,...,108,17,18,1530,5140,...,...,...,...,...,...,...,706709,...,...,...,...,...,...,...,...,...,13,715,79,...,...,...,...,...,...,...,...,...,...,10862,...,9517,1166,...,133,...,20,...,...,...,...,...,...,...,...,34484,...,...,...,...,...,...,...
 441,Motor vehicle and parts dealers,...,...,...,...,...,...,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,110007,...,...,...,...,...,...,2,...,...,221,117,...,...,...,...,2293,...,16,...,...,...,1055,...,20,34,...,...,...,27,...,...,...,...,...,143,...,...,59799,...,...,...,...,...,...,...
 445,Food and beverage stores,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,5595,...,...,...,...,...,...,...,...,...,120311,...,...,...,...,...,...,...,...,...,10,...,...,...,...,33,...,...,...,...,...,980,...,7,17,...,76,...,...,...,...,...,...,...,56,...,5410,296,...,...,...,...,...,...,...
 452,General merchandise stores,...,...,...,...,...,...,994,...,...,...,...,...,...,...,...,...,...,...,609,...,6,...,...,...,...,...,...,...,...,114133,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,176,...,52,516,...,55,...,...,...,...,...,...,...,...,...,1925,3783,...,...,...,...,...,...,...
 4A0,Other retail,174,...,...,...,...,...,970,...,...,...,...,...,...,...,...,...,...,1031,...,...,228,...,104,...,...,...,...,...,...,...,428736,...,...,...,...,...,...,1157,9,...,...,...,...,339,...,13,...,44,...,4590,...,871,901,...,1628,...,103,280,...,...,...,...,203,...,6239,10138,...,...,...,...,...,...,...
 481,Air transportation,...,...,...,...,...,...,35,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,110970,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,52,32,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
 482,Rail transportation,...,...,...,...,...,...,601,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,38127,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,192,...,13,17,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
 483,Water transportation,...,...,...,...,...,...,9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,24423,...,...,...,375,...,...,...,...,...,...,...,...,...,...,...,30,...,6,3,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...
 484,Truck transportation,...,...,...,...,...,...,28,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,45,...,...,...,...,...,...,...,172843,...,...,1120,2276,...,...,...,...,...,...,...,...,...,...,0,...,33,145,...,...,23,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
 485,Transit and ground passenger transportation,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,...,4,...,...,...,...,26108,...,190,...,...,...,...,...,...,...,...,...,...,0,...,...,1,48,...,...,...,...,8,...,...,...,...,...,...,...,20,...,...,...,...,...,...,...
 486,Pipeline transportation,...,...,...,...,...,2000,29,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22139,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8,9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
 487OS,Other transportation and support activities,...,4,...,...,...,...,105,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,160,...,...,...,38,122,...,49,95,48,...,87439,2898,...,...,...,...,...,...,0,...,...,...,69,...,61,2545,...,9,0,34,12,...,...,...,...,2,...,103,71,...,...,...,...,...,...,...
 493,Warehousing and storage,...,...,...,...,...,...,43,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,299,...,...,...,600,...,...,610,26964,...,...,...,...,...,...,...,...,...,...,0,...,37,86,...,...,1,...,...,...,...,...,...,...,...,...,7,...,...,...,...,...,...,...
 511,"Publishing industries, except internet (includes software)",...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1575,...,...,...,479,...,...,...,274,...,...,...,...,...,...,...,...,142588,...,...,4034,...,...,...,...,...,...,20,...,6335,56780,...,632,...,1335,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
 512,Motion picture and sound recording industries,...,...,...,...,...,...,6,...,...,...,...,...,97,...,...,...,...,...,...,...,...,...,...,...,...,...,169,...,...,...,83,...,...,...,...,...,...,...,...,...,93161,...,...,...,...,...,...,...,35,33,...,87,59,...,...,...,...,...,...,...,...,...,12,...,...,...,...,...,...,...,...,...,...
 513,Broadcasting and telecommunications,...,...,...,...,...,...,911,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1631,...,...,...,209,...,...,...,...,...,...,...,...,0,373,382974,68,...,...,...,...,...,...,2179,...,3415,50038,...,...,...,3,...,...,...,...,...,...,...,...,3412,...,...,...,...,...,...,...
 514,"Data processing, internet publishing, and other information services",...,...,...,...,...,...,26,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,102,...,...,...,84,...,...,...,...,...,...,...,...,1389,...,94,38886,...,...,...,...,...,...,48,...,6110,4249,...,100,...,81,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
 521CI,"Federal Reserve banks, credit intermediation, and related activities",...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,362,...,...,...,...,...,...,...,...,...,...,...,...,380742,28295,0,...,...,...,52415,...,1773,201,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
 523,"Securities, commodity contracts, and investments",...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6518,235946,603,...,...,...,...,...,1043,132,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
 524,Insurance carriers and related activities,...,...,...,...,...,...,9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,355,381030,...,...,515,...,111,2526,268,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
 525,"Funds, trusts, and other financial vehicles",...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,65278,...,...,...,...,32,9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
HS,Housing Services,...,...,...,...,...,...,22023,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,883873,...,...,...,9,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
ORE,Other Real Estate,...,...,...,...,...,...,138,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,...,400347,...,...,44,20,...,...,...,...,...,...,...,...,...,3,54,...,1512,...,...,...,...,...,...,...
 532RL,Rental and leasing services and lessors of intangible assets,...,...,...,...,...,...,91,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,119,...,...,...,1856,...,...,...,118,17,...,...,...,...,...,...,...,...,4,0,...,...,638,164605,...,65,9,...,...,...,0,...,...,...,...,...,...,...,...,1052,...,...,...,...,...,...,...
 5411,Legal services,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,173818,124,89,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
 5415,Computer systems design and related services,...,...,...,...,...,...,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6341,...,...,...,592,...,...,...,...,...,...,...,...,1055,...,129,8072,...,...,...,...,...,...,...,...,128471,1989,...,2141,...,482,...,...,...,...,...,...,...,...,2895,...,...,...,...,...,...,...
 5412OP,"Miscellaneous professional, scientific, and technical services",...,...,...,...,...,...,672,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14,...,...,...,1,...,...,...,1668,...,...,...,...,...,...,...,...,...,...,...,25,...,...,...,...,...,...,0,...,6480,562342,...,769,...,...,...,...,...,...,0,...,...,...,864,...,...,...,...,...,...,...
 55,Management of companies and enterprises,...,...,...,...,...,...,153,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2634,4556,214567,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
 561,Administrative and support services,...,...,...,...,...,...,755,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1878,...,...,...,...,...,...,...,998,...,...,...,...,...,...,...,...,...,...,...,...,...,...,36,...,...,0,0,...,2245,4123,...,342777,209,0,4,...,...,13,...,...,...,...,0,...,...,...,...,...,...,...
 562,Waste management and remediation services,...,...,223,...,...,...,19,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,97,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,48,...,5,106,...,...,44101,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1641,...
 61,Educational services,...,...,...,...,...,...,413,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,558,...,...,...,...,...,...,...,...,...,...,...,...,...,...,17,...,...,17,0,...,836,11706,...,...,...,100879,...,...,...,...,395,...,4040,4990,11,...,...,...,...,...,...,...
 621,Ambulatory health care services,...,...,...,...,...,...,213,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4309,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,799,...,103,128,...,...,...,...,403266,...,366,...,...,...,...,92,...,...,...,...,...,...,...,...
 622,Hospitals,...,...,...,...,...,...,473,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,775,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,254,...,581,1831,...,...,...,...,4247,280484,620,...,...,...,...,1118,...,...,...,...,...,...,...,...
 623,Nursing and residential care facilities,...,...,...,...,...,...,42,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,46,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,18,219,...,17,19,...,...,...,...,567,...,99659,9,...,...,...,198,...,...,...,...,...,...,...,...
 624,Social assistance,...,...,...,...,...,...,159,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,284,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,32,19,...,...,...,...,99,...,100,66193,...,...,...,176,...,...,...,...,...,...,...,...
 711AS,"Performing arts, spectator sports, museums, and related activities",...,...,...,...,...,...,223,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1041,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2944,...,37,2495,...,...,...,38,...,...,...,...,55796,772,1,698,127,...,...,...,...,...,...,...
 713,"Amusements, gambling, and recreation industries",...,...,...,...,...,...,249,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1380,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,98,...,6,101,...,...,...,2374,...,...,...,...,134,53200,316,10116,452,...,...,...,...,...,...,...
 721,Accommodation,...,...,...,...,...,...,1022,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1125,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,5401,0,0,...,3,3,...,0,...,...,...,...,...,...,0,14778,81359,20946,0,...,...,...,...,...,...,...
 722,Food services and drinking places,...,...,...,...,...,...,684,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1071,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,1,1,...,...,...,...,...,...,...,...,...,887,492,318622,...,...,...,...,...,...,95,...
 81,"Other services, except government",...,...,...,...,...,...,707,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,258,...,...,...,2078,...,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,0,377,...,312,1252,...,28,...,7,...,...,...,0,...,...,...,1958,375769,...,...,...,...,...,...,...
GFGD,Federal general government (defense),...,...,...,...,...,...,8,...,...,...,...,1,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,20,...,7,...,...,...,...,...,...,...,...,1422,9185,...,...,...,110,...,701,...,...,10,...,...,...,...,288460,...,...,...,...,...,...
GFGN,Federal general government (nondefense),...,144,...,...,...,73,182,...,...,1,...,...,...,...,...,...,...,86,...,...,...,...,11,...,9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,251,...,...,...,...,...,...,112,...,...,...,...,2482,8244,...,...,...,...,...,1866,...,...,...,...,...,...,...,...,147973,624,...,...,...,1095
 GFE,Federal government enterprises,...,...,...,...,...,8741,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1544,...,...,...,...,...,...,...,...,...,100,...,...,...,...,142,...,...,801,...,...,23,...,...,...,...,...,...,...,...,...,...,...,...,1801,2,...,...,62428,...,...,...,...
 GSLG,State and local general government,276,1612,...,212,...,591,9914,104,...,...,...,...,...,...,...,...,...,572,819,...,635,287,743,...,48,...,...,...,...,...,...,...,...,...,...,...,...,...,...,245,0,...,1124,...,...,...,11824,...,...,...,...,2705,23684,...,4347,7872,44575,12562,76364,...,1952,1683,1475,4778,9100,625,...,...,...,835680,...,2254,...
 GSLE,State and local government enterprises,...,...,...,...,...,55389,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1206,...,83,59,...,7693,...,5603,...,...,...,...,...,73,...,16,...,3979,7865,...,...,...,...,...,...,...,...,...,...,...,...,444,7502,...,...,1274,...,...,...,...,43646,...,...
