"The Make of Commodities by Industries, Before Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Commodities,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other,
331,Primary metals,...,...,...,...,...,...,440,...,146,275892,1202,441,0,223,...,...,4,...,...,0,...,0,...,0,42,0,1794,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,34,702,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,985,...,281905
332,Fabricated metal products,...,...,...,...,...,...,2299,125,264,10764,328720,14813,577,164,4427,2162,157,5429,...,13,41,2,13,...,1106,737,3625,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,252,1827,...,...,...,...,...,...,...,...,...,...,...,...,54,...,...,...,...,...,1481,...,379053
333,Machinery,...,...,...,...,...,...,832,...,28,1610,4349,349554,932,1074,30641,1424,5,464,0,...,...,0,...,...,5,76,5764,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,88,...,1189,6834,...,...,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,179,...,405049
334,Computer and electronic products,...,...,...,...,...,...,44,4,0,3996,830,4388,308437,2891,95,5680,22,7528,...,35,...,85,3,...,984,89,4378,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11537,36065,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,387090
335,"Electrical equipment, appliances, and components",...,...,...,...,...,...,111,...,1,2266,949,3527,2691,111244,830,256,0,42,...,...,...,2,...,0,6,18,1568,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,295,1790,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,125597
3361MV,"Motor vehicles, bodies and trailers, and parts",...,...,...,...,...,...,640,...,3,546,1752,3000,661,64,576987,643,16,375,...,163,...,...,...,...,1,141,1709,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,363,8264,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,752,...,596080
3364OT,Other transportation equipment,...,...,...,...,...,...,1084,...,...,2,1698,9535,401,2053,10761,298118,...,...,...,567,...,...,...,...,0,451,972,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3585,16793,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,150,...,346172
337,Furniture and related products,...,...,...,...,...,...,473,417,82,51,882,1365,0,23,58,...,65228,426,...,395,198,2,4,...,7,511,1093,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,63,535,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,71813
339,Miscellaneous manufacturing,...,...,...,...,...,...,811,162,25,3277,552,2735,124,74,150,130,204,142318,...,748,1376,48,27,0,1593,838,4964,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,422,6763,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,167341
311FT,Food and beverage and tobacco products,...,...,...,...,...,...,244,...,...,...,...,...,...,...,...,...,...,...,930519,299,131,56,...,...,28575,1242,6381,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,910,1944,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,...,970305
313TT,Textile mills and textile product mills,...,...,...,...,...,...,82,...,...,10,11,...,...,...,25,0,267,227,...,42249,10255,8,3,...,458,198,495,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,525,304,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,...,55121
315AL,Apparel and leather and allied products,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,0,37744,...,...,...,...,...,1032,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,207,228,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,39213
322,Paper products,...,...,...,...,...,...,131,355,398,3385,417,...,54,...,...,0,25,963,...,3183,...,172037,715,...,802,9377,710,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,66,757,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,548,...,193924
323,Printing and related support activities,...,...,...,...,...,...,15,...,...,...,185,...,202,...,...,...,...,1499,...,1290,2713,173,56180,...,...,728,918,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,196,20790,...,549,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,122,...,85559
324,Petroleum and coal products,...,...,...,335,...,...,295,...,1027,4210,...,1756,...,...,...,...,...,...,...,56,...,138,...,761491,45462,1048,1248,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,77,1137,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,818282
325,Chemical products,...,...,...,9,...,...,190,61,16,4528,1121,13440,10583,2378,196,4,...,1340,2437,...,...,67,4,819,712433,14314,10546,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,619,35041,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,810147
326,Plastics and rubber products,...,...,...,...,...,...,150,254,310,3140,2359,8354,872,1444,15095,373,106,2107,...,1740,...,1101,218,0,364,189220,2033,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,132,1461,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,320,...,231154
42,Wholesale trade,...,867,...,...,...,...,5105,...,...,...,2,500,244,...,95,22,3,1559,4712,...,...,...,...,...,...,...,1466252,...,...,...,...,...,...,...,...,...,103,1073,178,...,...,...,...,...,...,...,...,...,...,12179,...,19518,1499,...,36,...,0,...,...,...,...,...,...,...,...,62863,...,...,...,...,...,...,...,1576810
441,Motor vehicle and parts dealers,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,167769,...,...,...,...,...,...,50,...,...,436,392,...,...,...,...,3837,...,295,...,...,...,1428,...,4,42,...,...,...,53,...,...,...,...,...,280,...,...,77615,...,...,...,...,...,...,...,252199
445,Food and beverage stores,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,10084,...,...,...,...,...,...,...,...,...,194051,...,...,...,...,...,...,...,...,...,28,...,...,...,...,759,...,...,...,...,...,921,...,0,21,...,85,...,...,...,...,...,...,...,19,...,16650,38,...,...,...,...,...,...,...,222658
452,General merchandise stores,...,...,...,...,...,...,2271,...,...,...,...,...,...,...,...,...,...,...,3683,...,11,...,...,...,...,...,...,...,...,208667,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,141,...,0,105,...,7,...,...,...,...,...,...,...,...,...,3651,3398,...,...,...,...,...,...,...,221933
4A0,Other retail,163,...,...,...,...,...,3015,...,...,...,...,...,...,...,...,...,...,2496,...,...,255,...,22,...,...,...,...,...,...,...,803826,...,...,...,...,...,...,3321,23,...,...,...,...,92,...,2,...,0,...,4306,...,1042,1332,...,1894,...,240,517,...,...,...,...,146,...,15655,15125,...,...,...,...,...,...,...,853470
481,Air transportation,...,...,...,...,...,...,44,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,188468,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,221,25,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,188759
482,Rail transportation,...,...,...,...,...,...,1683,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,86106,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,637,...,142,13,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,88582
483,Water transportation,a,...,...,...,...,...,12,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,61196,...,...,...,1449,...,...,...,...,...,...,...,...,...,...,...,0,...,23,2,...,...,...,...,...,...,...,...,...,308,...,...,...,...,...,...,...,...,...,...,62989
484,Truck transportation,...,...,...,...,...,...,221,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,323109,...,...,2446,4528,...,...,...,...,...,...,...,...,...,...,212,...,78,125,...,...,1689,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,332411
485,Transit and ground passenger transportation,...,...,...,...,...,...,11,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14,...,...,...,33,...,...,...,...,56218,...,357,...,...,...,...,...,...,...,...,...,...,6,...,...,0,30,...,...,...,...,25,...,...,...,...,...,...,...,4,...,...,...,...,...,...,...,56697
486,Pipeline transportation,...,...,...,...,...,772,77,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,32522,...,...,...,...,...,...,...,...,...,...,...,...,...,...,16,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,33393
487OS,Other transportation and support activities,...,1,...,...,...,...,265,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,77,...,...,...,16,320,...,1476,483,166,...,206547,5715,...,...,...,...,...,...,46,...,...,...,108,...,173,201,...,30,2,0,6,...,...,...,...,0,...,115,232,...,...,...,...,...,...,...,215979
493,Warehousing and storage,...,...,...,...,...,...,60,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10,...,...,...,1724,...,...,174,88078,...,...,...,...,...,...,...,...,...,...,8,...,69,49,...,...,0,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,90173
511,"Publishing industries, except internet (includes software)",...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,932,...,...,...,890,...,...,...,173,...,...,...,...,...,...,...,...,244819,...,...,8495,...,...,...,...,...,...,17,...,21056,52380,...,546,...,1205,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,330515
512,Motion picture and sound recording industries,...,...,...,...,...,...,37,...,...,...,...,...,71,...,...,...,...,...,...,...,...,...,...,...,...,...,11,...,...,...,567,...,...,...,...,...,...,...,...,...,151810,...,...,...,...,...,...,...,119,105,...,196,214,...,...,...,...,...,...,...,...,...,76,...,...,...,...,...,...,...,...,...,...,153206
513,Broadcasting and telecommunications,...,...,...,...,...,...,1433,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4518,...,...,...,1507,...,...,...,...,...,...,...,...,0,422,698137,0,...,...,...,...,...,...,3968,...,3338,104291,...,...,...,0,...,...,...,...,...,...,...,...,1930,...,...,...,...,...,...,...,819545
514,"Data processing, internet publishing, and other information services",...,...,...,...,...,...,44,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,320,...,...,...,147,...,...,...,...,...,...,...,...,7697,...,126,131716,...,...,...,...,...,...,72,...,20462,46551,...,147,...,223,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,207505
521CI,"Federal Reserve banks, credit intermediation, and related activities",...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,409,...,...,...,...,...,...,...,...,...,...,...,...,594620,43791,742,...,...,...,59329,...,5645,179,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,704717
523,"Securities, commodity contracts, and investments",...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15370,457223,2891,...,...,...,...,...,3461,118,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,479064
524,Insurance carriers and related activities,...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1866,837612,...,...,0,...,481,6364,238,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,846564
525,"Funds, trusts, and other financial vehicles",...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,151266,...,...,...,...,63,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,151338
HS,Housing,...,...,...,...,...,...,12103,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1809977,...,...,...,14,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1822097
ORE,Other real estate,...,...,...,...,...,...,981,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,269,...,...,954277,...,...,99,123,...,...,...,...,...,...,...,...,...,0,64,...,82,...,...,...,...,...,...,...,955895
532RL,Rental and leasing services and lessors of intangible assets,...,...,...,...,...,...,43,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,98,...,...,...,1485,...,...,...,645,16,...,...,...,...,...,...,...,...,27,612,...,...,2016,332220,...,154,8,...,...,...,4,...,...,...,...,...,...,...,...,1859,...,...,...,...,...,...,...,339188
5411,Legal services,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,307356,228,170,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,307754
5415,Computer systems design and related services,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6558,...,...,...,2631,...,...,...,...,...,...,...,...,1791,...,148,25666,...,...,...,...,...,...,...,...,306306,5170,...,3659,...,1370,...,...,...,...,...,...,...,...,116,...,...,...,...,...,...,...,353418
5412OP,"Miscellaneous professional, scientific, and technical services",...,...,...,...,...,...,367,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,601,...,...,...,0,...,...,...,4170,...,...,...,...,...,...,...,...,...,...,...,30,...,...,...,...,...,...,31,...,19892,1209160,...,2214,...,...,...,...,...,...,7,...,...,...,1193,...,...,...,...,...,...,...,1237665
55,Management of companies and enterprises,...,...,...,...,...,...,66,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10239,5965,582117,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,598387
561,Administrative and support services,...,...,...,...,...,...,659,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2101,...,...,...,...,...,...,...,958,...,...,...,...,...,...,...,...,...,...,...,...,...,...,77,...,...,764,31,...,7515,6990,...,728346,49,8,8,...,...,82,...,...,...,...,7,...,...,...,...,...,...,...,747595
562,Waste management and remediation services,...,...,177,...,...,...,23,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,164,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,77,...,55,103,...,...,89899,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1295,...,91793
61,Educational services,...,...,...,...,...,...,679,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,719,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5,...,...,279,149,...,3881,24088,...,...,...,270843,...,...,...,...,1189,...,12823,5246,11,...,...,...,...,...,...,...,319912
621,Ambulatory health care services,...,...,...,...,...,...,334,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9422,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5022,...,671,214,...,...,...,...,915746,...,295,...,...,...,...,235,...,...,...,...,...,...,...,...,931939
622,Hospitals,...,...,...,...,...,...,846,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2552,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1157,...,2277,5789,...,...,...,...,2957,740534,93,...,...,...,...,3428,...,...,...,...,...,...,...,...,759635
623,Nursing and residential care facilities,...,...,...,...,...,...,37,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,28,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,105,0,...,7,31,...,...,...,...,1015,...,221984,372,...,...,...,639,...,...,...,...,...,...,...,...,224218
624,Social assistance,...,...,...,...,...,...,149,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,161,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,67,19,...,...,...,...,142,...,2696,168082,...,...,...,0,...,...,...,...,...,...,...,...,171317
711AS,"Performing arts, spectator sports, museums, and related activities",...,...,...,...,...,...,220,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1215,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3612,...,71,6583,...,...,...,34,...,...,...,...,138633,2564,4,2719,305,...,...,...,...,...,...,...,155960
713,"Amusements, gambling, and recreation industries",...,...,...,...,...,...,145,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2840,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,346,...,31,214,...,...,...,1710,...,...,...,...,226,114622,502,16502,1015,...,...,...,...,...,...,...,138154
721,Accommodation,...,...,...,...,...,...,1245,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2398,...,...,...,...,...,...,...,...,...,...,301,...,...,...,...,...,7391,860,1026,...,22,3,...,1,...,...,...,...,...,...,1177,29405,145197,37088,1046,...,...,...,...,...,...,...,227160
722,Food services and drinking places,...,...,...,...,...,...,837,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3219,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,0,1,...,...,...,...,...,...,...,...,...,1126,182,660022,...,...,...,...,...,...,129,...,665517
81,"Other services, except government",...,...,...,...,...,...,412,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,616,...,...,...,5390,...,...,...,...,...,...,...,...,...,...,...,308,...,...,...,...,...,341,331,...,633,1073,...,0,...,4,...,...,...,42,...,...,...,4971,627407,...,...,...,...,...,...,...,641527
GFGD,Federal general government (defense),...,...,...,...,...,...,4,...,...,...,...,2,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,40,...,13,...,...,...,...,...,...,...,...,2045,20891,...,...,...,221,...,1406,...,...,20,...,...,...,...,599765,...,...,...,...,...,...,624409
GFGN,Federal general government (nondefense),...,132,...,...,...,67,296,...,...,1,...,...,...,...,...,...,...,79,...,...,...,...,11,...,9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,232,...,...,...,...,...,...,103,...,...,...,...,2293,13275,...,...,...,...,...,1721,...,...,...,...,...,...,...,...,355512,576,...,...,...,3219,377526
GFE,Federal government enterprises,...,...,...,...,...,14316,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3354,...,...,...,...,...,...,...,...,...,106,...,...,...,...,-966,...,...,858,...,...,87,...,...,...,...,...,...,...,...,...,...,...,...,2240,0,...,...,72258,...,...,...,...,92254
GSLG,State and local general government,587,3429,...,450,...,1257,16304,221,...,...,...,...,...,...,...,...,...,1216,1768,...,1349,611,1580,...,101,...,...,...,...,...,...,...,...,...,...,...,...,...,...,520,1,...,2389,...,...,...,25145,...,...,...,...,5066,46972,...,9245,16740,94790,19466,170926,...,4152,3579,3136,10162,18047,1328,...,...,...,1600990,...,4793,...,2066313
GSLE,State and local government enterprises,...,...,...,...,...,100790,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2735,...,159,241,...,14647,...,11798,...,...,...,...,...,28,...,0,...,5569,22283,...,...,...,...,...,...,...,...,...,...,...,...,445,27594,...,...,3108,...,...,...,...,88259,...,...,277656
