"The Make of Commodities by Industries, Before Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Commodities,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other,
 331,Primary metals,...,...,...,...,...,...,180,...,58,150820,1655,304,11,330,...,...,17,...,...,45,...,47,...,29,553,137,253,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,71,415,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,621,...,155546
 332,Fabricated metal products,...,...,...,...,...,...,2047,286,371,6541,231025,3765,832,219,2486,525,353,486,...,5,15,69,60,...,161,1591,2436,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,208,1042,...,...,...,...,...,...,...,...,...,...,...,...,23,...,...,...,...,...,784,...,255331
 333,Machinery,...,...,...,...,...,...,699,...,107,535,4144,248973,1748,2354,3226,341,540,926,111,...,...,26,...,...,1343,368,4488,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,807,3823,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,...,...,...,284,...,274843
 334,Computer and electronic products,...,...,...,...,...,...,54,42,155,161,370,1330,431922,1527,554,1885,463,1390,...,195,...,248,247,...,942,491,7250,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4396,22293,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8,...,475924
 335,"Electrical equipment, appliances, and components",...,...,...,...,...,...,73,...,86,2006,1267,1042,2460,103986,1007,212,15,234,...,...,...,64,...,30,243,106,1447,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,124,1509,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,16,...,115927
 3361MV,"Motor vehicles, bodies and trailers, and parts",...,...,...,...,...,...,436,...,50,322,949,1602,3422,351,483261,192,16,3,...,5,...,...,...,...,87,346,1096,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,104,9575,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,580,...,502395
 3364OT,Other transportation equipment,...,...,...,...,...,...,520,...,...,2,681,2822,1060,713,237,160494,...,...,...,174,...,...,...,...,32,224,489,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,671,12451,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,60,...,180632
 337,Furniture and related products,...,...,...,...,...,...,236,456,71,3,434,96,0,36,114,...,69120,43,...,171,2,190,0,...,133,312,895,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,51,235,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,72598
 339,Miscellaneous manufacturing,...,...,...,...,...,...,649,81,171,307,750,346,295,67,20,85,497,95263,...,271,167,118,142,36,699,702,1970,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,237,5633,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,32,...,108536
 311FT,Food and beverage and tobacco products,...,...,...,...,...,...,94,...,...,...,...,...,...,...,...,...,...,...,524618,15,301,2,...,...,1909,11,6277,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,116,1583,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,534927
 313TT,Textile mills and textile product mills,...,...,...,...,...,...,38,...,...,33,121,...,...,...,751,0,189,89,...,79222,555,74,20,...,4470,293,961,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,36,189,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,59,...,87097
 315AL,Apparel and leather and allied products,...,...,...,...,...,...,4,...,...,...,...,...,...,...,...,...,...,...,...,1110,67054,...,...,...,...,...,2788,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,26,140,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5,...,71127
 322,Paper products,...,...,...,...,...,...,95,112,5,93,194,...,63,...,...,0,136,209,...,723,...,149897,468,...,471,1412,651,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,65,549,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,309,...,155454
 323,Printing and related support activities,...,...,...,...,...,...,23,...,...,...,28,...,110,...,...,...,...,289,...,104,179,516,73097,...,...,134,1099,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,181,28097,...,411,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,51,...,104320
 324,Petroleum and coal products,...,...,...,173,...,...,54,...,143,330,...,45,...,...,...,...,...,...,...,69,...,16,...,149246,7782,76,180,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5,902,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,159020
 325,Chemical products,...,...,...,26,...,...,115,52,76,113,430,388,1586,104,117,0,...,489,1661,...,...,405,6,2935,393313,3306,7047,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,525,15859,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,428550
 326,Plastics and rubber products,...,...,...,...,...,...,106,182,86,670,808,1328,339,273,1060,99,269,705,...,549,...,1656,166,0,1142,159050,1570,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,103,1134,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,258,...,171556
 42,Wholesale trade,...,401,...,...,...,...,2352,...,...,...,5,373,46,...,98,17,19,1583,4182,...,...,...,...,...,...,...,759571,...,...,...,...,...,...,...,...,...,17,599,79,...,...,...,...,...,...,...,...,...,...,11329,...,12247,1274,...,120,...,20,...,...,...,...,...,...,...,...,33620,...,...,...,...,...,...,...,827951
 441,Motor vehicle and parts dealers,...,...,...,...,...,...,9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,127105,...,...,...,...,...,...,2,...,...,305,126,...,...,...,...,2617,...,18,...,...,...,1102,...,20,38,...,...,...,36,...,...,...,...,...,151,...,...,63879,...,...,...,...,...,...,...,195409
 445,Food and beverage stores,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,5933,...,...,...,...,...,...,...,...,...,126002,...,...,...,...,...,...,...,...,...,10,...,...,...,...,37,...,...,...,...,...,961,...,9,19,...,73,...,...,...,...,...,...,...,58,...,6261,316,...,...,...,...,...,...,...,139680
 452,General merchandise stores,...,...,...,...,...,...,1143,...,...,...,...,...,...,...,...,...,...,...,798,...,6,...,...,...,...,...,...,...,...,121943,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,169,...,75,400,...,44,...,...,...,...,...,...,...,...,...,1959,3730,...,...,...,...,...,...,...,130266
 4A0,Other retail,179,...,...,...,...,...,977,...,...,...,...,...,...,...,...,...,...,1122,...,...,255,...,87,...,...,...,...,...,...,...,451064,...,...,...,...,...,...,1250,10,...,...,...,...,391,...,13,...,39,...,5291,...,1219,1017,...,1593,...,109,287,...,...,...,...,201,...,6521,10841,...,...,...,...,...,...,...,482465
 481,Air transportation,...,...,...,...,...,...,44,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,114459,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,79,36,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,114618
 482,Rail transportation,...,...,...,...,...,...,434,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,38795,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,199,...,18,20,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39466
 483,Water transportation,...,...,...,...,...,...,10,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25752,...,...,...,410,...,...,...,...,...,...,...,...,...,...,...,32,...,9,3,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,26218
 484,Truck transportation,...,...,...,...,...,...,107,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,49,...,...,...,...,...,...,...,184485,...,...,1189,2302,...,...,...,...,...,...,...,...,...,...,0,...,48,159,...,...,30,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,188370
 485,Transit and ground passenger transportation,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,...,4,...,...,...,...,25915,...,192,...,...,...,...,...,...,...,...,...,...,0,...,...,2,50,...,...,...,...,9,...,...,...,...,...,...,...,20,...,...,...,...,...,...,...,26195
 486,Pipeline transportation,...,...,...,...,...,1557,23,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22562,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11,10,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,24163
 487OS,Other transportation and support activities,...,4,...,...,...,...,100,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,168,...,...,...,39,135,...,59,127,42,...,96835,3144,...,...,...,...,...,...,0,...,...,...,72,...,87,2446,...,9,0,36,13,...,...,...,...,2,...,98,85,...,...,...,...,...,...,...,103500
 493,Warehousing and storage,...,...,...,...,...,...,75,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,328,...,...,...,659,...,...,645,29263,...,...,...,...,...,...,...,...,...,...,0,...,52,87,...,...,1,...,...,...,...,...,...,...,...,...,7,...,...,...,...,...,...,...,31117
 511,"Publishing industries, except internet (includes software)",...,...,...,...,...,...,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1660,...,...,...,504,...,...,...,297,...,...,...,...,...,...,...,...,157779,...,...,4335,...,...,...,...,...,...,22,...,9140,62303,...,677,...,1346,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,238070
 512,Motion picture and sound recording industries,...,...,...,...,...,...,4,...,...,...,...,...,106,...,...,...,...,...,...,...,...,...,...,...,...,...,195,...,...,...,95,...,...,...,...,...,...,...,...,...,100495,...,...,...,...,...,...,...,44,38,...,118,84,...,...,...,...,...,...,...,...,...,16,...,...,...,...,...,...,...,...,...,...,101195
 513,Broadcasting and telecommunications,...,...,...,...,...,...,1353,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2257,...,...,...,258,...,...,...,...,...,...,...,...,0,408,434332,162,...,...,...,...,...,...,2306,...,4590,56520,...,...,...,4,...,...,...,...,...,...,...,...,3330,...,...,...,...,...,...,...,505520
 514,"Data processing, internet publishing, and other information services",...,...,...,...,...,...,31,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,111,...,...,...,95,...,...,...,...,...,...,...,...,1820,...,114,44808,...,...,...,...,...,...,52,...,8751,5542,...,109,...,100,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,61533
 521CI,"Federal Reserve banks, credit intermediation, and related activities",...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,445,...,...,...,...,...,...,...,...,...,...,...,...,421037,32216,0,...,...,...,58574,...,2537,179,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,514993
 523,"Securities, commodity contracts, and investments",...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7198,281376,658,...,...,...,...,...,1493,117,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,290846
 524,Insurance carriers and related activities,...,...,...,...,...,...,9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,384,400165,...,...,567,...,131,3671,237,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,405165
 525,"Funds, trusts, and other financial vehicles",...,...,...,...,...,...,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,74890,...,...,...,...,46,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,74952
HS,Housing Services,...,...,...,...,...,...,24333,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,938049,...,...,...,13,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,962399
ORE,Other Real Estate,...,...,...,...,...,...,164,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,...,429543,...,...,63,18,...,...,...,...,...,...,...,...,...,3,54,...,1198,...,...,...,...,...,...,...,431043
 532RL,Rental and leasing services and lessors of intangible assets,...,...,...,...,...,...,102,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,127,...,...,...,2073,...,...,...,165,19,...,...,...,...,...,...,...,...,5,0,...,...,698,182034,...,88,8,...,...,...,0,...,...,...,...,...,...,...,...,978,...,...,...,...,...,...,...,186297
 5411,Legal services,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,184841,178,97,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,185116
 5415,Computer systems design and related services,...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6744,...,...,...,548,...,...,...,...,...,...,...,...,1294,...,152,9893,...,...,...,...,...,...,...,...,154697,3283,...,2627,...,558,...,...,...,...,...,...,...,...,3315,...,...,...,...,...,...,...,183114
 5412OP,"Miscellaneous professional, scientific, and technical services",...,...,...,...,...,...,782,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,17,...,...,...,1,...,...,...,1804,...,...,...,...,...,...,...,...,...,...,...,26,...,...,...,...,...,...,0,...,9058,603913,...,801,...,...,...,...,...,...,0,...,...,...,914,...,...,...,...,...,...,...,617316
 55,Management of companies and enterprises,...,...,...,...,...,...,164,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3856,4345,231849,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,240214
 561,Administrative and support services,...,...,...,...,...,...,805,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1839,...,...,...,...,...,...,...,1102,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39,...,...,0,0,...,3096,4347,...,374136,220,0,4,...,...,14,...,...,...,...,0,...,...,...,...,...,...,...,385602
 562,Waste management and remediation services,...,...,190,...,...,...,30,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,91,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,54,...,8,107,...,...,48515,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1400,...,50396
 61,Educational services,...,...,...,...,...,...,410,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,581,...,...,...,...,...,...,...,...,...,...,...,...,...,...,18,...,...,18,0,...,1196,12252,...,...,...,108420,...,...,...,...,375,...,4140,5544,12,...,...,...,...,...,...,...,132967
 621,Ambulatory health care services,...,...,...,...,...,...,255,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4679,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,866,...,148,141,...,...,...,...,420193,...,351,...,...,...,...,119,...,...,...,...,...,...,...,...,426751
 622,Hospitals,...,...,...,...,...,...,474,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,818,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,288,...,832,2107,...,...,...,...,4585,293354,658,...,...,...,...,1143,...,...,...,...,...,...,...,...,304258
 623,Nursing and residential care facilities,...,...,...,...,...,...,58,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,49,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,18,198,...,22,20,...,...,...,...,600,...,103402,10,...,...,...,210,...,...,...,...,...,...,...,...,104587
 624,Social assistance,...,...,...,...,...,...,133,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,307,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,46,22,...,...,...,...,112,...,122,73625,...,...,...,170,...,...,...,...,...,...,...,...,74537
 711AS,"Performing arts, spectator sports, museums, and related activities",...,...,...,...,...,...,249,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1158,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2974,...,47,2680,...,...,...,38,...,...,...,...,59710,1034,1,738,140,...,...,...,...,...,...,...,68768
 713,"Amusements, gambling, and recreation industries",...,...,...,...,...,...,276,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1485,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,100,...,8,103,...,...,...,2280,...,...,...,...,142,57110,314,10399,489,...,...,...,...,...,...,...,72708
 721,Accommodation,...,...,...,...,...,...,1101,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1254,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,5528,0,0,...,5,4,...,0,...,...,...,...,...,...,0,17533,86822,22196,0,...,...,...,...,...,...,...,134442
 722,Food services and drinking places,...,...,...,...,...,...,621,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1180,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,2,1,...,...,...,...,...,...,...,...,...,1009,522,334637,...,...,...,...,...,...,89,...,338063
 81,"Other services, except government",...,...,...,...,...,...,801,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,258,...,...,...,2070,...,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,0,363,...,422,1297,...,32,...,8,...,...,...,0,...,...,...,2170,393684,...,...,...,...,...,...,...,401104
GFGD,Federal general government (defense),...,...,...,...,...,...,8,...,...,...,...,1,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,20,...,7,...,...,...,...,...,...,...,...,1310,9333,...,...,...,111,...,705,...,...,10,...,...,...,...,301226,...,...,...,...,...,...,312731
GFGN,Federal general government (nondefense),...,100,...,...,...,51,196,...,...,1,...,...,...,...,...,...,...,59,...,...,...,...,8,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,174,...,...,...,...,...,...,78,...,...,...,...,2283,8569,...,...,...,...,...,1295,...,...,...,...,...,...,...,...,154344,433,...,...,...,784,168381
 GFE,Federal government enterprises,...,...,...,...,...,8722,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1591,...,...,...,...,...,...,...,...,...,102,...,...,...,...,365,...,...,803,...,...,24,...,...,...,...,...,...,...,...,...,...,...,...,1817,2,...,...,64717,...,...,...,...,78143
 GSLG,State and local general government,290,1696,...,223,...,622,11040,109,...,...,...,...,...,...,...,...,...,601,861,...,667,302,781,...,50,...,...,...,...,...,...,...,...,...,...,...,...,...,...,257,0,...,1182,...,...,...,12434,...,...,...,...,2487,25316,...,4571,8277,46872,13210,80299,...,2053,1770,1551,5025,9569,657,...,...,...,902002,...,2370,...,1137144
 GSLE,State and local government enterprises,...,...,...,...,...,57014,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1277,...,83,82,...,7927,...,6002,...,...,...,...,...,69,...,7,...,4061,8503,...,...,...,...,...,...,...,...,...,...,...,...,460,9523,...,...,1332,...,...,...,...,44885,...,...,141225
