"The Make of Commodities by Industries, Before Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Commodities,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other,
 331,Primary metals,...,...,...,...,...,...,261,...,79,249919,1897,252,6,412,...,...,11,...,...,6,...,86,...,3,314,19,431,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41,625,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1185,...,255547
 332,Fabricated metal products,...,...,...,...,...,...,2703,329,105,2812,319939,3842,415,204,726,276,406,336,...,6,0,11,231,...,380,1413,3441,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,256,1523,...,...,...,...,...,...,...,...,...,...,...,...,172,...,...,...,...,...,1529,...,341056
 333,Machinery,...,...,...,...,...,...,747,...,166,167,3408,320973,985,1095,1241,691,78,565,31,...,...,41,...,...,560,439,5690,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,146,...,1003,6383,...,...,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,335,...,344743
 334,Computer and electronic products,...,...,...,...,...,...,33,9,13,307,230,797,373009,1031,16,2722,48,492,...,35,...,101,30,...,809,230,7023,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9821,34315,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,431070
 335,"Electrical equipment, appliances, and components",...,...,...,...,...,...,52,...,148,1024,602,967,1156,118439,62,100,3,204,...,...,...,23,...,6,35,59,1705,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,253,1704,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,126542
 3361MV,"Motor vehicles, bodies and trailers, and parts",...,...,...,...,...,...,630,...,54,124,1069,2162,480,457,494721,382,46,37,...,44,...,...,...,...,88,394,1297,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,302,10121,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,947,...,513353
 3364OT,Other transportation equipment,...,...,...,...,...,...,761,...,...,6,1017,3128,1200,484,488,225295,...,...,...,13,...,...,...,...,70,107,1154,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2077,25186,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,277,...,261264
 337,Furniture and related products,...,...,...,...,...,...,545,519,149,8,358,104,0,6,9,...,78350,338,...,110,10,31,4,...,42,244,1635,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,56,401,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,82917
 339,Miscellaneous manufacturing,...,...,...,...,...,...,813,57,15,119,224,138,1147,33,9,184,341,135610,...,137,15,139,204,11,578,508,3978,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,352,7230,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,151842
 311FT,Food and beverage and tobacco products,...,...,...,...,...,...,133,...,...,...,...,...,...,...,...,...,...,...,704082,3,107,67,...,...,2938,14,6286,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,101,1852,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6,...,715590
 313TT,Textile mills and textile product mills,...,...,...,...,...,...,70,...,...,9,33,...,...,...,69,3,115,221,...,56636,232,42,91,...,4144,172,891,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,34,299,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10,...,63069
 315AL,Apparel and leather and allied products,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,145,23583,...,...,...,...,...,2711,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,36,218,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,26692
 322,Paper products,...,...,...,...,...,...,123,65,188,14,43,...,1,...,...,0,2,167,...,193,...,169212,463,...,556,1148,757,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,98,687,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,346,...,174063
 323,Printing and related support activities,...,...,...,...,...,...,9,...,...,...,15,...,56,...,...,...,...,289,...,131,61,451,70227,...,...,482,1336,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,206,29319,...,1063,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,238,...,103882
 324,Petroleum and coal products,...,...,...,286,...,...,164,...,137,1452,...,8,...,...,...,...,...,...,...,2,...,76,...,566725,31206,10,848,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39,1084,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,602035
 325,Chemical products,...,...,...,10,...,...,170,11,17,382,52,262,1330,212,0,3,...,279,2172,...,...,354,9,763,667142,3730,13888,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,725,36175,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,727687
 326,Plastics and rubber products,...,...,...,...,...,...,114,379,171,70,969,914,222,156,565,60,261,571,...,632,...,1324,147,19,1144,193845,2043,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,152,1400,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,111,...,205266
 42,Wholesale trade,...,720,...,...,...,...,4543,...,...,...,2,397,95,...,82,17,3,1773,3123,...,...,...,...,...,...,...,1177763,...,...,...,...,...,...,...,...,...,69,854,177,...,...,...,...,...,...,...,...,...,...,9673,...,15201,1306,...,40,...,0,...,...,...,...,...,...,...,...,53618,...,...,...,...,...,...,...,1269457
 441,Motor vehicle and parts dealers,...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,142114,...,...,...,...,...,...,36,...,...,385,291,...,...,...,...,3352,...,258,...,...,...,1323,...,43,34,...,...,...,38,...,...,...,...,...,259,...,...,66093,...,...,...,...,...,...,...,214233
 445,Food and beverage stores,...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,8367,...,...,...,...,...,...,...,...,...,163274,...,...,...,...,...,...,...,...,...,23,...,...,...,...,625,...,...,...,...,...,2126,...,7,17,...,70,...,...,...,...,...,...,...,16,...,12386,32,...,...,...,...,...,...,...,186946
 452,General merchandise stores,...,...,...,...,...,...,2746,...,...,...,...,...,...,...,...,...,...,...,2731,...,13,...,...,...,...,...,...,...,...,182607,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,191,...,0,119,...,12,...,...,...,...,...,...,...,...,...,2716,2767,...,...,...,...,...,...,...,193902
 4A0,Other retail,168,...,...,...,...,...,4434,...,...,...,...,...,...,...,...,...,...,2364,...,...,305,...,30,...,...,...,...,...,...,...,681543,...,...,...,...,...,...,2777,17,...,...,...,...,74,...,1,...,0,...,4065,...,1417,1033,...,1620,...,175,379,...,...,...,...,127,...,11646,13465,...,...,...,...,...,...,...,725638
 481,Air transportation,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,155874,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,102,20,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,155997
 482,Rail transportation,...,...,...,...,...,...,826,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,60726,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,256,...,88,11,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,61908
 483,Water transportation,...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,46953,...,...,...,1106,...,...,...,...,...,...,...,...,...,...,...,0,...,7,2,...,...,...,...,...,...,...,...,...,260,...,...,...,...,...,...,...,...,...,...,48330
 484,Truck transportation,...,...,...,...,...,...,161,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,...,...,...,...,...,275095,...,...,2099,4038,...,...,...,...,...,...,...,...,...,...,180,...,72,104,...,...,1410,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,283159
 485,Transit and ground passenger transportation,...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11,...,...,...,34,...,...,...,...,44416,...,299,...,...,...,...,...,...,...,...,...,...,4,...,...,0,23,...,...,...,...,18,...,...,...,...,...,...,...,3,...,...,...,...,...,...,...,44815
 486,Pipeline transportation,...,...,...,...,...,724,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25124,...,...,...,...,...,...,...,...,...,...,...,...,...,...,20,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25880
 487OS,Other transportation and support activities,...,0,...,...,...,...,73,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,62,...,...,...,12,256,...,1184,404,138,...,170130,4816,...,...,...,...,...,...,35,...,...,...,84,...,169,155,...,26,2,0,5,...,...,...,...,0,...,81,173,...,...,...,...,...,...,...,177806
 493,Warehousing and storage,...,...,...,...,...,...,47,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7,...,...,...,1307,...,...,132,67440,...,...,...,...,...,...,...,...,...,...,6,...,64,37,...,...,0,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,69040
 511,"Publishing industries, except internet (includes software)",...,...,...,...,...,...,13,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1342,...,...,...,650,...,...,...,169,...,...,...,...,...,...,...,...,202392,...,...,8403,...,...,...,...,...,...,20,...,13835,76020,...,654,...,913,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,304412
 512,Motion picture and sound recording industries,...,...,...,...,...,...,43,...,...,...,...,...,70,...,...,...,...,...,...,...,...,...,...,...,...,...,11,...,...,...,462,...,...,...,...,...,...,...,...,...,134467,...,...,...,...,...,...,...,100,88,...,212,173,...,...,...,...,...,...,...,...,...,61,...,...,...,...,...,...,...,...,...,...,135687
 513,Broadcasting and telecommunications,...,...,...,...,...,...,2270,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3479,...,...,...,1181,...,...,...,...,...,...,...,...,0,332,554938,0,...,...,...,...,...,...,3323,...,4590,77126,...,...,...,0,...,...,...,...,...,...,...,...,1466,...,...,...,...,...,...,...,648706
 514,"Data processing, internet publishing, and other information services",...,...,...,...,...,...,150,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,214,...,...,...,93,...,...,...,...,...,...,...,...,4587,...,82,82066,...,...,...,...,...,...,47,...,11759,20534,...,95,...,145,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,119772
 521CI,"Federal Reserve banks, credit intermediation, and related activities",...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,489,...,...,...,...,...,...,...,...,...,...,...,...,632799,45405,731,...,...,...,54379,...,3919,174,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,737902
 523,"Securities, commodity contracts, and investments",...,...,...,...,...,...,13,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,21227,475625,3081,...,...,...,...,...,3379,114,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,503439
 524,Insurance carriers and related activities,...,...,...,...,...,...,12,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1332,696525,...,...,0,...,282,5213,231,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,703595
 525,"Funds, trusts, and other financial vehicles",...,...,...,...,...,...,14,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,116369,...,...,...,...,181,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,116572
HS,Housing Services,...,...,...,...,...,...,31285,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1465536,...,...,...,16,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1496841
ORE,Other Real Estate,...,...,...,...,...,...,1138,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,261,...,...,874712,...,...,107,120,...,...,...,...,...,...,...,...,...,0,62,...,80,...,...,...,...,...,...,...,876480
 532RL,Rental and leasing services and lessors of intangible assets,...,...,...,...,...,...,170,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,66,...,...,...,2425,...,...,...,477,14,...,...,...,...,...,...,...,...,28,574,...,...,1391,261069,...,147,8,...,...,...,3,...,...,...,...,...,...,...,...,1569,...,...,...,...,...,...,...,267938
 5411,Legal services,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,288102,265,145,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,288511
 5415,Computer systems design and related services,...,...,...,...,...,...,13,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3883,...,...,...,1180,...,...,...,...,...,...,...,...,1174,...,110,18318,...,...,...,...,...,...,...,...,216137,5273,...,2403,...,936,...,...,...,...,...,...,...,...,88,...,...,...,...,...,...,...,249514
 5412OP,"Miscellaneous professional, scientific, and technical services",...,...,...,...,...,...,1586,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,594,...,...,...,0,...,...,...,2306,...,...,...,...,...,...,...,...,...,...,...,30,...,...,...,...,...,...,20,...,19369,978905,...,1446,...,...,...,...,...,...,7,...,...,...,858,...,...,...,...,...,...,...,1005120
 55,Management of companies and enterprises,...,...,...,...,...,...,288,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7118,3859,420440,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,431705
 561,Administrative and support services,...,...,...,...,...,...,1509,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2087,...,...,...,...,...,...,...,1332,...,...,...,...,...,...,...,...,...,...,...,...,...,...,48,...,...,516,23,...,5444,5420,...,572089,39,8,6,...,...,62,...,...,...,...,6,...,...,...,...,...,...,...,588590
 562,Waste management and remediation services,...,...,149,...,...,...,37,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,153,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,62,...,36,73,...,...,74000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1278,...,75787
 61,Educational services,...,...,...,...,...,...,851,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,535,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4,...,...,207,110,...,3068,19826,...,...,...,190754,...,...,...,...,861,...,6375,4543,8,...,...,...,...,...,...,...,227143
 621,Ambulatory health care services,...,...,...,...,...,...,453,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6766,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3839,...,384,173,...,...,...,...,698862,...,196,...,...,...,...,182,...,...,...,...,...,...,...,...,710856
 622,Hospitals,...,...,...,...,...,...,993,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1842,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,832,...,1534,3432,...,...,...,...,2128,517768,67,...,...,...,...,2483,...,...,...,...,...,...,...,...,531078
 623,Nursing and residential care facilities,...,...,...,...,...,...,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,23,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,85,0,...,17,25,...,...,...,...,749,...,169729,334,...,...,...,499,...,...,...,...,...,...,...,...,171466
 624,Social assistance,...,...,...,...,...,...,44,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,130,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41,16,...,...,...,...,106,...,1993,131820,...,...,...,0,...,...,...,...,...,...,...,...,134149
 711AS,"Performing arts, spectator sports, museums, and related activities",...,...,...,...,...,...,176,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,997,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2954,...,18,5222,...,...,...,27,...,...,...,...,111590,2834,2,2213,253,...,...,...,...,...,...,...,126286
 713,"Amusements, gambling, and recreation industries",...,...,...,...,...,...,150,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2330,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,289,...,13,152,...,...,...,1270,...,...,...,...,187,93334,416,13627,903,...,...,...,...,...,...,...,112673
 721,Accommodation,...,...,...,...,...,...,2528,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1987,...,...,...,...,...,...,...,...,...,...,250,...,...,...,...,...,7712,732,853,...,27,3,...,0,...,...,...,...,...,...,1066,29528,119261,31236,871,...,...,...,...,...,...,...,196054
 722,Food services and drinking places,...,...,...,...,...,...,916,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2615,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,8,1,...,...,...,...,...,...,...,...,...,881,143,508331,...,...,...,...,...,...,99,...,512995
 81,"Other services, except government",...,...,...,...,...,...,826,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,490,...,...,...,4596,...,...,...,...,...,...,...,...,...,...,...,322,...,...,...,...,...,305,279,...,463,851,...,0,...,3,...,...,...,33,...,...,...,4029,521643,...,...,...,...,...,...,...,533841
GFGD,Federal general government (defense),...,...,...,...,...,...,4,...,...,...,...,2,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,38,...,13,...,...,...,...,...,...,...,...,2079,18222,...,...,...,209,...,1326,...,...,19,...,...,...,...,526072,...,...,...,...,...,...,547984
GFGN,Federal general government (nondefense),...,136,...,...,...,69,272,...,...,1,...,...,...,...,...,...,...,81,...,...,...,...,11,...,9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,238,...,...,...,...,...,...,106,...,...,...,...,2370,11587,...,...,...,...,...,1135,...,...,...,...,...,...,...,...,272278,591,...,...,...,1703,290587
 GFE,Federal government enterprises,...,...,...,...,...,12248,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3494,...,...,...,...,...,...,...,...,...,119,...,...,...,...,-74,...,...,698,...,...,46,...,...,...,...,...,...,...,...,...,...,...,...,2334,1,...,...,77139,...,...,...,...,96005
 GSLG,State and local general government,463,2715,...,356,...,998,17570,174,...,...,...,...,...,...,...,...,...,947,1380,...,1076,491,1250,...,80,...,...,...,...,...,...,...,...,...,...,...,...,...,...,407,1,...,1885,...,...,...,19930,...,...,...,...,4132,40442,...,7333,13260,75082,21161,128633,...,3289,2835,2484,8049,15353,1052,...,...,...,1411371,...,3796,...,1787992
 GSLE,State and local government enterprises,...,...,...,...,...,83428,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2057,...,128,206,...,11777,...,9696,...,...,...,...,...,14,...,3,...,5545,15479,...,...,...,...,...,...,...,...,...,...,...,...,446,25967,...,...,1995,...,...,...,...,67345,...,...,224087
