"The Make of Commodities by Industries, Before Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Commodities,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other,
 339,Miscellaneous manufacturing,...,...,...,...,...,...,568,103,150,204,616,681,580,85,40,131,439,108953,...,160,27,119,144,43,831,727,2136,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,282,5205,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,122224
 311FT,Food and beverage and tobacco products,...,...,...,...,...,...,120,...,...,...,...,...,...,...,...,...,...,...,554631,22,0,11,...,...,3025,28,5599,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,138,1440,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,565014
 313TT,Textile mills and textile product mills,...,...,...,...,...,...,54,...,...,55,115,...,...,...,256,0,404,188,...,67209,365,125,70,...,5424,592,808,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41,179,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14,...,75901
 315AL,Apparel and leather and allied products,...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,906,46040,...,...,...,...,...,2492,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,24,127,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,49592
 322,Paper products,...,...,...,...,...,...,133,86,19,137,241,...,16,...,...,0,64,315,...,327,...,147017,345,...,564,1613,626,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,77,482,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,224,...,152285
 323,Printing and related support activities,...,...,...,...,...,...,7,...,...,...,27,...,170,...,...,...,...,243,...,53,19,706,72279,...,...,168,1170,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,215,23579,...,973,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,194,...,99804
 324,Petroleum and coal products,...,...,...,168,...,...,129,...,132,496,...,59,...,...,...,...,...,...,...,54,...,14,...,198455,10995,56,192,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6,821,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,211577
 325,Chemical products,...,...,...,25,...,...,151,36,90,76,227,839,1026,112,101,0,...,435,1670,...,...,213,9,1778,434052,3051,5882,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,620,19295,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,469686
 326,Plastics and rubber products,...,...,...,...,...,...,103,168,147,152,936,2091,443,363,956,115,141,617,...,272,...,1246,145,0,1045,160316,1733,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,122,1010,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,149,...,172269
 42,Wholesale trade,...,398,...,...,...,...,2477,...,...,...,4,332,48,...,52,18,22,1821,2289,...,...,...,...,...,...,...,833456,...,...,...,...,...,...,...,...,...,28,324,86,...,...,...,...,...,...,...,...,...,...,8155,...,13144,1107,...,95,...,21,...,...,...,...,...,...,...,...,30011,...,...,...,...,...,...,...,893889
 441,Motor vehicle and parts dealers,...,...,...,...,...,...,13,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,133167,...,...,...,...,...,...,2,...,...,562,165,...,...,...,...,2985,...,22,...,...,...,888,...,24,33,...,...,...,62,...,...,...,...,...,151,...,...,70456,...,...,...,...,...,...,...,208530
 445,Food and beverage stores,...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,6657,...,...,...,...,...,...,...,...,...,136264,...,...,...,...,...,...,...,...,...,11,...,...,...,...,49,...,...,...,...,...,602,...,10,17,...,61,...,...,...,...,...,...,...,59,...,9269,359,...,...,...,...,...,...,...,153364
 452,General merchandise stores,...,...,...,...,...,...,1409,...,...,...,...,...,...,...,...,...,...,...,1592,...,7,...,...,...,...,...,...,...,...,129819,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,95,...,89,65,...,6,...,...,...,...,...,...,...,...,...,2079,3034,...,...,...,...,...,...,...,138195
 4A0,Other retail,173,...,...,...,...,...,1308,...,...,...,...,...,...,...,...,...,...,1129,...,...,374,...,2,...,...,...,...,...,...,...,505979,...,...,...,...,...,...,1436,11,...,...,...,...,56,...,15,...,38,...,6156,...,1451,955,...,1301,...,119,303,...,...,...,...,185,...,7512,11796,...,...,...,...,...,...,...,540301
 481,Air transportation,...,...,...,...,...,...,20,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,100549,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,89,30,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,100688
 482,Rail transportation,...,...,...,...,...,...,264,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,40871,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,176,...,22,16,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41350
 483,Water transportation,...,...,...,...,...,...,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,26360,...,...,...,538,...,...,...,...,...,...,...,...,...,...,...,35,...,11,3,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,26953
 484,Truck transportation,...,...,...,...,...,...,84,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,56,...,...,...,...,...,...,...,202203,...,...,1257,2116,...,...,...,...,...,...,...,...,...,...,0,...,71,179,...,...,50,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,206016
 485,Transit and ground passenger transportation,...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,...,4,...,...,...,...,27050,...,194,...,...,...,...,...,...,...,...,...,...,0,...,...,2,56,...,...,...,...,11,...,...,...,...,...,...,...,19,...,...,...,...,...,...,...,27344
 486,Pipeline transportation,...,...,...,...,...,181,24,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22045,...,...,...,...,...,...,...,...,...,...,...,...,...,...,13,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22271
 487OS,Other transportation and support activities,...,5,...,...,...,...,120,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,199,...,...,...,47,160,...,85,201,38,...,116074,3923,...,...,...,...,...,...,0,...,...,...,86,...,135,1739,...,11,0,42,15,...,...,...,...,2,...,88,182,...,...,...,...,...,...,...,123149
 493,Warehousing and storage,...,...,...,...,...,...,105,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,384,...,...,...,764,...,...,794,37468,...,...,...,...,...,...,...,...,...,...,0,...,63,92,...,...,1,...,...,...,...,...,...,...,...,...,9,...,...,...,...,...,...,...,39680
 511,"Publishing industries, except internet (includes software)",...,...,...,...,...,...,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1579,...,...,...,466,...,...,...,284,...,...,...,...,...,...,...,...,172628,...,...,4642,...,...,...,...,...,...,22,...,13175,67579,...,701,...,936,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,262018
 512,Motion picture and sound recording industries,...,...,...,...,...,...,3,...,...,...,...,...,101,...,...,...,...,...,...,...,...,...,...,...,...,...,256,...,...,...,99,...,...,...,...,...,...,...,...,...,118555,...,...,...,...,...,...,...,66,46,...,143,165,...,...,...,...,...,...,...,...,...,29,...,...,...,...,...,...,...,...,...,...,119463
 513,Broadcasting and telecommunications,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2414,...,...,...,359,...,...,...,...,...,...,...,...,0,171,497686,408,...,...,...,...,...,...,2075,...,5258,67124,...,...,...,2,...,...,...,...,...,...,...,...,1525,...,...,...,...,...,...,...,577022
 514,"Data processing, internet publishing, and other information services",...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,138,...,...,...,131,...,...,...,...,...,...,...,...,3487,...,189,56539,...,...,...,...,...,...,64,...,16135,5731,...,134,...,179,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,82728
 521CI,"Federal Reserve banks, credit intermediation, and related activities",...,...,...,...,...,...,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,650,...,...,...,...,...,...,...,...,...,...,...,...,539347,43994,0,...,...,...,54359,...,3019,184,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,641557
 523,"Securities, commodity contracts, and investments",...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5771,278999,700,...,...,...,...,...,1777,121,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,287371
 524,Insurance carriers and related activities,...,...,...,...,...,...,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,498,470766,...,...,687,...,207,4370,244,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,476777
 525,"Funds, trusts, and other financial vehicles",...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,72476,...,...,...,...,78,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,72564
HS,Housing Services,...,...,...,...,...,...,24893,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1121811,...,...,...,15,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1146723
ORE,Other Real Estate,...,...,...,...,...,...,34,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,...,571413,...,...,75,19,...,...,...,...,...,...,...,...,...,4,53,...,59,...,...,...,...,...,...,...,571656
 532RL,Rental and leasing services and lessors of intangible assets,...,...,...,...,...,...,44,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,143,...,...,...,2127,...,...,...,308,21,...,...,...,...,...,...,...,...,7,0,...,...,847,195831,...,106,9,...,...,...,0,...,...,...,...,...,...,...,...,492,...,...,...,...,...,...,...,199935
 5411,Legal services,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,215735,221,98,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,216054
 5415,Computer systems design and related services,...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5658,...,...,...,327,...,...,...,...,...,...,...,...,1409,...,149,10237,...,...,...,...,...,...,...,...,167193,3702,...,2576,...,536,...,...,...,...,...,...,...,...,2462,...,...,...,...,...,...,...,194252
 5412OP,"Miscellaneous professional, scientific, and technical services",...,...,...,...,...,...,364,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25,...,...,...,1,...,...,...,2642,...,...,...,...,...,...,...,...,...,...,...,27,...,...,...,...,...,...,0,...,12073,699804,...,996,...,...,...,...,...,...,0,...,...,...,1075,...,...,...,...,...,...,...,717007
 55,Management of companies and enterprises,...,...,...,...,...,...,61,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4589,2830,254971,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,262452
 561,Administrative and support services,...,...,...,...,...,...,615,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1512,...,...,...,...,...,...,...,1322,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41,...,...,0,0,...,3606,4553,...,402099,281,0,4,...,...,12,...,...,...,...,0,...,...,...,...,...,...,...,414044
 562,Waste management and remediation services,...,...,53,...,...,...,28,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,64,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,57,...,9,110,...,...,52105,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,425,...,52850
 61,Educational services,...,...,...,...,...,...,567,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,717,...,...,...,...,...,...,...,...,...,...,...,...,...,...,23,...,...,23,0,...,2248,15129,...,...,...,137728,...,...,...,...,286,...,4756,4951,16,...,...,...,...,...,...,...,166443
 621,Ambulatory health care services,...,...,...,...,...,...,265,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5838,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1362,...,175,123,...,...,...,...,522775,...,383,...,...,...,...,222,...,...,...,...,...,...,...,...,531142
 622,Hospitals,...,...,...,...,...,...,746,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1009,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,391,...,1003,3208,...,...,...,...,7000,367221,847,...,...,...,...,1283,...,...,...,...,...,...,...,...,382709
 623,Nursing and residential care facilities,...,...,...,...,...,...,29,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,60,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,21,312,...,22,18,...,...,...,...,755,...,125576,12,...,...,...,246,...,...,...,...,...,...,...,...,127051
 624,Social assistance,...,...,...,...,...,...,160,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,366,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,58,19,...,...,...,...,162,...,222,100285,...,...,...,127,...,...,...,...,...,...,...,...,101399
 711AS,"Performing arts, spectator sports, museums, and related activities",...,...,...,...,...,...,224,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1439,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3590,...,44,3565,...,...,...,47,...,...,...,...,78679,1703,1,886,171,...,...,...,...,...,...,...,90348
 713,"Amusements, gambling, and recreation industries",...,...,...,...,...,...,220,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1695,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,101,...,10,104,...,...,...,1652,...,...,...,...,143,59383,243,10710,565,...,...,...,...,...,...,...,74824
 721,Accommodation,...,...,...,...,...,...,744,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1504,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,6168,0,0,...,6,3,...,0,...,...,...,...,...,...,0,26120,91462,22730,0,...,...,...,...,...,...,...,148737
 722,Food services and drinking places,...,...,...,...,...,...,716,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1527,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,2,1,...,...,...,...,...,...,...,...,...,1457,598,394627,...,...,...,...,...,...,66,...,398996
 81,"Other services, except government",...,...,...,...,...,...,823,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,330,...,...,...,1927,...,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,0,334,...,518,1463,...,40,...,9,...,...,...,0,...,...,...,3091,448424,...,...,...,...,...,...,...,456958
GFGD,Federal general government (defense),...,...,...,...,...,...,8,...,...,...,...,1,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25,...,8,...,...,...,...,...,...,...,...,2090,12868,...,...,...,141,...,899,...,...,13,...,...,...,...,358098,...,...,...,...,...,...,374153
GFGN,Federal general government (nondefense),...,91,...,...,...,46,252,...,...,1,...,...,...,...,...,...,...,54,...,...,...,...,7,...,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,159,...,...,...,...,...,...,71,...,...,...,...,2110,10330,...,...,...,...,...,1178,...,...,...,...,...,...,...,...,202229,394,...,...,...,675,217601
 GFE,Federal government enterprises,...,...,...,...,...,9793,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1525,...,...,...,...,...,...,...,...,...,98,...,...,...,...,256,...,...,581,...,...,33,...,...,...,...,...,...,...,...,...,...,...,...,1775,1,...,...,68982,...,...,...,...,83044
 GSLG,State and local general government,356,2078,...,273,...,762,13900,134,...,...,...,...,...,...,...,...,...,737,1055,...,818,370,958,...,61,...,...,...,...,...,...,...,...,...,...,...,...,...,...,315,1,...,1448,...,...,...,15240,...,...,...,...,3126,32980,...,5603,10145,57450,16191,98561,...,2516,2169,1901,6159,11729,805,...,...,...,1091038,...,2905,...,1381784
 GSLE,State and local government enterprises,...,...,...,...,...,61356,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1534,...,85,185,...,8959,...,6955,...,...,...,...,...,59,...,1,...,4442,10387,...,...,...,...,...,...,...,...,...,...,...,...,469,14497,...,...,1425,...,...,...,...,51100,...,...,161454
