"The Make of Commodities by Industries, Before Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Commodities,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other,
 331,Primary metals,...,...,...,...,...,...,430,...,136,227801,1570,289,11,681,...,...,15,...,...,8,...,73,...,13,479,18,1004,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,47,399,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1157,...,234132
 332,Fabricated metal products,...,...,...,...,...,...,2673,471,149,1938,275324,3910,446,182,1230,424,371,510,...,7,0,8,252,...,341,1219,3006,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,243,1282,...,...,...,...,...,...,...,...,...,...,...,...,66,...,...,...,...,...,954,...,295006
 333,Machinery,...,...,...,...,...,...,910,...,165,119,3438,294707,1071,994,883,1208,102,520,7,...,...,14,...,...,361,366,4631,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,71,...,906,5459,...,...,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,133,...,316064
 334,Computer and electronic products,...,...,...,...,...,...,56,11,45,145,189,809,315640,910,6,2368,39,649,...,8,...,42,184,...,499,138,4248,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10319,32394,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,368702
 335,"Electrical equipment, appliances, and components",...,...,...,...,...,...,101,...,104,643,395,759,1145,101782,27,74,4,120,...,...,...,13,...,2,27,52,1124,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,212,1745,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,108328
 3361MV,"Motor vehicles, bodies and trailers, and parts",...,...,...,...,...,...,930,...,81,144,901,1900,592,716,407440,542,60,40,...,49,...,...,...,...,173,367,1068,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,308,6837,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,522,...,422670
 3364OT,Other transportation equipment,...,...,...,...,...,...,1840,...,...,4,946,2345,1365,707,507,217671,...,...,...,3,...,...,...,...,34,96,644,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2642,19029,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,258,...,248092
 337,Furniture and related products,...,...,...,...,...,...,652,340,87,4,220,75,0,2,7,...,54255,209,...,82,14,10,2,...,24,125,1182,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,45,237,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,57571
 339,Miscellaneous manufacturing,...,...,...,...,...,...,790,122,32,74,132,363,744,33,4,261,495,138150,...,217,127,163,182,7,580,423,3906,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,328,7184,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,154317
 311FT,Food and beverage and tobacco products,...,...,...,...,...,...,300,...,...,...,...,...,...,...,...,...,...,...,791351,7,18,352,...,...,4022,50,5682,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,53,2394,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,33,...,804260
 313TT,Textile mills and textile product mills,...,...,...,...,...,...,133,...,...,3,20,...,...,...,58,2,87,153,...,44209,1258,19,68,...,3010,127,532,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,19,167,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7,...,49872
 315AL,Apparel and leather and allied products,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,4,17203,...,...,...,...,...,1249,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25,121,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,18603
 322,Paper products,...,...,...,...,...,...,296,121,192,13,44,...,4,...,...,0,6,189,...,299,...,163283,570,...,928,1367,625,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,64,398,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,328,...,168730
 323,Printing and related support activities,...,...,...,...,...,...,11,...,...,...,8,...,92,...,...,...,...,265,...,151,896,271,58666,...,...,289,865,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,197,21066,...,590,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,132,...,83499
 324,Petroleum and coal products,...,...,...,295,...,...,391,...,107,2078,...,10,...,...,...,...,...,...,...,1,...,16,...,565637,31349,3,1056,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,103,646,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,601691
 325,Chemical products,...,...,...,8,...,...,309,19,70,262,179,324,1491,176,0,4,...,290,1754,...,...,276,10,1046,657130,3735,14714,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,718,32341,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,714857
 326,Plastics and rubber products,...,...,...,...,...,...,244,502,247,45,824,655,166,176,336,62,243,639,...,713,...,984,199,47,938,175095,1641,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,75,1127,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,121,...,185079
 42,Wholesale trade,...,714,...,...,...,...,3314,...,...,...,2,339,159,...,70,15,2,1540,3602,...,...,...,...,...,...,...,1165832,...,...,...,...,...,...,...,...,...,77,791,155,...,...,...,...,...,...,...,...,...,...,8574,...,16222,1078,...,35,...,0,...,...,...,...,...,...,...,...,50542,...,...,...,...,...,...,...,1253064
 441,Motor vehicle and parts dealers,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,138362,...,...,...,...,...,...,43,...,...,363,321,...,...,...,...,2646,...,204,...,...,...,1215,...,14,26,...,...,...,45,...,...,...,...,...,245,...,...,63140,...,...,...,...,...,...,...,206625
 445,Food and beverage stores,...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,8875,...,...,...,...,...,...,...,...,...,174030,...,...,...,...,...,...,...,...,...,27,...,...,...,...,666,...,...,...,...,...,1520,...,0,13,...,75,...,...,...,...,...,...,...,17,...,13629,34,...,...,...,...,...,...,...,198889
 452,General merchandise stores,...,...,...,...,...,...,1294,...,...,...,...,...,...,...,...,...,...,...,3118,...,11,...,...,...,...,...,...,...,...,205927,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,157,...,3,109,...,9,...,...,...,...,...,...,...,...,...,2989,2988,...,...,...,...,...,...,...,216606
 4A0,Other retail,134,...,...,...,...,...,2900,...,...,...,...,...,...,...,...,...,...,2076,...,...,216,...,26,...,...,...,...,...,...,...,662946,...,...,...,...,...,...,2937,19,...,...,...,...,81,...,1,...,0,...,3775,...,1318,877,...,1536,...,207,428,...,...,...,...,116,...,12815,13013,...,...,...,...,...,...,...,705420
 481,Air transportation,...,...,...,...,...,...,12,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,153353,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,230,15,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,153610
 482,Rail transportation,...,...,...,...,...,...,1374,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,65217,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,281,...,95,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,66975
 483,Water transportation,...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,52550,...,...,...,1174,...,...,...,...,...,...,...,...,...,...,...,0,...,20,1,...,...,...,...,...,...,...,...,...,255,...,...,...,...,...,...,...,...,...,...,54004
 484,Truck transportation,...,...,...,...,...,...,218,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2,...,...,...,...,...,...,...,246196,...,...,1883,3556,...,...,...,...,...,...,...,...,...,...,162,...,72,93,...,...,1261,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,253443
 485,Transit and ground passenger transportation,...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11,...,...,...,29,...,...,...,...,45444,...,302,...,...,...,...,...,...,...,...,...,...,4,...,...,0,24,...,...,...,...,19,...,...,...,...,...,...,...,3,...,...,...,...,...,...,...,45842
 486,Pipeline transportation,...,...,...,...,...,665,36,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25077,...,...,...,...,...,...,...,...,...,...,...,...,...,...,28,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25811
 487OS,Other transportation and support activities,...,0,...,...,...,...,158,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,92,...,...,...,12,253,...,1109,370,134,...,161090,4839,...,...,...,...,...,...,33,...,...,...,83,...,109,136,...,25,2,0,6,...,...,...,...,0,...,81,180,...,...,...,...,...,...,...,168714
 493,Warehousing and storage,...,...,...,...,...,...,15,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8,...,...,...,1455,...,...,147,74529,...,...,...,...,...,...,...,...,...,...,6,...,143,36,...,...,0,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,76340
 511,"Publishing industries, except internet (includes software)",...,...,...,...,...,...,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1028,...,...,...,695,...,...,...,157,...,...,...,...,...,...,...,...,204443,...,...,7884,...,...,...,...,...,...,17,...,14792,57707,...,542,...,968,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,288237
 512,Motion picture and sound recording industries,...,...,...,...,...,...,33,...,...,...,...,...,70,...,...,...,...,...,...,...,...,...,...,...,...,...,10,...,...,...,486,...,...,...,...,...,...,...,...,...,134675,...,...,...,...,...,...,...,104,90,...,302,228,...,...,...,...,...,...,...,...,...,65,...,...,...,...,...,...,...,...,...,...,136063
 513,Broadcasting and telecommunications,...,...,...,...,...,...,1286,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3750,...,...,...,1216,...,...,...,...,...,...,...,...,0,347,591785,0,...,...,...,...,...,...,3318,...,3890,83231,...,...,...,0,...,...,...,...,...,...,...,...,1597,...,...,...,...,...,...,...,690421
 514,"Data processing, internet publishing, and other information services",...,...,...,...,...,...,41,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,239,...,...,...,101,...,...,...,...,...,...,...,...,5396,...,93,93933,...,...,...,...,...,...,53,...,13627,27401,...,109,...,166,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,141159
 521CI,"Federal Reserve banks, credit intermediation, and related activities",...,...,...,...,...,...,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,380,...,...,...,...,...,...,...,...,...,...,...,...,572294,41935,689,...,...,...,44324,...,4369,158,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,664153
 523,"Securities, commodity contracts, and investments",...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,14523,398761,2411,...,...,...,...,...,2561,104,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,418361
 524,Insurance carriers and related activities,...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1383,691324,...,...,0,...,321,6193,210,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,699437
 525,"Funds, trusts, and other financial vehicles",...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,106531,...,...,...,...,272,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,106812
HS,Housing Services,...,...,...,...,...,...,10183,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1595190,...,...,...,76,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1605453
ORE,Other Real Estate,...,...,...,...,...,...,987,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,265,...,...,760057,...,...,99,116,...,...,...,...,...,...,...,...,...,0,58,...,85,...,...,...,...,...,...,...,761667
 532RL,Rental and leasing services and lessors of intangible assets,...,...,...,...,...,...,55,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,66,...,...,...,1787,...,...,...,433,13,...,...,...,...,...,...,...,...,21,503,...,...,1359,260824,...,136,7,...,...,...,3,...,...,...,...,...,...,...,...,1360,...,...,...,...,...,...,...,266567
 5411,Legal services,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,279741,233,133,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,280107
 5415,Computer systems design and related services,...,...,...,...,...,...,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5631,...,...,...,1670,...,...,...,...,...,...,...,...,1360,...,131,23891,...,...,...,...,...,...,...,...,248325,4926,...,2803,...,1081,...,...,...,...,...,...,...,...,100,...,...,...,...,...,...,...,289922
 5412OP,"Miscellaneous professional, scientific, and technical services",...,...,...,...,...,...,647,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,536,...,...,...,0,...,...,...,3059,...,...,...,...,...,...,...,...,...,...,...,27,...,...,...,...,...,...,24,...,20730,1011576,...,1574,...,...,...,...,...,...,6,...,...,...,951,...,...,...,...,...,...,...,1039129
 55,Management of companies and enterprises,...,...,...,...,...,...,69,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7797,3966,435238,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,447069
 561,Administrative and support services,...,...,...,...,...,...,514,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1922,...,...,...,...,...,...,...,1059,...,...,...,...,...,...,...,...,...,...,...,...,...,...,56,...,...,599,25,...,4964,5295,...,574070,37,8,6,...,...,59,...,...,...,...,6,...,...,...,...,...,...,...,588621
 562,Waste management and remediation services,...,...,165,...,...,...,63,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,130,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,64,...,25,101,...,...,80626,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1459,...,82635
 61,Educational services,...,...,...,...,...,...,638,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,620,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5,...,...,235,125,...,3564,23411,...,...,...,235183,...,...,...,...,1020,...,9810,4821,10,...,...,...,...,...,...,...,279443
 621,Ambulatory health care services,...,...,...,...,...,...,394,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7813,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4343,...,528,153,...,...,...,...,791512,...,242,...,...,...,...,205,...,...,...,...,...,...,...,...,805190
 622,Hospitals,...,...,...,...,...,...,1582,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2129,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,959,...,1693,3907,...,...,...,...,2464,607998,78,...,...,...,...,2862,...,...,...,...,...,...,...,...,623672
 623,Nursing and residential care facilities,...,...,...,...,...,...,35,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,26,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,95,0,...,10,22,...,...,...,...,847,...,192290,341,...,...,...,564,...,...,...,...,...,...,...,...,194231
 624,Social assistance,...,...,...,...,...,...,166,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,150,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42,13,...,...,...,...,125,...,2498,153316,...,...,...,0,...,...,...,...,...,...,...,...,156310
 711AS,"Performing arts, spectator sports, museums, and related activities",...,...,...,...,...,...,298,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1031,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3150,...,26,5660,...,...,...,30,...,...,...,...,116940,2502,3,2299,264,...,...,...,...,...,...,...,132203
 713,"Amusements, gambling, and recreation industries",...,...,...,...,...,...,178,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2256,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,288,...,26,156,...,...,...,1356,...,...,...,...,179,93910,411,13443,831,...,...,...,...,...,...,...,113033
 721,Accommodation,...,...,...,...,...,...,307,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1907,...,...,...,...,...,...,...,...,...,...,233,...,...,...,...,...,7415,685,796,...,25,2,...,0,...,...,...,...,...,...,1009,23840,112495,29305,812,...,...,...,...,...,...,...,178831
 722,Food services and drinking places,...,...,...,...,...,...,477,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2692,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,0,1,...,...,...,...,...,...,...,...,...,893,145,535654,...,...,...,...,...,...,104,...,539966
 81,"Other services, except government",...,...,...,...,...,...,590,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,454,...,...,...,4550,...,...,...,...,...,...,...,...,...,...,...,303,...,...,...,...,...,305,262,...,452,926,...,0,...,3,...,...,...,34,...,...,...,4407,527300,...,...,...,...,...,...,...,539586
GFGD,Federal general government (defense),...,...,...,...,...,...,4,...,...,...,...,2,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41,...,14,...,...,...,...,...,...,...,...,2615,19194,...,...,...,227,...,1445,...,...,20,...,...,...,...,653213,...,...,...,...,...,...,676777
GFGN,Federal general government (nondefense),...,217,...,...,...,110,424,...,...,1,...,...,...,...,...,...,...,129,...,...,...,...,17,...,14,...,...,...,...,...,...,...,...,...,...,...,...,...,...,380,...,...,...,...,...,...,169,...,...,...,...,2895,12368,...,...,...,...,...,2824,...,...,...,...,...,...,...,...,350692,945,...,...,...,2242,373430
 GFE,Federal government enterprises,...,...,...,...,...,14048,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3557,...,...,...,...,...,...,...,...,...,118,...,...,...,...,862,...,...,794,...,...,40,...,...,...,...,...,...,...,...,...,...,...,...,2400,1,...,...,74102,...,...,...,...,95921
 GSLG,State and local general government,527,3079,...,404,...,1129,17675,199,...,...,...,...,...,...,...,...,...,1092,1564,...,1212,548,1419,...,91,...,...,...,...,...,...,...,...,...,...,...,...,...,...,467,1,...,2145,...,...,...,22576,...,...,...,...,4668,43548,...,8300,15029,81599,23985,150996,...,3728,3214,2815,9123,17375,1193,...,...,...,1518304,...,4303,...,1942306
 GSLE,State and local government enterprises,...,...,...,...,...,93211,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2306,...,142,207,...,13045,...,10147,...,...,...,...,...,27,...,1,...,5726,20108,...,...,...,...,...,...,...,...,...,...,...,...,417,26333,...,...,2875,...,...,...,...,76580,...,...,251124
