"The Make of Commodities by Industries, Before Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Commodities,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other,
 334,Computer and electronic products,...,...,...,...,...,...,94,18,499,120,195,729,301008,642,3,2899,25,515,...,7,...,34,16,...,615,131,4513,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,10364,31002,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,353430
 335,"Electrical equipment, appliances, and components",...,...,...,...,...,...,176,...,107,487,444,774,1370,95088,24,55,5,114,...,...,...,15,...,2,35,40,1118,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,285,1707,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,101848
 3361MV,"Motor vehicles, bodies and trailers, and parts",...,...,...,...,...,...,1481,...,76,134,1037,2242,686,761,303172,759,47,63,...,66,...,...,...,...,285,486,771,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,209,7320,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,414,...,320009
 3364OT,Other transportation equipment,...,...,...,...,...,...,2808,...,...,3,1137,2267,1341,704,286,214980,...,...,...,17,...,...,...,...,71,87,618,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2534,22947,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,291,...,250092
 337,Furniture and related products,...,...,...,...,...,...,1762,516,114,3,228,87,0,5,3,...,55024,225,...,113,25,12,3,...,30,128,1164,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,53,253,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,59749
 339,Miscellaneous manufacturing,...,...,...,...,...,...,943,132,34,65,135,376,834,33,2,115,356,132583,...,290,67,177,157,5,972,395,3432,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,293,7963,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,149360
 311FT,Food and beverage and tobacco products,...,...,...,...,...,...,456,...,...,...,...,...,...,...,...,...,...,...,762673,0,8,693,...,...,3128,1,5988,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,74,1835,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,774856
 313TT,Textile mills and textile product mills,...,...,...,...,...,...,209,...,...,2,14,...,...,...,23,2,82,111,...,42021,488,17,57,...,2322,98,492,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22,145,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15,...,46120
 315AL,Apparel and leather and allied products,...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,13,16220,...,...,...,...,...,1370,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22,107,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,17739
 322,Paper products,...,...,...,...,...,...,463,145,134,11,53,...,0,...,...,0,3,160,...,325,...,154170,630,...,1109,1456,631,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,56,401,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,260,...,160007
 323,Printing and related support activities,...,...,...,...,...,...,22,...,...,...,7,...,107,...,...,...,...,243,...,158,737,254,58277,...,...,298,819,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,196,21934,...,577,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,129,...,83757
 324,Petroleum and coal products,...,...,...,265,...,...,607,...,101,1405,...,8,...,...,...,...,...,...,...,0,...,13,...,449081,26046,2,874,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42,911,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,479356
 325,Chemical products,...,...,...,8,...,...,509,10,288,142,106,225,925,121,0,2,...,189,5682,...,...,175,6,695,563570,2885,15605,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,755,30748,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,622647
 326,Plastics and rubber products,...,...,...,...,...,...,371,524,249,41,771,602,141,155,194,53,211,549,...,610,...,919,168,54,882,156445,1667,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,93,1377,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,96,...,166171
 42,Wholesale trade,...,675,...,...,...,...,3276,...,...,...,1,295,199,...,63,14,2,1327,3567,...,...,...,...,...,...,...,1006405,...,...,...,...,...,...,...,...,...,57,774,166,...,...,...,...,...,...,...,...,...,...,8492,...,16053,938,...,35,...,0,...,...,...,...,...,...,...,...,49710,...,...,...,...,...,...,...,1092049
 441,Motor vehicle and parts dealers,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,88035,...,...,...,...,...,...,39,...,...,343,301,...,...,...,...,2364,...,182,...,...,...,1183,...,25,19,...,...,...,41,...,...,...,...,...,231,...,...,60481,...,...,...,...,...,...,...,153245
 445,Food and beverage stores,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,8690,...,...,...,...,...,...,...,...,...,167628,...,...,...,...,...,...,...,...,...,24,...,...,...,...,651,...,...,...,...,...,1703,...,0,10,...,73,...,...,...,...,...,...,...,16,...,13045,33,...,...,...,...,...,...,...,191873
 452,General merchandise stores,...,...,...,...,...,...,1299,...,...,...,...,...,...,...,...,...,...,...,2996,...,11,...,...,...,...,...,...,...,...,198338,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,161,...,3,110,...,10,...,...,...,...,...,...,...,...,...,2861,2902,...,...,...,...,...,...,...,208690
 4A0,Other retail,134,...,...,...,...,...,2912,...,...,...,...,...,...,...,...,...,...,2048,...,...,249,...,26,...,...,...,...,...,...,...,627944,...,...,...,...,...,...,2773,18,...,...,...,...,79,...,1,...,0,...,3632,...,1257,693,...,1490,...,189,418,...,...,...,...,115,...,12266,12477,...,...,...,...,...,...,...,668722
 481,Air transportation,...,...,...,...,...,...,5,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,136136,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,173,14,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,136328
 482,Rail transportation,...,...,...,...,...,...,1075,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,53903,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,278,...,104,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,55368
 483,Water transportation,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,47872,...,...,...,1080,...,...,...,...,...,...,...,...,...,...,...,0,...,24,1,...,...,...,...,...,...,...,...,...,239,...,...,...,...,...,...,...,...,...,...,49217
 484,Truck transportation,...,...,...,...,...,...,157,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1,...,...,...,...,...,...,...,226470,...,...,1739,3334,...,...,...,...,...,...,...,...,...,...,150,...,88,85,...,...,1175,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,233199
 485,Transit and ground passenger transportation,...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,11,...,...,...,32,...,...,...,...,44756,...,293,...,...,...,...,...,...,...,...,...,...,4,...,...,0,23,...,...,...,...,19,...,...,...,...,...,...,...,3,...,...,...,...,...,...,...,45148
 486,Pipeline transportation,...,...,...,...,...,622,30,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,23286,...,...,...,...,...,...,...,...,...,...,...,...,...,...,29,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,23971
 487OS,Other transportation and support activities,...,0,...,...,...,...,143,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,93,...,...,...,12,246,...,1047,346,127,...,151763,4742,...,...,...,...,...,...,29,...,...,...,77,...,151,123,...,24,2,0,5,...,...,...,...,0,...,75,171,...,...,...,...,...,...,...,159176
 493,Warehousing and storage,...,...,...,...,...,...,19,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8,...,...,...,1348,...,...,136,69380,...,...,...,...,...,...,...,...,...,...,6,...,144,34,...,...,0,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,71074
 511,"Publishing industries, except internet (includes software)",...,...,...,...,...,...,11,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1066,...,...,...,665,...,...,...,155,...,...,...,...,...,...,...,...,198370,...,...,7929,...,...,...,...,...,...,17,...,14918,61982,...,553,...,929,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,286595
 512,Motion picture and sound recording industries,...,...,...,...,...,...,36,...,...,...,...,...,65,...,...,...,...,...,...,...,...,...,...,...,...,...,9,...,...,...,479,...,...,...,...,...,...,...,...,...,124597,...,...,...,...,...,...,...,102,83,...,298,204,...,...,...,...,...,...,...,...,...,64,...,...,...,...,...,...,...,...,...,...,125936
 513,Broadcasting and telecommunications,...,...,...,...,...,...,1428,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3612,...,...,...,1168,...,...,...,...,...,...,...,...,0,316,568920,0,...,...,...,...,...,...,3333,...,4357,75769,...,...,...,0,...,...,...,...,...,...,...,...,1537,...,...,...,...,...,...,...,660439
 514,"Data processing, internet publishing, and other information services",...,...,...,...,...,...,56,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,225,...,...,...,95,...,...,...,...,...,...,...,...,5035,...,88,88395,...,...,...,...,...,...,50,...,13369,24882,...,103,...,156,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,132453
 521CI,"Federal Reserve banks, credit intermediation, and related activities",...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,420,...,...,...,...,...,...,...,...,...,...,...,...,590471,46045,748,...,...,...,47564,...,4385,155,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,689791
 523,"Securities, commodity contracts, and investments",...,...,...,...,...,...,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,15137,382321,2406,...,...,...,...,...,3004,101,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,402973
 524,Insurance carriers and related activities,...,...,...,...,...,...,9,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1347,654601,...,...,0,...,299,5916,206,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,662377
 525,"Funds, trusts, and other financial vehicles",...,...,...,...,...,...,16,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,98865,...,...,...,...,286,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,99173
HS,Housing Services,...,...,...,...,...,...,14252,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1576759,...,...,...,21,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1591035
ORE,Other Real Estate,...,...,...,...,...,...,1016,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,248,...,...,724758,...,...,93,110,...,...,...,...,...,...,...,...,...,0,55,...,78,...,...,...,...,...,...,...,726359
 532RL,Rental and leasing services and lessors of intangible assets,...,...,...,...,...,...,111,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,62,...,...,...,1941,...,...,...,420,13,...,...,...,...,...,...,...,...,20,498,...,...,1288,243145,...,119,7,...,...,...,3,...,...,...,...,...,...,...,...,1345,...,...,...,...,...,...,...,248974
 5411,Legal services,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,275971,270,168,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,276408
 5415,Computer systems design and related services,...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4454,...,...,...,1684,...,...,...,...,...,...,...,...,1230,...,120,21872,...,...,...,...,...,...,...,...,227844,5348,...,2536,...,990,...,...,...,...,...,...,...,...,93,...,...,...,...,...,...,...,266178
 5412OP,"Miscellaneous professional, scientific, and technical services",...,...,...,...,...,...,1000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,511,...,...,...,0,...,...,...,2751,...,...,...,...,...,...,...,...,...,...,...,25,...,...,...,...,...,...,24,...,20957,978491,...,1477,...,...,...,...,...,...,6,...,...,...,908,...,...,...,...,...,...,...,1006151
 55,Management of companies and enterprises,...,...,...,...,...,...,160,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7832,3633,403671,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,415297
 561,Administrative and support services,...,...,...,...,...,...,983,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1923,...,...,...,...,...,...,...,1088,...,...,...,...,...,...,...,...,...,...,...,...,...,...,52,...,...,568,24,...,5238,4988,...,543484,36,8,5,...,...,52,...,...,...,...,5,...,...,...,...,...,...,...,558454
 562,Waste management and remediation services,...,...,139,...,...,...,27,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,131,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,61,...,38,70,...,...,72035,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1266,...,73766
 61,Educational services,...,...,...,...,...,...,461,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,585,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5,...,...,226,119,...,3390,22010,...,...,...,218554,...,...,...,...,967,...,8584,4132,9,...,...,...,...,...,...,...,259043
 621,Ambulatory health care services,...,...,...,...,...,...,402,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,7515,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4202,...,502,97,...,...,...,...,764170,...,231,...,...,...,...,198,...,...,...,...,...,...,...,...,777317
 622,Hospitals,...,...,...,...,...,...,1302,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2052,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,927,...,1648,3870,...,...,...,...,2384,587823,75,...,...,...,...,2756,...,...,...,...,...,...,...,...,602839
 623,Nursing and residential care facilities,...,...,...,...,...,...,35,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,92,0,...,10,14,...,...,...,...,804,...,184759,341,...,...,...,542,...,...,...,...,...,...,...,...,186622
 624,Social assistance,...,...,...,...,...,...,123,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,141,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,40,9,...,...,...,...,119,...,2351,146560,...,...,...,0,...,...,...,...,...,...,...,...,149342
 711AS,"Performing arts, spectator sports, museums, and related activities",...,...,...,...,...,...,327,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1007,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3087,...,24,5624,...,...,...,30,...,...,...,...,117213,2451,3,2230,256,...,...,...,...,...,...,...,132251
 713,"Amusements, gambling, and recreation industries",...,...,...,...,...,...,235,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2186,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,285,...,41,148,...,...,...,1315,...,...,...,...,176,92071,401,13193,794,...,...,...,...,...,...,...,110845
 721,Accommodation,...,...,...,...,...,...,1446,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1864,...,...,...,...,...,...,...,...,...,...,228,...,...,...,...,...,7834,674,779,...,30,1,...,0,...,...,...,...,...,...,1009,25004,110022,28732,795,...,...,...,...,...,...,...,178419
 722,Food services and drinking places,...,...,...,...,...,...,344,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2603,...,...,...,...,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,0,1,...,...,...,...,...,...,...,...,...,872,142,517506,...,...,...,...,...,...,100,...,521567
 81,"Other services, except government",...,...,...,...,...,...,501,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,444,...,...,...,4409,...,...,...,...,...,...,...,...,...,...,...,293,...,...,...,...,...,304,258,...,496,899,...,0,...,3,...,...,...,34,...,...,...,4346,513999,...,...,...,...,...,...,...,525987
GFGD,Federal general government (defense),...,...,...,...,...,...,4,...,...,...,...,2,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42,...,14,...,...,...,...,...,...,...,...,2208,19224,...,...,...,236,...,1501,...,...,21,...,...,...,...,613288,...,...,...,...,...,...,636543
GFGN,Federal general government (nondefense),...,204,...,...,...,104,405,...,...,1,...,...,...,...,...,...,...,121,...,...,...,...,16,...,13,...,...,...,...,...,...,...,...,...,...,...,...,...,...,357,...,...,...,...,...,...,159,...,...,...,...,2557,12409,...,...,...,...,...,1808,...,...,...,...,...,...,...,...,320414,886,...,...,...,2064,341518
 GFE,Federal government enterprises,...,...,...,...,...,13088,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3519,...,...,...,...,...,...,...,...,...,118,...,...,...,...,1114,...,...,768,...,...,50,...,...,...,...,...,...,...,...,...,...,...,...,2369,1,...,...,75145,...,...,...,...,96172
 GSLG,State and local general government,501,2928,...,384,...,1074,18721,189,...,...,...,...,...,...,...,...,...,1039,1487,...,1152,522,1349,...,86,...,...,...,...,...,...,...,...,...,...,...,...,...,...,444,1,...,2040,...,...,...,21472,...,...,...,...,4439,41715,...,7894,14295,77608,21974,144519,...,3545,3056,2678,8677,16526,1134,...,...,...,1508359,...,4093,...,1913904
 GSLE,State and local government enterprises,...,...,...,...,...,90961,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2263,...,140,204,...,12925,...,9939,...,...,...,...,...,23,...,1,...,5659,18555,...,...,...,...,...,...,...,...,...,...,...,...,405,25998,...,...,2800,...,...,...,...,73308,...,...,243181
