"The Make of Commodities by Industries, Before Redefinitions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bureau of Economic Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Industries/Commodities,111CA,113FF,211,212,213,22,23,321,327,331,332,333,334,335,3361MV,3364OT,337,339,311FT,313TT,315AL,322,323,324,325,326,42,441,445,452,4A0,481,482,483,484,485,486,487OS,493,511,512,513,514,521CI,523,524,525,HS,ORE,532RL,5411,5415,5412OP,55,561,562,61,621,622,623,624,711AS,713,721,722,81,GFGD,GFGN,GFE,GSLG,GSLE,Used,Other,
 334,Computer and electronic products,...,...,...,...,...,...,26,22,133,452,273,2385,342407,1204,385,3558,242,963,...,130,...,130,34,...,1005,377,3677,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8822,25413,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,391639
 335,"Electrical equipment, appliances, and components",...,...,...,...,...,...,25,...,112,729,802,1343,1577,94055,388,66,25,122,...,...,...,53,...,26,298,82,1326,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,192,1507,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,...,102733
 3361MV,"Motor vehicles, bodies and trailers, and parts",...,...,...,...,...,...,278,...,25,418,1242,2312,1882,388,490731,252,65,47,...,26,...,...,...,...,241,589,1130,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,155,8803,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,790,...,509374
 3364OT,Other transportation equipment,...,...,...,...,...,...,259,...,...,8,740,3003,654,802,373,147714,...,...,...,49,...,...,...,...,271,281,573,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1620,18430,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,138,...,174913
 337,Furniture and related products,...,...,...,...,...,...,164,527,266,14,440,218,0,66,74,...,74012,185,...,66,4,113,2,...,134,371,1079,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,71,245,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,78052
 339,Miscellaneous manufacturing,...,...,...,...,...,...,475,106,174,145,453,409,667,103,16,151,381,115366,...,171,28,140,543,100,1249,841,2469,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,306,4593,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,128885
 311FT,Food and beverage and tobacco products,...,...,...,...,...,...,43,...,...,...,...,...,...,...,...,...,...,...,616656,20,41,28,...,...,3056,14,5361,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,125,1567,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3,...,626912
 313TT,Textile mills and textile product mills,...,...,...,...,...,...,19,...,...,50,104,...,...,...,179,1,470,212,...,64386,213,132,68,...,5778,406,779,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41,193,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,19,...,73049
 315AL,Apparel and leather and allied products,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,1228,34695,...,...,...,...,...,1843,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,30,139,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0,...,37936
 322,Paper products,...,...,...,...,...,...,60,83,71,72,141,...,1,...,...,0,52,312,...,362,...,147261,362,...,996,1488,683,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,102,535,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,311,...,152892
 323,Printing and related support activities,...,...,...,...,...,...,6,...,...,...,37,...,96,...,...,...,...,260,...,85,15,763,67921,...,...,318,999,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,196,24917,...,594,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,127,...,96335
 324,Petroleum and coal products,...,...,...,166,...,...,63,...,56,811,...,5,...,...,...,...,...,...,...,25,...,17,...,302072,17604,27,411,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,41,893,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,322190
 325,Chemical products,...,...,...,20,...,...,65,12,60,212,91,345,907,133,16,1,...,262,1813,...,...,125,5,6680,499227,2323,9153,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,675,22748,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,544872
 326,Plastics and rubber products,...,...,...,...,...,...,40,257,317,87,787,1404,242,224,485,80,181,561,...,332,...,1174,101,7,2100,170340,1606,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,120,1099,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,109,...,181655
 42,Wholesale trade,...,473,...,...,...,...,2934,...,...,...,3,356,63,...,31,18,16,1093,1392,...,...,...,...,...,...,...,954457,...,...,...,...,...,...,...,...,...,41,516,114,...,...,...,...,...,...,...,...,...,...,7884,...,12943,974,...,82,...,14,...,...,...,...,...,...,...,...,39587,...,...,...,...,...,...,...,1022992
 441,Motor vehicle and parts dealers,...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,140284,...,...,...,...,...,...,13,...,...,516,200,...,...,...,...,3183,...,115,...,...,...,1087,...,24,25,...,...,...,52,...,...,...,...,...,174,...,...,71154,...,...,...,...,...,...,...,216834
 445,Food and beverage stores,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,7242,...,...,...,...,...,...,...,...,...,147785,...,...,...,...,...,...,...,...,...,16,...,...,...,...,256,...,...,...,...,...,1340,...,9,12,...,64,...,...,...,...,...,...,...,43,...,10620,238,...,...,...,...,...,...,...,167627
 452,General merchandise stores,...,...,...,...,...,...,1372,...,...,...,...,...,...,...,...,...,...,...,2025,...,10,...,...,...,...,...,...,...,...,162185,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,137,...,0,82,...,9,...,...,...,...,...,...,...,...,...,2352,2984,...,...,...,...,...,...,...,171156
 4A0,Other retail,156,...,...,...,...,...,2147,...,...,...,...,...,...,...,...,...,...,1604,...,...,325,...,12,...,...,...,...,...,...,...,591986,...,...,...,...,...,...,1895,13,...,...,...,...,62,...,11,...,20,...,5650,...,1395,771,...,1422,...,133,331,...,...,...,...,158,...,9155,12656,...,...,...,...,...,...,...,629901
 481,Air transportation,...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,120447,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,79,22,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,120549
 482,Rail transportation,...,...,...,...,...,...,473,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,45945,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,161,...,46,12,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,46636
 483,Water transportation,...,...,...,...,...,...,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,36352,...,...,...,815,...,...,...,...,...,...,...,...,...,...,...,27,...,20,2,...,...,...,...,...,...,...,...,...,97,...,...,...,...,...,...,...,...,...,...,37318
 484,Truck transportation,...,...,...,...,...,...,89,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,39,...,...,...,...,...,...,...,229056,...,...,1580,2801,...,...,...,...,...,...,...,...,...,...,60,...,78,155,...,...,483,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,234340
 485,Transit and ground passenger transportation,...,...,...,...,...,...,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4,...,...,...,16,...,...,...,...,32953,...,224,...,...,...,...,...,...,...,...,...,...,1,...,...,0,43,...,...,...,...,13,...,...,...,...,...,...,...,14,...,...,...,...,...,...,...,33272
 486,Pipeline transportation,...,...,...,...,...,372,15,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,22737,...,...,...,...,...,...,...,...,...,...,...,...,...,...,38,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,23168
 487OS,Other transportation and support activities,...,4,...,...,...,...,124,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,154,...,...,...,35,189,...,427,269,69,...,134158,4292,...,...,...,...,...,...,11,...,...,...,85,...,253,1083,...,17,1,29,12,...,...,...,...,1,...,87,174,...,...,...,...,...,...,...,141473
 493,Warehousing and storage,...,...,...,...,...,...,34,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,259,...,...,...,938,...,...,574,47718,...,...,...,...,...,...,...,...,...,...,2,...,80,69,...,...,1,...,...,...,...,...,...,...,...,...,6,...,...,...,...,...,...,...,49679
 511,"Publishing industries, except internet (includes software)",...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1517,...,...,...,511,...,...,...,235,...,...,...,...,...,...,...,...,178834,...,...,5937,...,...,...,...,...,...,21,...,13368,71408,...,670,...,898,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,273405
 512,Motion picture and sound recording industries,...,...,...,...,...,...,7,...,...,...,...,...,84,...,...,...,...,...,...,...,...,...,...,...,...,...,179,...,...,...,234,...,...,...,...,...,...,...,...,...,126425,...,...,...,...,...,...,...,77,63,...,153,159,...,...,...,...,...,...,...,...,...,41,...,...,...,...,...,...,...,...,...,...,127423
 513,Broadcasting and telecommunications,...,...,...,...,...,...,1100,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2756,...,...,...,623,...,...,...,...,...,...,...,...,0,229,501785,299,...,...,...,...,...,...,2240,...,5594,71207,...,...,...,1,...,...,...,...,...,...,...,...,1355,...,...,...,...,...,...,...,587189
 514,"Data processing, internet publishing, and other information services",...,...,...,...,...,...,32,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,158,...,...,...,113,...,...,...,...,...,...,...,...,3687,...,146,63968,...,...,...,...,...,...,55,...,14101,9600,...,115,...,160,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,92136
 521CI,"Federal Reserve banks, credit intermediation, and related activities",...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,584,...,...,...,...,...,...,...,...,...,...,...,...,578666,46375,244,...,...,...,45695,...,3510,149,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,675225
 523,"Securities, commodity contracts, and investments",...,...,...,...,...,...,2,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,9080,332794,1431,...,...,...,...,...,2247,98,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,345652
 524,Insurance carriers and related activities,...,...,...,...,...,...,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,882,564222,...,...,339,...,284,5139,199,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,571072
 525,"Funds, trusts, and other financial vehicles",...,...,...,...,...,...,6,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,81919,...,...,...,...,147,7,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,82079
HS,Housing Services,...,...,...,...,...,...,30629,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1230176,...,...,...,13,3,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1260820
ORE,Other Real Estate,...,...,...,...,...,...,413,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,83,...,...,756275,...,...,74,48,...,...,...,...,...,...,...,...,...,3,55,...,64,...,...,...,...,...,...,...,757015
 532RL,Rental and leasing services and lessors of intangible assets,...,...,...,...,...,...,73,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,115,...,...,...,2404,...,...,...,343,20,...,...,...,...,...,...,...,...,16,217,...,...,1000,224196,...,70,7,...,...,...,1,...,...,...,...,...,...,...,...,851,...,...,...,...,...,...,...,229313
 5411,Legal services,...,...,...,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,250972,208,97,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,251277
 5415,Computer systems design and related services,...,...,...,...,...,...,4,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,4886,...,...,...,392,...,...,...,...,...,...,...,...,1211,...,126,12261,...,...,...,...,...,...,...,...,168038,3890,...,2322,...,603,...,...,...,...,...,...,...,...,1638,...,...,...,...,...,...,...,195371
 5412OP,"Miscellaneous professional, scientific, and technical services",...,...,...,...,...,...,497,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,243,...,...,...,1,...,...,...,2493,...,...,...,...,...,...,...,...,...,...,...,29,...,...,...,...,...,...,8,...,15419,781010,...,1413,...,...,...,...,...,...,3,...,...,...,1013,...,...,...,...,...,...,...,802129
 55,Management of companies and enterprises,...,...,...,...,...,...,135,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5645,3175,310440,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,319394
 561,Administrative and support services,...,...,...,...,...,...,602,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1693,...,...,...,...,...,...,...,1215,...,...,...,...,...,...,...,...,...,...,...,...,...,...,44,...,...,166,7,...,4307,4867,...,456430,189,3,4,...,...,27,...,...,...,...,2,...,...,...,...,...,...,...,469556
 562,Waste management and remediation services,...,...,91,...,...,...,0,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,100,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,57,...,15,99,...,...,60289,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,763,...,61415
 61,Educational services,...,...,...,...,...,...,492,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,633,...,...,...,...,...,...,...,...,...,...,...,...,...,...,18,...,...,85,36,...,2572,17611,...,...,...,150553,...,...,...,...,477,...,5601,4833,14,...,...,...,...,...,...,...,182924
 621,Ambulatory health care services,...,...,...,...,...,...,419,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,6346,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2236,...,301,98,...,...,...,...,599819,...,341,...,...,...,...,212,...,...,...,...,...,...,...,...,609772
 622,Hospitals,...,...,...,...,...,...,826,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1299,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,544,...,1212,3378,...,...,...,...,5920,420850,594,...,...,...,...,1706,...,...,...,...,...,...,...,...,436329
 623,Nursing and residential care facilities,...,...,...,...,...,...,25,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,48,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,42,204,...,16,14,...,...,...,...,739,...,141846,130,...,...,...,320,...,...,...,...,...,...,...,...,143384
 624,Social assistance,...,...,...,...,...,...,85,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,280,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,55,14,...,...,...,...,138,...,796,109397,...,...,...,80,...,...,...,...,...,...,...,...,110845
 711AS,"Performing arts, spectator sports, museums, and related activities",...,...,...,...,...,...,219,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1244,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,3393,...,38,3833,...,...,...,36,...,...,...,...,88369,2042,1,1284,192,...,...,...,...,...,...,...,100651
 713,"Amusements, gambling, and recreation industries",...,...,...,...,...,...,207,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1913,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,165,...,10,119,...,...,...,1547,...,...,...,...,157,72086,297,11842,659,...,...,...,...,...,...,...,89001
 721,Accommodation,...,...,...,...,...,...,664,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1704,...,...,...,...,...,...,...,...,...,...,73,...,...,...,...,...,6347,219,248,...,8,2,...,0,...,...,...,...,...,...,340,28900,101884,26031,253,...,...,...,...,...,...,...,166674
 722,Food services and drinking places,...,...,...,...,...,...,600,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1910,...,...,...,...,...,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,4,1,...,...,...,...,...,...,...,...,...,1276,449,439458,...,...,...,...,...,...,78,...,443778
 81,"Other services, except government",...,...,...,...,...,...,870,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,394,...,...,...,2875,...,...,...,...,...,...,...,...,...,...,...,128,...,...,...,...,...,117,316,...,547,1187,...,23,...,8,...,...,...,11,...,...,...,3370,476743,...,...,...,...,...,...,...,486587
GFGD,Federal general government (defense),...,...,...,...,...,...,8,...,...,...,...,2,...,...,...,...,...,1,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,30,...,10,...,...,...,...,...,...,...,...,2062,14075,...,...,...,165,...,1050,...,...,15,...,...,...,...,446791,...,...,...,...,...,...,464209
GFGN,Federal general government (nondefense),...,121,...,...,...,62,264,...,...,1,...,...,...,...,...,...,...,72,...,...,...,...,10,...,8,...,...,...,...,...,...,...,...,...,...,...,...,...,...,212,...,...,...,...,...,...,95,...,...,...,...,2141,11271,...,...,...,...,...,1391,...,...,...,...,...,...,...,...,234582,528,...,...,...,1075,251832
 GFE,Federal government enterprises,...,...,...,...,...,10307,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,2339,...,...,...,...,...,...,...,...,...,112,...,...,...,...,376,...,...,656,...,...,37,...,...,...,...,...,...,...,...,...,...,...,...,2085,1,...,...,69733,...,...,...,...,85647
 GSLG,State and local general government,395,2305,...,303,...,845,14502,149,...,...,...,...,...,...,...,...,...,818,1171,...,907,411,1062,...,68,...,...,...,...,...,...,...,...,...,...,...,...,...,...,350,1,...,1606,...,...,...,16905,...,...,...,...,3566,37393,...,6215,11254,63727,17960,109306,...,2791,2406,2108,6832,13011,893,...,...,...,1187569,...,3222,...,1510051
 GSLE,State and local government enterprises,...,...,...,...,...,67341,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1720,...,100,180,...,9932,...,7861,...,...,...,...,...,47,...,3,...,4737,11849,...,...,...,...,...,...,...,...,...,...,...,...,467,19863,...,...,1608,...,...,...,...,56514,...,...,182223
