IOCode,Name,Farms,"Forestry, fishing, and related activities",Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Housing Services,Other Real Estate,Rental and leasing services and lessors of intangible assets,Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and support services,Waste management and remediation services,Educational services,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation,Food services and drinking places,"Other services, except government",Federal general government (defense),Federal general government (nondefense),Federal government enterprises,State and local general government,State and local government enterprises,"Scrap, used and secondhand goods /1/",Noncomparable imports and rest-of-the-world adjustment /2/
313TT,Textile mills and textile product mills,0,0,0,0,0,0,33,0,0,14,38,0,0,0,100,2,196,252,0,63457,296,62,54,0,5236,251,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
315AL,Apparel and leather and allied products,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,448,31592,0,0,0,0,0,2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Paper products,0,0,0,0,0,0,69,66,112,29,62,0,2,0,0,0,26,284,0,299,0,162112,382,0,970,1241,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0
323,Printing and related support activities,0,0,0,0,0,0,4,0,0,0,35,0,194,0,0,0,0,268,0,160,37,846,69670,0,0,451,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,27091,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0
324,Petroleum and coal products,0,0,0,271,0,0,84,0,60,1169,0,5,0,0,0,0,0,0,0,14,0,26,0,502903,27230,16,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Chemical products,0,0,0,16,0,0,88,8,38,235,72,242,1805,209,3,2,0,238,1770,0,0,153,7,8920,599712,2775,12381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,29361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Plastics and rubber products,0,0,0,0,0,0,62,337,468,68,968,1087,343,239,418,55,271,699,0,576,0,1212,119,15,2000,196137,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0
42,Wholesale trade,0,534,0,0,0,0,3984,0,0,0,3,385,83,0,10,18,8,365,493,0,0,0,0,0,0,0,1118180,0,0,0,0,0,0,0,0,0,61,702,146,0,0,0,0,0,0,0,0,0,0,9265,0,14076,1229,0,55,0,5,0,0,0,0,0,0,0,0,46936,0,0,0,0,0,0,0
441,Motor vehicle and parts dealers,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139787,0,0,0,0,0,0,27,0,0,452,259,0,0,0,0,3315,0,211,0,0,0,1238,0,44,24,0,0,0,44,0,0,0,0,0,229,0,0,68344,0,0,0,0,0,0,0
445,Food and beverage stores,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7998,0,0,0,0,0,0,0,0,0,161743,0,0,0,0,0,0,0,0,0,19,0,0,0,0,495,0,0,0,0,0,1811,0,13,12,0,68,0,0,0,0,0,0,0,26,0,11923,106,0,0,0,0,0,0,0
452,General merchandise stores,0,0,0,0,0,0,2293,0,0,0,0,0,0,0,0,0,0,0,2499,0,13,0,0,0,0,0,0,0,0,173752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,102,0,11,0,0,0,0,0,0,0,0,0,2625,2866,0,0,0,0,0,0,0
4A0,Other retail,170,0,0,0,0,0,3367,0,0,0,0,0,0,0,0,0,0,2113,0,0,315,0,24,0,0,0,0,0,0,0,670845,0,0,0,0,0,0,2473,16,0,0,0,0,69,0,5,0,7,0,4522,0,1396,776,0,1540,0,159,355,0,0,0,0,141,0,10899,13416,0,0,0,0,0,0,0
481,Air transportation,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Rail transportation,0,0,0,0,0,0,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,91,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Water transportation,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40981,0,0,0,970,0,0,0,0,0,0,0,0,0,0,0,9,0,22,2,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0
484,Truck transportation,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,269334,0,0,2009,3759,0,0,0,0,0,0,0,0,0,0,141,0,69,128,0,0,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Transit and ground passenger transportation,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,29,0,0,0,0,41871,0,275,0,0,0,0,0,0,0,0,0,0,3,0,0,0,32,0,0,0,0,16,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
486,Pipeline transportation,0,0,0,0,0,588,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS,Other transportation and support activities,0,2,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,20,234,0,889,355,108,0,158929,4702,0,0,0,0,0,0,27,0,0,0,86,0,150,520,0,23,2,12,8,0,0,0,0,0,0,81,174,0,0,0,0,0,0,0
493,Warehousing and storage,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,1165,0,0,296,59786,0,0,0,0,0,0,0,0,0,0,4,0,46,50,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
511,"Publishing industries, except internet (includes software)",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422,0,0,0,595,0,0,0,186,0,0,0,0,0,0,0,0,192056,0,0,7423,0,0,0,0,0,0,21,0,13937,75429,0,667,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Motion picture and sound recording industries,0,0,0,0,0,0,9,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,383,0,0,0,0,0,0,0,0,0,133163,0,0,0,0,0,0,0,94,79,0,162,167,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0
513,Broadcasting and telecommunications,0,0,0,0,0,0,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3237,0,0,0,986,0,0,0,0,0,0,0,0,0,297,534079,166,0,0,0,0,0,0,2874,0,5424,77172,0,0,0,1,0,0,0,0,0,0,0,0,1402,0,0,0,0,0,0,0
514,"Data processing, internet publishing, and other information services",0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,101,0,0,0,0,0,0,0,0,4292,0,109,76915,0,0,0,0,0,0,51,0,12912,15928,0,105,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI,"Federal Reserve banks, credit intermediation, and related activities",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,622419,47233,564,0,0,0,53701,0,3903,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"Securities, commodity contracts, and investments",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18379,424399,2632,0,0,0,0,0,3015,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Insurance carriers and related activities,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,650547,0,0,125,0,289,5189,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"Funds, trusts, and other financial vehicles",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99691,0,0,0,0,164,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS,Housing Services,0,0,0,0,0,0,35852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402521,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE,Other Real Estate,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,900154,0,0,90,90,0,0,0,0,0,0,0,0,0,1,60,0,71,0,0,0,0,0,0,0
532RL,Rental and leasing services and lessors of intangible assets,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,2375,0,0,0,452,17,0,0,0,0,0,0,0,0,26,468,0,0,1306,253149,0,77,7,0,0,0,2,0,0,0,0,0,0,0,0,1389,0,0,0,0,0,0,0
5411,Legal services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278775,228,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,Computer systems design and related services,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4131,0,0,0,450,0,0,0,0,0,0,0,0,1164,0,114,15243,0,0,0,0,0,0,0,0,191812,5133,0,2306,0,783,0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0
5412OP,"Miscellaneous professional, scientific, and technical services",0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,2340,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,16,0,18380,903774,0,2126,0,0,0,0,0,0,6,0,0,0,920,0,0,0,0,0,0,0
55,Management of companies and enterprises,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6272,3528,374441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Administrative and support services,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,0,0,0,0,0,0,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,390,17,0,4889,5581,0,533860,97,6,5,0,0,49,0,0,0,0,4,0,0,0,0,0,0,0
562,Waste management and remediation services,0,0,121,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,30,89,0,0,71294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,0
61,Educational services,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,162,83,0,2905,18965,0,0,0,174784,0,0,0,0,719,0,6265,4357,10,0,0,0,0,0,0,0
621,Ambulatory health care services,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3236,0,251,147,0,0,0,0,663393,0,247,0,0,0,0,192,0,0,0,0,0,0,0,0
622,Hospitals,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,0,1484,3442,0,0,0,0,3260,489248,269,0,0,0,0,2219,0,0,0,0,0,0,0,0
623,Nursing and residential care facilities,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,74,0,18,21,0,0,0,0,760,0,160273,268,0,0,0,428,0,0,0,0,0,0,0,0
624,Social assistance,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,14,0,0,0,0,118,0,1531,122807,0,0,0,30,0,0,0,0,0,0,0,0
711AS,"Performing arts, spectator sports, museums, and related activities",0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3121,0,21,4678,0,0,0,31,0,0,0,0,102018,2607,2,1839,226,0,0,0,0,0,0,0
713,"Amusements, gambling, and recreation industries",0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,14,137,0,0,0,1361,0,0,0,0,178,85554,372,12897,810,0,0,0,0,0,0,0
721,Accommodation,0,0,0,0,0,0,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1916,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,7363,545,630,0,27,2,0,0,0,0,0,0,0,0,806,29406,116009,30115,643,0,0,0,0,0,0,0
722,Food services and drinking places,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1039,260,488772,0,0,0,0,0,0,92,0
81,"Other services, except government",0,0,0,0,0,0,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,3903,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,242,287,0,475,989,0,8,0,5,0,0,0,25,0,0,0,3790,511091,0,0,0,0,0,0,0
GFGD,Federal general government (defense),0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,16,0,0,0,0,0,0,0,0,2101,17082,0,0,0,274,0,1741,0,0,24,0,0,0,0,500319,0,0,0,0,0,0
GFGN,Federal general government (nondefense),0,151,0,0,0,77,246,0,0,1,0,0,0,0,0,0,0,90,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,118,0,0,0,0,2395,11687,0,0,0,0,0,1477,0,0,0,0,0,0,0,0,263621,658,0,0,0,1558
 GFE,Federal government enterprises,0,0,0,0,0,12123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3182,0,0,0,0,0,0,0,0,0,121,0,0,0,0,-187,0,0,688,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,2318,1,0,0,74304,0,0,0,0
 GSLG,State and local general government,441,2573,0,338,0,944,16573,166,0,0,0,0,0,0,0,0,0,913,1307,0,1013,458,1186,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,1,0,1793,0,0,0,18872,0,0,0,0,3990,40494,0,6938,12564,71142,20050,121999,0,3116,2686,2354,7627,14524,997,0,0,0,1325906,0,3597,0
 GSLE,State and local government enterprises,0,0,0,0,0,79038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933,0,118,200,0,11158,0,9086,0,0,0,0,0,27,0,3,0,5203,13939,0,0,0,0,0,0,0,0,0,0,0,0,463,24740,0,0,1828,0,0,0,0,64270,0,0
