IOCode,Name,Farms,"Forestry, fishing, and related activities",Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Housing Services,Other Real Estate,Rental and leasing services and lessors of intangible assets,Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and support services,Waste management and remediation services,Educational services,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation,Food services and drinking places,"Other services, except government",Federal general government (defense),Federal general government (nondefense),Federal government enterprises,State and local general government,State and local government enterprises,"Scrap, used and secondhand goods /1/",Noncomparable imports and rest-of-the-world adjustment /2/
332,Fabricated metal products,0,0,0,0,0,0,1395,342,117,2132,335512,5252,518,200,1755,362,341,405,0,6,0,5,177,0,245,1136,3397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,1801,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,1281,0
333,Machinery,0,0,0,0,0,0,473,0,157,93,3337,328755,1338,1127,1784,1059,46,289,96,0,0,7,0,0,254,278,5326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,988,5889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0
334,Computer and electronic products,0,0,0,0,0,0,15,12,42,183,200,871,360615,755,18,2554,19,540,0,14,0,42,196,0,455,113,6978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10103,35928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,"Electrical equipment, appliances, and components",0,0,0,0,0,0,22,0,115,738,565,981,1250,118742,115,88,4,106,0,0,0,12,0,1,23,49,1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV,"Motor vehicles, bodies and trailers, and parts",0,0,0,0,0,0,259,0,23,49,715,1496,426,280,407197,301,18,20,0,29,0,0,0,0,19,131,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,7785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,0
3364OT,Other transportation equipment,0,0,0,0,0,0,354,0,0,4,923,3235,1426,725,869,231362,0,0,0,7,0,0,0,0,19,65,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2622,27901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0
337,Furniture and related products,0,0,0,0,0,0,235,460,201,6,413,151,0,8,16,0,73200,331,0,93,16,21,3,0,20,210,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Miscellaneous manufacturing,0,0,0,0,0,0,769,89,31,90,276,374,890,59,18,255,374,141826,0,183,55,144,168,4,589,570,3801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,7401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT,Food and beverage and tobacco products,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,763772,0,127,687,0,0,2585,2,6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
313TT,Textile mills and textile product mills,0,0,0,0,0,0,30,0,0,6,26,0,0,0,157,6,72,220,0,51917,614,23,81,0,3003,205,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
315AL,Apparel and leather and allied products,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18909,0,0,0,0,0,2494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Paper products,0,0,0,0,0,0,68,105,232,20,104,0,53,0,0,0,4,214,0,293,0,171355,686,0,564,1748,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0
323,Printing and related support activities,0,0,0,0,0,0,3,0,0,0,17,0,108,0,0,0,0,420,0,166,589,310,68460,0,0,373,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,26463,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0
324,Petroleum and coal products,0,0,0,293,0,0,83,0,117,2298,0,62,0,0,0,0,0,0,0,0,0,16,0,683084,43323,4,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Chemical products,0,0,0,9,0,0,76,16,54,312,379,507,1205,322,1,7,0,368,5789,0,0,273,13,1010,666594,5472,15997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788,36415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Plastics and rubber products,0,0,0,0,0,0,52,422,256,56,1167,1028,356,206,1782,84,229,535,0,732,0,983,180,60,663,185373,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
42,Wholesale trade,0,763,0,0,0,0,4037,0,0,0,2,353,715,0,80,18,3,1658,3714,0,0,0,0,0,0,0,1217379,0,0,0,0,0,0,0,0,0,89,907,184,0,0,0,0,0,0,0,0,0,0,9754,0,16287,1290,0,40,0,0,0,0,0,0,0,0,0,0,54162,0,0,0,0,0,0,0
441,Motor vehicle and parts dealers,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117313,0,0,0,0,0,0,39,0,0,449,309,0,0,0,0,2816,0,217,0,0,0,1321,0,34,24,0,0,0,41,0,0,0,0,0,251,0,0,64369,0,0,0,0,0,0,0
445,Food and beverage stores,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8706,0,0,0,0,0,0,0,0,0,169850,0,0,0,0,0,0,0,0,0,24,0,0,0,0,651,0,0,0,0,0,1950,0,5,12,0,73,0,0,0,0,0,0,0,16,0,12956,33,0,0,0,0,0,0,0
452,General merchandise stores,0,0,0,0,0,0,1898,0,0,0,0,0,0,0,0,0,0,0,2959,0,12,0,0,0,0,0,0,0,0,189152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,117,0,11,0,0,0,0,0,0,0,0,0,2841,2915,0,0,0,0,0,0,0
4A0,Other retail,155,0,0,0,0,0,3364,0,0,0,0,0,0,0,0,0,0,2262,0,0,299,0,28,0,0,0,0,0,0,0,655933,0,0,0,0,0,0,2865,18,0,0,0,0,77,0,1,0,0,0,3988,0,1364,805,0,1641,0,187,407,0,0,0,0,125,0,12182,13466,0,0,0,0,0,0,0
481,Air transportation,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Rail transportation,0,0,0,0,0,0,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,93,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Water transportation,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53273,0,0,0,1185,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0
484,Truck transportation,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,279384,0,0,2129,4063,0,0,0,0,0,0,0,0,0,0,183,0,86,103,0,0,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Transit and ground passenger transportation,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,36,0,0,0,0,44923,0,309,0,0,0,0,0,0,0,0,0,0,4,0,0,0,24,0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
486,Pipeline transportation,0,0,0,0,0,854,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS,Other transportation and support activities,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,12,283,0,1181,407,144,0,175371,4913,0,0,0,0,0,0,36,0,0,0,87,0,148,149,0,26,2,0,5,0,0,0,0,0,0,86,178,0,0,0,0,0,0,0
493,Warehousing and storage,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1380,0,0,139,71307,0,0,0,0,0,0,0,0,0,0,6,0,118,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,"Publishing industries, except internet (includes software)",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,0,0,0,683,0,0,0,170,0,0,0,0,0,0,0,0,207900,0,0,8460,0,0,0,0,0,0,20,0,14829,73224,0,638,0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Motion picture and sound recording industries,0,0,0,0,0,0,18,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,463,0,0,0,0,0,0,0,0,0,131443,0,0,0,0,0,0,0,99,89,0,255,175,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0
513,Broadcasting and telecommunications,0,0,0,0,0,0,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3577,0,0,0,1163,0,0,0,0,0,0,0,0,0,346,572688,0,0,0,0,0,0,0,3381,0,4185,80092,0,0,0,0,0,0,0,0,0,0,0,0,1530,0,0,0,0,0,0,0
514,"Data processing, internet publishing, and other information services",0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,95,0,0,0,0,0,0,0,0,5016,0,88,88426,0,0,0,0,0,0,50,0,13129,25316,0,103,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI,"Federal Reserve banks, credit intermediation, and related activities",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,614205,41732,667,0,0,0,55340,0,4163,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"Securities, commodity contracts, and investments",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12683,415130,1692,0,0,0,0,0,3088,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Insurance carriers and related activities,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,702895,0,0,0,0,298,5623,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"Funds, trusts, and other financial vehicles",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119915,0,0,0,0,215,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS,Housing Services,0,0,0,0,0,0,24457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528905,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE,Other Real Estate,0,0,0,0,0,0,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,792247,0,0,107,109,0,0,0,0,0,0,0,0,0,0,57,0,78,0,0,0,0,0,0,0
532RL,Rental and leasing services and lessors of intangible assets,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,2264,0,0,0,489,14,0,0,0,0,0,0,0,0,23,576,0,0,1450,281112,0,123,6,0,0,0,3,0,0,0,0,0,0,0,0,1585,0,0,0,0,0,0,0
5411,Legal services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287284,271,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,Computer systems design and related services,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4404,0,0,0,1711,0,0,0,0,0,0,0,0,1258,0,121,20912,0,0,0,0,0,0,0,0,233470,5911,0,2601,0,1013,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0
5412OP,"Miscellaneous professional, scientific, and technical services",0,0,0,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,0,0,0,0,0,0,0,2712,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,23,0,20772,1030152,0,1474,0,0,0,0,0,0,7,0,0,0,904,0,0,0,0,0,0,0
55,Management of companies and enterprises,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7457,4050,427752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Administrative and support services,0,0,0,0,0,0,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,551,25,0,5564,5764,0,584995,40,8,6,0,0,62,0,0,0,0,6,0,0,0,0,0,0,0
562,Waste management and remediation services,0,0,164,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,39,77,0,0,77863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425,0
61,Educational services,0,0,0,0,0,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,221,118,0,3194,20809,0,0,0,205434,0,0,0,0,919,0,7299,4960,9,0,0,0,0,0,0,0
621,Ambulatory health care services,0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4057,0,479,171,0,0,0,0,738032,0,212,0,0,0,0,192,0,0,0,0,0,0,0,0
622,Hospitals,0,0,0,0,0,0,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879,0,1535,3757,0,0,0,0,2252,551609,71,0,0,0,0,2620,0,0,0,0,0,0,0,0
623,Nursing and residential care facilities,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,14,25,0,0,0,0,784,0,178916,339,0,0,0,527,0,0,0,0,0,0,0,0
624,Social assistance,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,25,0,0,0,0,114,0,2165,140769,0,0,0,0,0,0,0,0,0,0,0,0
711AS,"Performing arts, spectator sports, museums, and related activities",0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3066,0,21,5610,0,0,0,30,0,0,0,0,116495,2614,2,2257,259,0,0,0,0,0,0,0
713,"Amusements, gambling, and recreation industries",0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,28,158,0,0,0,1345,0,0,0,0,186,95054,421,13808,877,0,0,0,0,0,0,0
721,Accommodation,0,0,0,0,0,0,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,7884,743,870,0,26,4,0,0,0,0,0,0,0,0,1071,29100,121815,31796,889,0,0,0,0,0,0,0
722,Food services and drinking places,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,887,144,521034,0,0,0,0,0,0,101,0
81,"Other services, except government",0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,4569,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,314,287,0,473,895,0,0,0,3,0,0,0,35,0,0,0,4268,539139,0,0,0,0,0,0,0
GFGD,Federal general government (defense),0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,14,0,0,0,0,0,0,0,0,2159,19102,0,0,0,236,0,1500,0,0,21,0,0,0,0,582787,0,0,0,0,0,0
GFGN,Federal general government (nondefense),0,177,0,0,0,90,382,0,0,1,0,0,0,0,0,0,0,105,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,138,0,0,0,0,2517,11797,0,0,0,0,0,1421,0,0,0,0,0,0,0,0,297035,770,0,0,0,1975
 GFE,Federal government enterprises,0,0,0,0,0,13588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3559,0,0,0,0,0,0,0,0,0,121,0,0,0,0,267,0,0,736,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,2402,1,0,0,77688,0,0,0,0
 GSLG,State and local general government,483,2819,0,370,0,1034,18600,182,0,0,0,0,0,0,0,0,0,1000,1432,0,1110,502,1299,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,1,0,1965,0,0,0,20675,0,0,0,0,4358,41039,0,7601,13764,76840,21086,136076,0,3414,2943,2578,8355,15912,1092,0,0,0,1488743,0,3941,0
 GSLE,State and local government enterprises,0,0,0,0,0,87862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2184,0,136,210,0,12501,0,10025,0,0,0,0,0,18,0,3,0,5637,17208,0,0,0,0,0,0,0,0,0,0,0,0,426,26129,0,0,2109,0,0,0,0,70719,0,0
