IOCode,Name,Farms,"Forestry, fishing, and related activities",Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Housing Services,Other Real Estate,Rental and leasing services and lessors of intangible assets,Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and support services,Waste management and remediation services,Educational services,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation,Food services and drinking places,"Other services, except government",Federal general government (defense),Federal general government (nondefense),Federal government enterprises,State and local general government,State and local government enterprises,"Scrap, used and secondhand goods /1/",Noncomparable imports and rest-of-the-world adjustment /2/
313TT,Textile mills and textile product mills,0,0,0,0,0,0,19,0,0,50,104,0,0,0,179,1,470,212,0,64386,213,132,68,0,5778,406,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
315AL,Apparel and leather and allied products,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1228,34695,0,0,0,0,0,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Paper products,0,0,0,0,0,0,60,83,71,72,141,0,1,0,0,0,52,312,0,362,0,147261,362,0,996,1488,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0
323,Printing and related support activities,0,0,0,0,0,0,6,0,0,0,37,0,96,0,0,0,0,260,0,85,15,763,67921,0,0,318,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,24917,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0
324,Petroleum and coal products,0,0,0,166,0,0,63,0,56,811,0,5,0,0,0,0,0,0,0,25,0,17,0,302072,17604,27,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Chemical products,0,0,0,20,0,0,65,12,60,212,91,345,907,133,16,1,0,262,1813,0,0,125,5,6680,499227,2323,9153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,22748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Plastics and rubber products,0,0,0,0,0,0,40,257,317,87,787,1404,242,224,485,80,181,561,0,332,0,1174,101,7,2100,170340,1606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0
42,Wholesale trade,0,473,0,0,0,0,2934,0,0,0,3,356,63,0,31,18,16,1093,1392,0,0,0,0,0,0,0,954457,0,0,0,0,0,0,0,0,0,41,516,114,0,0,0,0,0,0,0,0,0,0,7884,0,12943,974,0,82,0,14,0,0,0,0,0,0,0,0,39587,0,0,0,0,0,0,0
441,Motor vehicle and parts dealers,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140284,0,0,0,0,0,0,13,0,0,516,200,0,0,0,0,3183,0,115,0,0,0,1087,0,24,25,0,0,0,52,0,0,0,0,0,174,0,0,71154,0,0,0,0,0,0,0
445,Food and beverage stores,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7242,0,0,0,0,0,0,0,0,0,147785,0,0,0,0,0,0,0,0,0,16,0,0,0,0,256,0,0,0,0,0,1340,0,9,12,0,64,0,0,0,0,0,0,0,43,0,10620,238,0,0,0,0,0,0,0
452,General merchandise stores,0,0,0,0,0,0,1372,0,0,0,0,0,0,0,0,0,0,0,2025,0,10,0,0,0,0,0,0,0,0,162185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,82,0,9,0,0,0,0,0,0,0,0,0,2352,2984,0,0,0,0,0,0,0
4A0,Other retail,156,0,0,0,0,0,2147,0,0,0,0,0,0,0,0,0,0,1604,0,0,325,0,12,0,0,0,0,0,0,0,591986,0,0,0,0,0,0,1895,13,0,0,0,0,62,0,11,0,20,0,5650,0,1395,771,0,1422,0,133,331,0,0,0,0,158,0,9155,12656,0,0,0,0,0,0,0
481,Air transportation,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Rail transportation,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,46,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Water transportation,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36352,0,0,0,815,0,0,0,0,0,0,0,0,0,0,0,27,0,20,2,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0
484,Truck transportation,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,229056,0,0,1580,2801,0,0,0,0,0,0,0,0,0,0,60,0,78,155,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Transit and ground passenger transportation,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,32953,0,224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,0,0,0,0,13,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
486,Pipeline transportation,0,0,0,0,0,372,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS,Other transportation and support activities,0,4,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,35,189,0,427,269,69,0,134158,4292,0,0,0,0,0,0,11,0,0,0,85,0,253,1083,0,17,1,29,12,0,0,0,0,1,0,87,174,0,0,0,0,0,0,0
493,Warehousing and storage,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,938,0,0,574,47718,0,0,0,0,0,0,0,0,0,0,2,0,80,69,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
511,"Publishing industries, except internet (includes software)",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1517,0,0,0,511,0,0,0,235,0,0,0,0,0,0,0,0,178834,0,0,5937,0,0,0,0,0,0,21,0,13368,71408,0,670,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Motion picture and sound recording industries,0,0,0,0,0,0,7,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,234,0,0,0,0,0,0,0,0,0,126425,0,0,0,0,0,0,0,77,63,0,153,159,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
513,Broadcasting and telecommunications,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2756,0,0,0,623,0,0,0,0,0,0,0,0,0,229,501785,299,0,0,0,0,0,0,2240,0,5594,71207,0,0,0,1,0,0,0,0,0,0,0,0,1355,0,0,0,0,0,0,0
514,"Data processing, internet publishing, and other information services",0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,113,0,0,0,0,0,0,0,0,3687,0,146,63968,0,0,0,0,0,0,55,0,14101,9600,0,115,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI,"Federal Reserve banks, credit intermediation, and related activities",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,578666,46375,244,0,0,0,45695,0,3510,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"Securities, commodity contracts, and investments",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9080,332794,1431,0,0,0,0,0,2247,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Insurance carriers and related activities,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,564222,0,0,339,0,284,5139,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"Funds, trusts, and other financial vehicles",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81919,0,0,0,0,147,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS,Housing Services,0,0,0,0,0,0,30629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230176,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE,Other Real Estate,0,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,756275,0,0,74,48,0,0,0,0,0,0,0,0,0,3,55,0,64,0,0,0,0,0,0,0
532RL,Rental and leasing services and lessors of intangible assets,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,2404,0,0,0,343,20,0,0,0,0,0,0,0,0,16,217,0,0,1000,224196,0,70,7,0,0,0,1,0,0,0,0,0,0,0,0,851,0,0,0,0,0,0,0
5411,Legal services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250972,208,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,Computer systems design and related services,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4886,0,0,0,392,0,0,0,0,0,0,0,0,1211,0,126,12261,0,0,0,0,0,0,0,0,168038,3890,0,2322,0,603,0,0,0,0,0,0,0,0,1638,0,0,0,0,0,0,0
5412OP,"Miscellaneous professional, scientific, and technical services",0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,1,0,0,0,2493,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,8,0,15419,781010,0,1413,0,0,0,0,0,0,3,0,0,0,1013,0,0,0,0,0,0,0
55,Management of companies and enterprises,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5645,3175,310440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Administrative and support services,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693,0,0,0,0,0,0,0,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,166,7,0,4307,4867,0,456430,189,3,4,0,0,27,0,0,0,0,2,0,0,0,0,0,0,0
562,Waste management and remediation services,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,15,99,0,0,60289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,0
61,Educational services,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,85,36,0,2572,17611,0,0,0,150553,0,0,0,0,477,0,5601,4833,14,0,0,0,0,0,0,0
621,Ambulatory health care services,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2236,0,301,98,0,0,0,0,599819,0,341,0,0,0,0,212,0,0,0,0,0,0,0,0
622,Hospitals,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,1212,3378,0,0,0,0,5920,420850,594,0,0,0,0,1706,0,0,0,0,0,0,0,0
623,Nursing and residential care facilities,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,204,0,16,14,0,0,0,0,739,0,141846,130,0,0,0,320,0,0,0,0,0,0,0,0
624,Social assistance,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,14,0,0,0,0,138,0,796,109397,0,0,0,80,0,0,0,0,0,0,0,0
711AS,"Performing arts, spectator sports, museums, and related activities",0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3393,0,38,3833,0,0,0,36,0,0,0,0,88369,2042,1,1284,192,0,0,0,0,0,0,0
713,"Amusements, gambling, and recreation industries",0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,10,119,0,0,0,1547,0,0,0,0,157,72086,297,11842,659,0,0,0,0,0,0,0
721,Accommodation,0,0,0,0,0,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,6347,219,248,0,8,2,0,0,0,0,0,0,0,0,340,28900,101884,26031,253,0,0,0,0,0,0,0
722,Food services and drinking places,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1276,449,439458,0,0,0,0,0,0,78,0
81,"Other services, except government",0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,2875,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,117,316,0,547,1187,0,23,0,8,0,0,0,11,0,0,0,3370,476743,0,0,0,0,0,0,0
GFGD,Federal general government (defense),0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,0,0,0,0,0,0,0,2062,14075,0,0,0,165,0,1050,0,0,15,0,0,0,0,446791,0,0,0,0,0,0
GFGN,Federal general government (nondefense),0,121,0,0,0,62,264,0,0,1,0,0,0,0,0,0,0,72,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,95,0,0,0,0,2141,11271,0,0,0,0,0,1391,0,0,0,0,0,0,0,0,234582,528,0,0,0,1075
 GFE,Federal government enterprises,0,0,0,0,0,10307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2339,0,0,0,0,0,0,0,0,0,112,0,0,0,0,376,0,0,656,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,2085,1,0,0,69733,0,0,0,0
 GSLG,State and local general government,395,2305,0,303,0,845,14502,149,0,0,0,0,0,0,0,0,0,818,1171,0,907,411,1062,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1,0,1606,0,0,0,16905,0,0,0,0,3566,37393,0,6215,11254,63727,17960,109306,0,2791,2406,2108,6832,13011,893,0,0,0,1187569,0,3222,0
 GSLE,State and local government enterprises,0,0,0,0,0,67341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,0,100,180,0,9932,0,7861,0,0,0,0,0,47,0,3,0,4737,11849,0,0,0,0,0,0,0,0,0,0,0,0,467,19863,0,0,1608,0,0,0,0,56514,0,0
