IOCode,Name,Farms,"Forestry, fishing, and related activities",Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Housing,Other real estate,Rental and leasing services and lessors of intangible assets,Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and support services,Waste management and remediation services,Educational services,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation,Food services and drinking places,"Other services, except government",Federal general government (defense),Federal general government (nondefense),Federal government enterprises,State and local general government,State and local government enterprises,"Scrap, used and secondhand goods /1/",Noncomparable imports and rest-of-the-world adjustment /2/
4A0,Other retail,163,0,0,0,0,0,3015,0,0,0,0,0,0,0,0,0,0,2496,0,0,255,0,22,0,0,0,0,0,0,0,803826,0,0,0,0,0,0,3321,23,0,0,0,0,92,0,2,0,0,0,4306,0,1042,1332,0,1894,0,240,517,0,0,0,0,146,0,15655,15125,0,0,0,0,0,0,0
481,Air transportation,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Rail transportation,0,0,0,0,0,0,1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,0,142,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Water transportation,a,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61196,0,0,0,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0
484,Truck transportation,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,323109,0,0,2446,4528,0,0,0,0,0,0,0,0,0,0,212,0,78,125,0,0,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Transit and ground passenger transportation,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,33,0,0,0,0,56218,0,357,0,0,0,0,0,0,0,0,0,0,6,0,0,0,30,0,0,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
486,Pipeline transportation,0,0,0,0,0,772,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS,Other transportation and support activities,0,1,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,16,320,0,1476,483,166,0,206547,5715,0,0,0,0,0,0,46,0,0,0,108,0,173,201,0,30,2,0,6,0,0,0,0,0,0,115,232,0,0,0,0,0,0,0
493,Warehousing and storage,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1724,0,0,174,88078,0,0,0,0,0,0,0,0,0,0,8,0,69,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,"Publishing industries, except internet (includes software)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932,0,0,0,890,0,0,0,173,0,0,0,0,0,0,0,0,244819,0,0,8495,0,0,0,0,0,0,17,0,21056,52380,0,546,0,1205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Motion picture and sound recording industries,0,0,0,0,0,0,37,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,567,0,0,0,0,0,0,0,0,0,151810,0,0,0,0,0,0,0,119,105,0,196,214,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
513,Broadcasting and telecommunications,0,0,0,0,0,0,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4518,0,0,0,1507,0,0,0,0,0,0,0,0,0,422,698137,0,0,0,0,0,0,0,3968,0,3338,104291,0,0,0,0,0,0,0,0,0,0,0,0,1930,0,0,0,0,0,0,0
514,"Data processing, internet publishing, and other information services",0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,147,0,0,0,0,0,0,0,0,7697,0,126,131716,0,0,0,0,0,0,72,0,20462,46551,0,147,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI,"Federal Reserve banks, credit intermediation, and related activities",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,594620,43791,742,0,0,0,59329,0,5645,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"Securities, commodity contracts, and investments",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15370,457223,2891,0,0,0,0,0,3461,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Insurance carriers and related activities,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,837612,0,0,0,0,481,6364,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"Funds, trusts, and other financial vehicles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151266,0,0,0,0,63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS,Housing,0,0,0,0,0,0,12103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809977,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE,Other real estate,0,0,0,0,0,0,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,954277,0,0,99,123,0,0,0,0,0,0,0,0,0,0,64,0,82,0,0,0,0,0,0,0
532RL,Rental and leasing services and lessors of intangible assets,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,1485,0,0,0,645,16,0,0,0,0,0,0,0,0,27,612,0,0,2016,332220,0,154,8,0,0,0,4,0,0,0,0,0,0,0,0,1859,0,0,0,0,0,0,0
5411,Legal services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307356,228,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,Computer systems design and related services,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6558,0,0,0,2631,0,0,0,0,0,0,0,0,1791,0,148,25666,0,0,0,0,0,0,0,0,306306,5170,0,3659,0,1370,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0
5412OP,"Miscellaneous professional, scientific, and technical services",0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,4170,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,31,0,19892,1209160,0,2214,0,0,0,0,0,0,7,0,0,0,1193,0,0,0,0,0,0,0
55,Management of companies and enterprises,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10239,5965,582117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Administrative and support services,0,0,0,0,0,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,0,0,0,0,0,0,0,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,764,31,0,7515,6990,0,728346,49,8,8,0,0,82,0,0,0,0,7,0,0,0,0,0,0,0
562,Waste management and remediation services,0,0,177,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,55,103,0,0,89899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1295,0
61,Educational services,0,0,0,0,0,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,279,149,0,3881,24088,0,0,0,270843,0,0,0,0,1189,0,12823,5246,11,0,0,0,0,0,0,0
621,Ambulatory health care services,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5022,0,671,214,0,0,0,0,915746,0,295,0,0,0,0,235,0,0,0,0,0,0,0,0
622,Hospitals,0,0,0,0,0,0,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157,0,2277,5789,0,0,0,0,2957,740534,93,0,0,0,0,3428,0,0,0,0,0,0,0,0
623,Nursing and residential care facilities,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,7,31,0,0,0,0,1015,0,221984,372,0,0,0,639,0,0,0,0,0,0,0,0
624,Social assistance,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,19,0,0,0,0,142,0,2696,168082,0,0,0,0,0,0,0,0,0,0,0,0
711AS,"Performing arts, spectator sports, museums, and related activities",0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3612,0,71,6583,0,0,0,34,0,0,0,0,138633,2564,4,2719,305,0,0,0,0,0,0,0
713,"Amusements, gambling, and recreation industries",0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,31,214,0,0,0,1710,0,0,0,0,226,114622,502,16502,1015,0,0,0,0,0,0,0
721,Accommodation,0,0,0,0,0,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2398,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,7391,860,1026,0,22,3,0,1,0,0,0,0,0,0,1177,29405,145197,37088,1046,0,0,0,0,0,0,0
722,Food services and drinking places,0,0,0,0,0,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1126,182,660022,0,0,0,0,0,0,129,0
81,"Other services, except government",0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,0,0,5390,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,341,331,0,633,1073,0,0,0,4,0,0,0,42,0,0,0,4971,627407,0,0,0,0,0,0,0
GFGD,Federal general government (defense),0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,13,0,0,0,0,0,0,0,0,2045,20891,0,0,0,221,0,1406,0,0,20,0,0,0,0,599765,0,0,0,0,0,0
GFGN,Federal general government (nondefense),0,132,0,0,0,67,296,0,0,1,0,0,0,0,0,0,0,79,0,0,0,0,11,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,103,0,0,0,0,2293,13275,0,0,0,0,0,1721,0,0,0,0,0,0,0,0,355512,576,0,0,0,3219
GFE,Federal government enterprises,0,0,0,0,0,14316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3354,0,0,0,0,0,0,0,0,0,106,0,0,0,0,-966,0,0,858,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,2240,0,0,0,72258,0,0,0,0
GSLG,State and local general government,587,3429,0,450,0,1257,16304,221,0,0,0,0,0,0,0,0,0,1216,1768,0,1349,611,1580,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,1,0,2389,0,0,0,25145,0,0,0,0,5066,46972,0,9245,16740,94790,19466,170926,0,4152,3579,3136,10162,18047,1328,0,0,0,1600990,0,4793,0
GSLE,State and local government enterprises,0,0,0,0,0,100790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2735,0,159,241,0,14647,0,11798,0,0,0,0,0,28,0,0,0,5569,22283,0,0,0,0,0,0,0,0,0,0,0,0,445,27594,0,0,3108,0,0,0,0,88259,0,0
