IOCode,Name,Farms,"Forestry, fishing, and related activities",Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Housing,Other real estate,Rental and leasing services and lessors of intangible assets,Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and support services,Waste management and remediation services,Educational services,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation,Food services and drinking places,"Other services, except government",Federal general government (defense),Federal general government (nondefense),Federal government enterprises,State and local general government,State and local government enterprises,"Scrap, used and secondhand goods /1/",Noncomparable imports and rest-of-the-world adjustment /2/
332,Fabricated metal products,0,0,0,0,0,0,3434,147,220,9960,315390,7433,549,172,3173,1441,222,5332,0,44,255,7,159,0,1499,1261,3179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,1280,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,1677,0
333,Machinery,0,0,0,0,0,0,1184,0,232,1415,4361,356744,939,782,25347,1332,12,854,0,0,0,1,0,0,16,223,5583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,1181,6523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0
334,Computer and electronic products,0,0,0,0,0,0,59,10,1,2897,668,2756,311250,2601,40,4037,41,6336,0,100,0,201,60,0,1443,228,4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11693,30777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,"Electrical equipment, appliances, and components",0,0,0,0,0,0,188,0,2,2310,789,2725,2015,110911,479,98,1,93,0,0,0,6,0,1,32,20,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV,"Motor vehicles, bodies and trailers, and parts",0,0,0,0,0,0,913,0,4,484,1526,1554,714,67,492707,832,15,267,0,593,0,0,0,0,5,479,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,7869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871,0
3364OT,Other transportation equipment,0,0,0,0,0,0,1614,0,0,4,1015,4929,577,1288,7163,258984,0,0,0,437,0,0,0,0,0,290,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3163,15135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0
337,Furniture and related products,0,0,0,0,0,0,624,168,54,46,716,556,0,29,48,0,60418,794,0,615,347,7,16,0,13,254,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Miscellaneous manufacturing,0,0,0,0,0,0,746,88,26,1238,217,1128,104,30,48,50,183,133303,0,1667,1015,84,115,4,1490,602,4252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,7407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT,Food and beverage and tobacco products,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,876841,491,290,535,0,0,18596,842,5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT,Textile mills and textile product mills,0,0,0,0,0,0,109,0,0,1,2,0,0,0,6,0,73,92,0,41069,9233,5,3,0,340,89,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
315AL,Apparel and leather and allied products,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,30947,0,0,0,0,0,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Paper products,0,0,0,0,0,0,205,84,396,1860,96,0,6,0,0,0,6,446,0,2081,0,165803,2164,0,717,3947,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0
323,Printing and related support activities,0,0,0,0,0,0,18,0,0,0,17,0,22,0,0,0,0,415,0,980,4602,50,55559,0,0,108,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,19903,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0
324,Petroleum and coal products,0,0,0,317,0,0,383,0,355,3960,0,106,0,0,0,0,0,0,0,38,0,153,0,789204,32582,358,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Chemical products,0,0,0,8,0,0,321,62,26,3555,439,5296,4131,1187,14,6,0,1020,1608,0,0,116,21,1598,733792,8018,14339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,29099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Plastics and rubber products,0,0,0,0,0,0,213,210,122,2250,1338,4057,377,1191,5102,90,133,1610,0,1747,0,1093,749,0,552,190103,2189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0
42,Wholesale trade,0,838,0,0,0,0,3999,0,0,0,2,435,178,0,81,20,3,1397,4370,0,0,0,0,0,0,0,1343493,0,0,0,0,0,0,0,0,0,105,988,169,0,0,0,0,0,0,0,0,0,0,10136,0,18423,1062,0,34,0,0,0,0,0,0,0,0,0,0,57501,0,0,0,0,0,0,0
441,Motor vehicle and parts dealers,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164668,0,0,0,0,0,0,46,0,0,382,365,0,0,0,0,3229,0,248,0,0,0,1310,0,6,23,0,0,0,48,0,0,0,0,0,259,0,0,69377,0,0,0,0,0,0,0
445,Food and beverage stores,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9619,0,0,0,0,0,0,0,0,0,184542,0,0,0,0,0,0,0,0,0,27,0,0,0,0,721,0,0,0,0,0,1196,0,0,12,0,81,0,0,0,0,0,0,0,18,0,15142,37,0,0,0,0,0,0,0
452,General merchandise stores,0,0,0,0,0,0,1765,0,0,0,0,0,0,0,0,0,0,0,3452,0,11,0,0,0,0,0,0,0,0,202627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,106,0,8,0,0,0,0,0,0,0,0,0,3321,3227,0,0,0,0,0,0,0
4A0,Other retail,126,0,0,0,0,0,2804,0,0,0,0,0,0,0,0,0,0,2413,0,0,248,0,24,0,0,0,0,0,0,0,736904,0,0,0,0,0,0,3018,21,0,0,0,0,84,0,2,0,0,0,4029,0,1701,827,0,1697,0,221,462,0,0,0,0,134,0,14238,14265,0,0,0,0,0,0,0
481,Air transportation,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Rail transportation,0,0,0,0,0,0,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,123,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Water transportation,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57682,0,0,0,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0
484,Truck transportation,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,292387,0,0,2216,4101,0,0,0,0,0,0,0,0,0,0,192,0,62,108,0,0,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Transit and ground passenger transportation,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,32,0,0,0,0,51482,0,326,0,0,0,0,0,0,0,0,0,0,5,0,0,0,27,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
486,Pipeline transportation,0,0,0,0,0,660,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS,Other transportation and support activities,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,14,288,0,1319,426,151,0,184414,5364,0,0,0,0,0,0,39,0,0,0,94,0,148,155,0,27,2,0,6,0,0,0,0,0,0,102,197,0,0,0,0,0,0,0
493,Warehousing and storage,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1616,0,0,163,82573,0,0,0,0,0,0,0,0,0,0,7,0,87,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,"Publishing industries, except internet (includes software)",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,0,0,0,766,0,0,0,163,0,0,0,0,0,0,0,0,217186,0,0,7988,0,0,0,0,0,0,17,0,16984,55418,0,547,0,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Motion picture and sound recording industries,0,0,0,0,0,0,70,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,532,0,0,0,0,0,0,0,0,0,142442,0,0,0,0,0,0,0,112,97,0,483,253,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0
513,Broadcasting and telecommunications,0,0,0,0,0,0,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4130,0,0,0,1354,0,0,0,0,0,0,0,0,0,387,638700,0,0,0,0,0,0,0,3567,0,3288,93146,0,0,0,0,0,0,0,0,0,0,0,0,1759,0,0,0,0,0,0,0
514,"Data processing, internet publishing, and other information services",0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,126,0,0,0,0,0,0,0,0,6580,0,110,112942,0,0,0,0,0,0,63,0,15741,37514,0,128,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI,"Federal Reserve banks, credit intermediation, and related activities",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,568943,44998,757,0,0,0,46321,0,4872,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"Securities, commodity contracts, and investments",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14178,405366,2514,0,0,0,0,0,2972,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Insurance carriers and related activities,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667,746128,0,0,0,0,434,6617,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"Funds, trusts, and other financial vehicles",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115822,0,0,0,0,251,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS,Housing,0,0,0,0,0,0,11692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689598,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE,Other real estate,0,0,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,831434,0,0,75,118,0,0,0,0,0,0,0,0,0,0,60,0,81,0,0,0,0,0,0,0
532RL,Rental and leasing services and lessors of intangible assets,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,1634,0,0,0,526,14,0,0,0,0,0,0,0,0,23,559,0,0,1617,293879,0,166,9,0,0,0,3,0,0,0,0,0,0,0,0,1612,0,0,0,0,0,0,0
5411,Legal services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297368,225,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,Computer systems design and related services,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6073,0,0,0,2395,0,0,0,0,0,0,0,0,1628,0,146,26239,0,0,0,0,0,0,0,0,287239,2749,0,3348,0,1271,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0
5412OP,"Miscellaneous professional, scientific, and technical services",0,0,0,0,0,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,3517,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,28,0,19308,1107005,0,1710,0,0,0,0,0,0,7,0,0,0,1044,0,0,0,0,0,0,0
55,Management of companies and enterprises,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9113,4733,517011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Administrative and support services,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0,0,0,0,0,0,0,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,702,28,0,5805,6151,0,645163,41,8,7,0,0,71,0,0,0,0,6,0,0,0,0,0,0,0
562,Waste management and remediation services,0,0,177,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,66,96,0,0,83780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297,0
61,Educational services,0,0,0,0,0,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,254,135,0,3821,24396,0,0,0,252390,0,0,0,0,1128,0,11441,3985,11,0,0,0,0,0,0,0
621,Ambulatory health care services,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4700,0,671,110,0,0,0,0,856363,0,268,0,0,0,0,221,0,0,0,0,0,0,0,0
622,Hospitals,0,0,0,0,0,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1058,0,1923,4118,0,0,0,0,2718,677454,86,0,0,0,0,3142,0,0,0,0,0,0,0,0
623,Nursing and residential care facilities,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,13,16,0,0,0,0,925,0,206329,353,0,0,0,597,0,0,0,0,0,0,0,0
624,Social assistance,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,10,0,0,0,0,132,0,2574,158807,0,0,0,0,0,0,0,0,0,0,0,0
711AS,"Performing arts, spectator sports, museums, and related activities",0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3487,0,31,5950,0,0,0,31,0,0,0,0,127664,2758,4,2559,282,0,0,0,0,0,0,0
713,"Amusements, gambling, and recreation industries",0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,12,181,0,0,0,1490,0,0,0,0,205,103579,453,14881,912,0,0,0,0,0,0,0
721,Accommodation,0,0,0,0,0,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2167,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,7656,773,915,0,18,2,0,1,0,0,0,0,0,0,1085,25680,129654,33301,933,0,0,0,0,0,0,0
722,Food services and drinking places,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1017,164,598711,0,0,0,0,0,0,117,0
81,"Other services, except government",0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,4817,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,319,306,0,459,994,0,0,0,4,0,0,0,38,0,0,0,4686,572376,0,0,0,0,0,0,0
GFGD,Federal general government (defense),0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,14,0,0,0,0,0,0,0,0,2312,21748,0,0,0,226,0,1437,0,0,20,0,0,0,0,653921,0,0,0,0,0,0
GFGN,Federal general government (nondefense),0,109,0,0,0,55,384,0,0,1,0,0,0,0,0,0,0,65,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,85,0,0,0,0,2556,12841,0,0,0,0,0,1415,0,0,0,0,0,0,0,0,353913,473,0,0,0,2906
GFE,Federal government enterprises,0,0,0,0,0,13925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3760,0,0,0,0,0,0,0,0,0,124,0,0,0,0,1442,0,0,870,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,2530,1,0,0,75305,0,0,0,0
GSLG,State and local general government,558,3257,0,428,0,1195,16761,210,0,0,0,0,0,0,0,0,0,1155,1654,0,1282,580,1501,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,1,0,2270,0,0,0,23887,0,0,0,0,4739,47070,0,8782,15902,90047,17629,162362,0,3944,3400,2979,9653,18034,1262,0,0,0,1536316,0,4553,0
GSLE,State and local government enterprises,0,0,0,0,0,96745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2504,0,152,229,0,13955,0,11110,0,0,0,0,0,28,0,0,0,5771,21278,0,0,0,0,0,0,0,0,0,0,0,0,459,26934,0,0,2818,0,0,0,0,82544,0,0
