IOCode,Name,Farms,"Forestry, fishing, and related activities",Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Housing Services,Other Real Estate,Rental and leasing services and lessors of intangible assets,Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and support services,Waste management and remediation services,Educational services,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation,Food services and drinking places,"Other services, except government",Federal general government (defense),Federal general government (nondefense),Federal government enterprises,State and local general government,State and local government enterprises,"Scrap, used and secondhand goods /1/",Noncomparable imports and rest-of-the-world adjustment /2/
332,Fabricated metal products,0,0,0,0,0,0,2047,286,371,6541,231025,3765,832,219,2486,525,353,486,0,5,15,69,60,0,161,1591,2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,1042,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,784,0
333,Machinery,0,0,0,0,0,0,699,0,107,535,4144,248973,1748,2354,3226,341,540,926,111,0,0,26,0,0,1343,368,4488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807,3823,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,284,0
334,Computer and electronic products,0,0,0,0,0,0,54,42,155,161,370,1330,431922,1527,554,1885,463,1390,0,195,0,248,247,0,942,491,7250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4396,22293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
335,"Electrical equipment, appliances, and components",0,0,0,0,0,0,73,0,86,2006,1267,1042,2460,103986,1007,212,15,234,0,0,0,64,0,30,243,106,1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
3361MV,"Motor vehicles, bodies and trailers, and parts",0,0,0,0,0,0,436,0,50,322,949,1602,3422,351,483261,192,16,3,0,5,0,0,0,0,87,346,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,9575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0
3364OT,Other transportation equipment,0,0,0,0,0,0,520,0,0,2,681,2822,1060,713,237,160494,0,0,0,174,0,0,0,0,32,224,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,12451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
337,Furniture and related products,0,0,0,0,0,0,236,456,71,3,434,96,0,36,114,0,69120,43,0,171,2,190,0,0,133,312,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Miscellaneous manufacturing,0,0,0,0,0,0,649,81,171,307,750,346,295,67,20,85,497,95263,0,271,167,118,142,36,699,702,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,5633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
311FT,Food and beverage and tobacco products,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,524618,15,301,2,0,0,1909,11,6277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT,Textile mills and textile product mills,0,0,0,0,0,0,38,0,0,33,121,0,0,0,751,0,189,89,0,79222,555,74,20,0,4470,293,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0
315AL,Apparel and leather and allied products,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1110,67054,0,0,0,0,0,2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
322,Paper products,0,0,0,0,0,0,95,112,5,93,194,0,63,0,0,0,136,209,0,723,0,149897,468,0,471,1412,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0
323,Printing and related support activities,0,0,0,0,0,0,23,0,0,0,28,0,110,0,0,0,0,289,0,104,179,516,73097,0,0,134,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,28097,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
324,Petroleum and coal products,0,0,0,173,0,0,54,0,143,330,0,45,0,0,0,0,0,0,0,69,0,16,0,149246,7782,76,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Chemical products,0,0,0,26,0,0,115,52,76,113,430,388,1586,104,117,0,0,489,1661,0,0,405,6,2935,393313,3306,7047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,15859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Plastics and rubber products,0,0,0,0,0,0,106,182,86,670,808,1328,339,273,1060,99,269,705,0,549,0,1656,166,0,1142,159050,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0
42,Wholesale trade,0,401,0,0,0,0,2352,0,0,0,5,373,46,0,98,17,19,1583,4182,0,0,0,0,0,0,0,759571,0,0,0,0,0,0,0,0,0,17,599,79,0,0,0,0,0,0,0,0,0,0,11329,0,12247,1274,0,120,0,20,0,0,0,0,0,0,0,0,33620,0,0,0,0,0,0,0
441,Motor vehicle and parts dealers,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127105,0,0,0,0,0,0,2,0,0,305,126,0,0,0,0,2617,0,18,0,0,0,1102,0,20,38,0,0,0,36,0,0,0,0,0,151,0,0,63879,0,0,0,0,0,0,0
445,Food and beverage stores,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5933,0,0,0,0,0,0,0,0,0,126002,0,0,0,0,0,0,0,0,0,10,0,0,0,0,37,0,0,0,0,0,961,0,9,19,0,73,0,0,0,0,0,0,0,58,0,6261,316,0,0,0,0,0,0,0
452,General merchandise stores,0,0,0,0,0,0,1143,0,0,0,0,0,0,0,0,0,0,0,798,0,6,0,0,0,0,0,0,0,0,121943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,75,400,0,44,0,0,0,0,0,0,0,0,0,1959,3730,0,0,0,0,0,0,0
4A0,Other retail,179,0,0,0,0,0,977,0,0,0,0,0,0,0,0,0,0,1122,0,0,255,0,87,0,0,0,0,0,0,0,451064,0,0,0,0,0,0,1250,10,0,0,0,0,391,0,13,0,39,0,5291,0,1219,1017,0,1593,0,109,287,0,0,0,0,201,0,6521,10841,0,0,0,0,0,0,0
481,Air transportation,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Rail transportation,0,0,0,0,0,0,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Water transportation,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25752,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,32,0,9,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
484,Truck transportation,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,184485,0,0,1189,2302,0,0,0,0,0,0,0,0,0,0,0,0,48,159,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Transit and ground passenger transportation,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,25915,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,0,0,0,0,9,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
486,Pipeline transportation,0,0,0,0,0,1557,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS,Other transportation and support activities,0,4,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,39,135,0,59,127,42,0,96835,3144,0,0,0,0,0,0,0,0,0,0,72,0,87,2446,0,9,0,36,13,0,0,0,0,2,0,98,85,0,0,0,0,0,0,0
493,Warehousing and storage,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0,0,659,0,0,645,29263,0,0,0,0,0,0,0,0,0,0,0,0,52,87,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
511,"Publishing industries, except internet (includes software)",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,0,0,0,504,0,0,0,297,0,0,0,0,0,0,0,0,157779,0,0,4335,0,0,0,0,0,0,22,0,9140,62303,0,677,0,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Motion picture and sound recording industries,0,0,0,0,0,0,4,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,95,0,0,0,0,0,0,0,0,0,100495,0,0,0,0,0,0,0,44,38,0,118,84,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
513,Broadcasting and telecommunications,0,0,0,0,0,0,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2257,0,0,0,258,0,0,0,0,0,0,0,0,0,408,434332,162,0,0,0,0,0,0,2306,0,4590,56520,0,0,0,4,0,0,0,0,0,0,0,0,3330,0,0,0,0,0,0,0
514,"Data processing, internet publishing, and other information services",0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,95,0,0,0,0,0,0,0,0,1820,0,114,44808,0,0,0,0,0,0,52,0,8751,5542,0,109,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI,"Federal Reserve banks, credit intermediation, and related activities",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,421037,32216,0,0,0,0,58574,0,2537,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"Securities, commodity contracts, and investments",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7198,281376,658,0,0,0,0,0,1493,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Insurance carriers and related activities,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,400165,0,0,567,0,131,3671,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"Funds, trusts, and other financial vehicles",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74890,0,0,0,0,46,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS,Housing Services,0,0,0,0,0,0,24333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938049,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE,Other Real Estate,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429543,0,0,63,18,0,0,0,0,0,0,0,0,0,3,54,0,1198,0,0,0,0,0,0,0
532RL,Rental and leasing services and lessors of intangible assets,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,2073,0,0,0,165,19,0,0,0,0,0,0,0,0,5,0,0,0,698,182034,0,88,8,0,0,0,0,0,0,0,0,0,0,0,0,978,0,0,0,0,0,0,0
5411,Legal services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184841,178,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,Computer systems design and related services,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6744,0,0,0,548,0,0,0,0,0,0,0,0,1294,0,152,9893,0,0,0,0,0,0,0,0,154697,3283,0,2627,0,558,0,0,0,0,0,0,0,0,3315,0,0,0,0,0,0,0
5412OP,"Miscellaneous professional, scientific, and technical services",0,0,0,0,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,1804,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,9058,603913,0,801,0,0,0,0,0,0,0,0,0,0,914,0,0,0,0,0,0,0
55,Management of companies and enterprises,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3856,4345,231849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Administrative and support services,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839,0,0,0,0,0,0,0,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,3096,4347,0,374136,220,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
562,Waste management and remediation services,0,0,190,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,8,107,0,0,48515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0
61,Educational services,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,18,0,0,1196,12252,0,0,0,108420,0,0,0,0,375,0,4140,5544,12,0,0,0,0,0,0,0
621,Ambulatory health care services,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,866,0,148,141,0,0,0,0,420193,0,351,0,0,0,0,119,0,0,0,0,0,0,0,0
622,Hospitals,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,832,2107,0,0,0,0,4585,293354,658,0,0,0,0,1143,0,0,0,0,0,0,0,0
623,Nursing and residential care facilities,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,198,0,22,20,0,0,0,0,600,0,103402,10,0,0,0,210,0,0,0,0,0,0,0,0
624,Social assistance,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,22,0,0,0,0,112,0,122,73625,0,0,0,170,0,0,0,0,0,0,0,0
711AS,"Performing arts, spectator sports, museums, and related activities",0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974,0,47,2680,0,0,0,38,0,0,0,0,59710,1034,1,738,140,0,0,0,0,0,0,0
713,"Amusements, gambling, and recreation industries",0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,8,103,0,0,0,2280,0,0,0,0,142,57110,314,10399,489,0,0,0,0,0,0,0
721,Accommodation,0,0,0,0,0,0,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5528,0,0,0,5,4,0,0,0,0,0,0,0,0,0,17533,86822,22196,0,0,0,0,0,0,0,0
722,Food services and drinking places,0,0,0,0,0,0,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1009,522,334637,0,0,0,0,0,0,89,0
81,"Other services, except government",0,0,0,0,0,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,422,1297,0,32,0,8,0,0,0,0,0,0,0,2170,393684,0,0,0,0,0,0,0
GFGD,Federal general government (defense),0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,0,0,0,0,0,0,0,0,1310,9333,0,0,0,111,0,705,0,0,10,0,0,0,0,301226,0,0,0,0,0,0
GFGN,Federal general government (nondefense),0,100,0,0,0,51,196,0,0,1,0,0,0,0,0,0,0,59,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,78,0,0,0,0,2283,8569,0,0,0,0,0,1295,0,0,0,0,0,0,0,0,154344,433,0,0,0,784
 GFE,Federal government enterprises,0,0,0,0,0,8722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591,0,0,0,0,0,0,0,0,0,102,0,0,0,0,365,0,0,803,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1817,2,0,0,64717,0,0,0,0
 GSLG,State and local general government,290,1696,0,223,0,622,11040,109,0,0,0,0,0,0,0,0,0,601,861,0,667,302,781,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,1182,0,0,0,12434,0,0,0,0,2487,25316,0,4571,8277,46872,13210,80299,0,2053,1770,1551,5025,9569,657,0,0,0,902002,0,2370,0
 GSLE,State and local government enterprises,0,0,0,0,0,57014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277,0,83,82,0,7927,0,6002,0,0,0,0,0,69,0,7,0,4061,8503,0,0,0,0,0,0,0,0,0,0,0,0,460,9523,0,0,1332,0,0,0,0,44885,0,0
