IOCode,Name,Farms,"Forestry, fishing, and related activities",Oil and gas extraction,"Mining, except oil and gas",Support activities for mining,Utilities,Construction,Wood products,Nonmetallic mineral products,Primary metals,Fabricated metal products,Machinery,Computer and electronic products,"Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts",Other transportation equipment,Furniture and related products,Miscellaneous manufacturing,Food and beverage and tobacco products,Textile mills and textile product mills,Apparel and leather and allied products,Paper products,Printing and related support activities,Petroleum and coal products,Chemical products,Plastics and rubber products,Wholesale trade,Motor vehicle and parts dealers,Food and beverage stores,General merchandise stores,Other retail,Air transportation,Rail transportation,Water transportation,Truck transportation,Transit and ground passenger transportation,Pipeline transportation,Other transportation and support activities,Warehousing and storage,"Publishing industries, except internet (includes software)",Motion picture and sound recording industries,Broadcasting and telecommunications,"Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments",Insurance carriers and related activities,"Funds, trusts, and other financial vehicles",Housing Services,Other Real Estate,Rental and leasing services and lessors of intangible assets,Legal services,Computer systems design and related services,"Miscellaneous professional, scientific, and technical services",Management of companies and enterprises,Administrative and support services,Waste management and remediation services,Educational services,Ambulatory health care services,Hospitals,Nursing and residential care facilities,Social assistance,"Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries",Accommodation,Food services and drinking places,"Other services, except government",Federal general government (defense),Federal general government (nondefense),Federal government enterprises,State and local general government,State and local government enterprises,"Scrap, used and secondhand goods /1/",Noncomparable imports and rest-of-the-world adjustment /2/
332,Fabricated metal products,0,0,0,0,0,0,2673,471,149,1938,275324,3910,446,182,1230,424,371,510,0,7,0,8,252,0,341,1219,3006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,1282,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,954,0
333,Machinery,0,0,0,0,0,0,910,0,165,119,3438,294707,1071,994,883,1208,102,520,7,0,0,14,0,0,361,366,4631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,906,5459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0
334,Computer and electronic products,0,0,0,0,0,0,56,11,45,145,189,809,315640,910,6,2368,39,649,0,8,0,42,184,0,499,138,4248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10319,32394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,"Electrical equipment, appliances, and components",0,0,0,0,0,0,101,0,104,643,395,759,1145,101782,27,74,4,120,0,0,0,13,0,2,27,52,1124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV,"Motor vehicles, bodies and trailers, and parts",0,0,0,0,0,0,930,0,81,144,901,1900,592,716,407440,542,60,40,0,49,0,0,0,0,173,367,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,6837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522,0
3364OT,Other transportation equipment,0,0,0,0,0,0,1840,0,0,4,946,2345,1365,707,507,217671,0,0,0,3,0,0,0,0,34,96,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642,19029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0
337,Furniture and related products,0,0,0,0,0,0,652,340,87,4,220,75,0,2,7,0,54255,209,0,82,14,10,2,0,24,125,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Miscellaneous manufacturing,0,0,0,0,0,0,790,122,32,74,132,363,744,33,4,261,495,138150,0,217,127,163,182,7,580,423,3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,7184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT,Food and beverage and tobacco products,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,791351,7,18,352,0,0,4022,50,5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
313TT,Textile mills and textile product mills,0,0,0,0,0,0,133,0,0,3,20,0,0,0,58,2,87,153,0,44209,1258,19,68,0,3010,127,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
315AL,Apparel and leather and allied products,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,17203,0,0,0,0,0,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Paper products,0,0,0,0,0,0,296,121,192,13,44,0,4,0,0,0,6,189,0,299,0,163283,570,0,928,1367,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0
323,Printing and related support activities,0,0,0,0,0,0,11,0,0,0,8,0,92,0,0,0,0,265,0,151,896,271,58666,0,0,289,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,21066,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0
324,Petroleum and coal products,0,0,0,295,0,0,391,0,107,2078,0,10,0,0,0,0,0,0,0,1,0,16,0,565637,31349,3,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Chemical products,0,0,0,8,0,0,309,19,70,262,179,324,1491,176,0,4,0,290,1754,0,0,276,10,1046,657130,3735,14714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,32341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Plastics and rubber products,0,0,0,0,0,0,244,502,247,45,824,655,166,176,336,62,243,639,0,713,0,984,199,47,938,175095,1641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0
42,Wholesale trade,0,714,0,0,0,0,3314,0,0,0,2,339,159,0,70,15,2,1540,3602,0,0,0,0,0,0,0,1165832,0,0,0,0,0,0,0,0,0,77,791,155,0,0,0,0,0,0,0,0,0,0,8574,0,16222,1078,0,35,0,0,0,0,0,0,0,0,0,0,50542,0,0,0,0,0,0,0
441,Motor vehicle and parts dealers,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138362,0,0,0,0,0,0,43,0,0,363,321,0,0,0,0,2646,0,204,0,0,0,1215,0,14,26,0,0,0,45,0,0,0,0,0,245,0,0,63140,0,0,0,0,0,0,0
445,Food and beverage stores,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8875,0,0,0,0,0,0,0,0,0,174030,0,0,0,0,0,0,0,0,0,27,0,0,0,0,666,0,0,0,0,0,1520,0,0,13,0,75,0,0,0,0,0,0,0,17,0,13629,34,0,0,0,0,0,0,0
452,General merchandise stores,0,0,0,0,0,0,1294,0,0,0,0,0,0,0,0,0,0,0,3118,0,11,0,0,0,0,0,0,0,0,205927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,3,109,0,9,0,0,0,0,0,0,0,0,0,2989,2988,0,0,0,0,0,0,0
4A0,Other retail,134,0,0,0,0,0,2900,0,0,0,0,0,0,0,0,0,0,2076,0,0,216,0,26,0,0,0,0,0,0,0,662946,0,0,0,0,0,0,2937,19,0,0,0,0,81,0,1,0,0,0,3775,0,1318,877,0,1536,0,207,428,0,0,0,0,116,0,12815,13013,0,0,0,0,0,0,0
481,Air transportation,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,Rail transportation,0,0,0,0,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,95,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Water transportation,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52550,0,0,0,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
484,Truck transportation,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,246196,0,0,1883,3556,0,0,0,0,0,0,0,0,0,0,162,0,72,93,0,0,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Transit and ground passenger transportation,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,29,0,0,0,0,45444,0,302,0,0,0,0,0,0,0,0,0,0,4,0,0,0,24,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
486,Pipeline transportation,0,0,0,0,0,665,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487OS,Other transportation and support activities,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,12,253,0,1109,370,134,0,161090,4839,0,0,0,0,0,0,33,0,0,0,83,0,109,136,0,25,2,0,6,0,0,0,0,0,0,81,180,0,0,0,0,0,0,0
493,Warehousing and storage,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1455,0,0,147,74529,0,0,0,0,0,0,0,0,0,0,6,0,143,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,"Publishing industries, except internet (includes software)",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,0,0,0,695,0,0,0,157,0,0,0,0,0,0,0,0,204443,0,0,7884,0,0,0,0,0,0,17,0,14792,57707,0,542,0,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Motion picture and sound recording industries,0,0,0,0,0,0,33,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,486,0,0,0,0,0,0,0,0,0,134675,0,0,0,0,0,0,0,104,90,0,302,228,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0
513,Broadcasting and telecommunications,0,0,0,0,0,0,1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,1216,0,0,0,0,0,0,0,0,0,347,591785,0,0,0,0,0,0,0,3318,0,3890,83231,0,0,0,0,0,0,0,0,0,0,0,0,1597,0,0,0,0,0,0,0
514,"Data processing, internet publishing, and other information services",0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,101,0,0,0,0,0,0,0,0,5396,0,93,93933,0,0,0,0,0,0,53,0,13627,27401,0,109,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521CI,"Federal Reserve banks, credit intermediation, and related activities",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,572294,41935,689,0,0,0,44324,0,4369,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,"Securities, commodity contracts, and investments",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14523,398761,2411,0,0,0,0,0,2561,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Insurance carriers and related activities,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1383,691324,0,0,0,0,321,6193,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,"Funds, trusts, and other financial vehicles",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106531,0,0,0,0,272,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HS,Housing Services,0,0,0,0,0,0,10183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595190,0,0,0,76,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORE,Other Real Estate,0,0,0,0,0,0,987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,760057,0,0,99,116,0,0,0,0,0,0,0,0,0,0,58,0,85,0,0,0,0,0,0,0
532RL,Rental and leasing services and lessors of intangible assets,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,1787,0,0,0,433,13,0,0,0,0,0,0,0,0,21,503,0,0,1359,260824,0,136,7,0,0,0,3,0,0,0,0,0,0,0,0,1360,0,0,0,0,0,0,0
5411,Legal services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279741,233,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,Computer systems design and related services,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5631,0,0,0,1670,0,0,0,0,0,0,0,0,1360,0,131,23891,0,0,0,0,0,0,0,0,248325,4926,0,2803,0,1081,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
5412OP,"Miscellaneous professional, scientific, and technical services",0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,3059,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,24,0,20730,1011576,0,1574,0,0,0,0,0,0,6,0,0,0,951,0,0,0,0,0,0,0
55,Management of companies and enterprises,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7797,3966,435238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Administrative and support services,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922,0,0,0,0,0,0,0,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,599,25,0,4964,5295,0,574070,37,8,6,0,0,59,0,0,0,0,6,0,0,0,0,0,0,0
562,Waste management and remediation services,0,0,165,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,25,101,0,0,80626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1459,0
61,Educational services,0,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,235,125,0,3564,23411,0,0,0,235183,0,0,0,0,1020,0,9810,4821,10,0,0,0,0,0,0,0
621,Ambulatory health care services,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4343,0,528,153,0,0,0,0,791512,0,242,0,0,0,0,205,0,0,0,0,0,0,0,0
622,Hospitals,0,0,0,0,0,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,0,1693,3907,0,0,0,0,2464,607998,78,0,0,0,0,2862,0,0,0,0,0,0,0,0
623,Nursing and residential care facilities,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,10,22,0,0,0,0,847,0,192290,341,0,0,0,564,0,0,0,0,0,0,0,0
624,Social assistance,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,13,0,0,0,0,125,0,2498,153316,0,0,0,0,0,0,0,0,0,0,0,0
711AS,"Performing arts, spectator sports, museums, and related activities",0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3150,0,26,5660,0,0,0,30,0,0,0,0,116940,2502,3,2299,264,0,0,0,0,0,0,0
713,"Amusements, gambling, and recreation industries",0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,26,156,0,0,0,1356,0,0,0,0,179,93910,411,13443,831,0,0,0,0,0,0,0
721,Accommodation,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1907,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,7415,685,796,0,25,2,0,0,0,0,0,0,0,0,1009,23840,112495,29305,812,0,0,0,0,0,0,0
722,Food services and drinking places,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,893,145,535654,0,0,0,0,0,0,104,0
81,"Other services, except government",0,0,0,0,0,0,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,0,4550,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,305,262,0,452,926,0,0,0,3,0,0,0,34,0,0,0,4407,527300,0,0,0,0,0,0,0
GFGD,Federal general government (defense),0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,14,0,0,0,0,0,0,0,0,2615,19194,0,0,0,227,0,1445,0,0,20,0,0,0,0,653213,0,0,0,0,0,0
GFGN,Federal general government (nondefense),0,217,0,0,0,110,424,0,0,1,0,0,0,0,0,0,0,129,0,0,0,0,17,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,169,0,0,0,0,2895,12368,0,0,0,0,0,2824,0,0,0,0,0,0,0,0,350692,945,0,0,0,2242
 GFE,Federal government enterprises,0,0,0,0,0,14048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3557,0,0,0,0,0,0,0,0,0,118,0,0,0,0,862,0,0,794,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,2400,1,0,0,74102,0,0,0,0
 GSLG,State and local general government,527,3079,0,404,0,1129,17675,199,0,0,0,0,0,0,0,0,0,1092,1564,0,1212,548,1419,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,1,0,2145,0,0,0,22576,0,0,0,0,4668,43548,0,8300,15029,81599,23985,150996,0,3728,3214,2815,9123,17375,1193,0,0,0,1518304,0,4303,0
 GSLE,State and local government enterprises,0,0,0,0,0,93211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2306,0,142,207,0,13045,0,10147,0,0,0,0,0,27,0,1,0,5726,20108,0,0,0,0,0,0,0,0,0,0,0,0,417,26333,0,0,2875,0,0,0,0,76580,0,0
